,2010,2020,2030,2040
0,25616945.454545453,27183831.818181816,31737968.181818184,36151786.36363637
1,140199818.1818182,142605272.72727272,147908727.27272728,152394136.36363637
2,59351059.09090909,59826709.09090909,60405354.54545455,60660313.63636363
3,692995.2272727273,1014242.7272727273,1350624.5454545454,1577281.3636363635
4,1197553.6363636365,2437746.8181818184,4811720.454545454,7145794.090909091
5,31405500.0,34627950.0,38916054.54545455,42938031.81818182
6,86823736.36363636,92861140.9090909,101136954.54545455,108714136.36363636
7,7823693.181818182,10403590.909090908,14043177.272727273,17431145.454545453
8,32416745.454545453,39352377.27272727,49964440.90909091,59451381.81818182
9,627196500.0,640144909.0909091,657999681.8181819,673448045.4545455
10,783118636.3636364,800494227.2727273,821812090.9090909,837978272.7272727
11,51626209.09090909,54843218.18181818,59368813.63636363,63001622.72727273
12,1099025.4545454546,5744158.636363637,21082854.545454547,36531122.72727273
13,1716.9027272727276,2498.3031818181807,3294.35590909091,3800.0836363636354
14,2817150.0,4007964.5454545454,5683296.818181818,7390090.909090909
15,5317095.0,5597110.909090909,5868230.454545454,6036774.545454546
16,16061181.818181818,22832154.545454547,42462477.27272727,61796986.36363637
17,34150.86818181817,54045.21818181821,89635.73181818186,142415.31818181818
18,41741.318181818184,65385.981818181834,106892.86363636363,167382.4090909091
19,49851613.63636363,51417068.18181818,53184313.63636363,54397922.72727273
20,104814818.18181819,108864000.0,113649136.36363636,116907000.0
21,43927.99090909093,70650.58636363635,119096.72727272728,191632.63636363635
22,59064.59999999998,96045.40909090909,163377.13636363635,264607.63636363635
23,176303.5909090909,298646.7272727273,524825.3181818182,870222.8181818182
24,11781095.454545455,14674609.090909092,18178745.454545453,20714686.363636363
25,615418.3636363636,1061693.1818181819,1892281.3636363635,3168556.3636363638
26,478834.36363636365,825203.5909090909,1469513.1818181819,2459214.5454545454
27,66719672.72727273,87666313.63636364,149505681.8181818,211850863.63636363
28,83339.45454545454,140348.72727272726,245467.0909090909,405688.5
29,31894895.454545453,39688663.63636363,61088904.54545455,82952959.0909091
30,18643.036363636358,22764.66818181819,27903.845454545444,32176.104545454553
31,9044.556818181818,10606.90909090909,12461.781818181822,13539.75
32,103571.04545454546,126258.68181818182,149121.0,161513.86363636365
33,8696.376818181818,11464.281818181822,13736.195454545448,14699.522727272728
34,14749.445454545448,19625.64545454546,23494.513636363627,25115.331818181814
35,19263.490909090902,29474.16818181818,42679.63636363636,57548.40000000002
36,1598109.5454545454,2531616.8181818184,4071642.272727273,5873299.090909091
37,535305.2727272727,791752.5,1209141.8181818181,1758205.9090909092
38,904872.8181818182,1467670.9090909092,2378860.909090909,3591935.4545454546
39,1143478.6363636365,1552339.0909090908,2218974.5454545454,3077721.8181818184
40,52516513.63636363,70107736.36363636,100306500.0,120721363.63636364
41,84890.20909090912,112455.95454545454,150381.95454545456,208868.86363636365
42,214453.9090909091,273784.63636363635,330758.5909090909,361183.7727272727
43,70264.85454545457,91829.3727272727,111321.95454545454,121547.04545454546
44,75201.47727272728,82998.58636363634,114961.63636363637,161471.86363636365
45,3552980.4545454546,1841566.3636363635,2091008.1818181819,2831926.3636363638
46,6807178.636363637,8895972.272727273,15642900.0,23179227.272727273
47,15061200.0,16609281.818181818,19341095.454545453,25233122.727272727
48,15625718.181818182,17327863.636363637,22973427.272727273,30228736.363636363
49,32025.763636363645,37886.29090909092,49163.86363636364,60495.17727272727
50,27092.386363636364,33442.11818181817,44563.7181818182,55586.33181818184
51,127066.22727272728,175380.54545454544,239014.36363636365,311905.36363636365
52,923376.6818181818,1283691.8181818181,1793753.1818181819,2363941.3636363638
53,3916.719545454543,4924.165909090908,6391.8272727272715,7420.579090909092
54,19696281.818181816,20674118.181818184,22406522.727272727,24759668.181818184
55,1436676.8181818181,2405998.6363636362,3709592.727272727,5156168.181818182
56,339183.4090909091,611245.0909090909,1097536.3636363635,1823506.3636363635
57,9584304.545454545,11233568.181818182,13035177.272727273,15034663.636363637
58,70761122.72727273,78194072.72727273,87263781.81818181,96401454.54545455
59,29219.495454545468,34410.31363636365,44427.504545454525,54711.1090909091
60,11682.872727272732,13170.149999999994,17435.440909090914,21724.213636363645
61,434152.0909090909,603524.7272727273,825343.9090909091,1057731.8181818181
62,35473.20000000001,44399.91818181816,63390.02727272729,82453.92272727274
63,4598933.181818182,5317219.090909091,6529768.636363637,7989278.181818182
64,15694.731818181814,19055.877272727266,26650.240909090906,34276.3909090909
65,32374.172727272733,40303.20000000001,57331.81363636363,74427.43636363639
66,1802983.6363636365,1848582.2727272727,2164737.272727273,2547204.5454545454
67,97840.90909090909,133153.36363636365,197108.86363636365,274818.4090909091
68,18519422.727272727,17233554.545454547,17989172.727272727,20691109.09090909
69,24549.57272727272,28654.5,39095.70000000001,50485.049999999996
70,11160.545454545454,13751.086363636363,19427.672727272722,25124.20909090908
71,55476.46363636362,68381.91818181815,96627.68181818182,124978.63636363637
72,43045.60909090911,53082.27272727273,75036.81818181818,97070.59090909091
73,56873.25,64262.768181818166,85565.26363636367,109188.54545454546
74,277243.9090909091,347466.95454545453,496541.1818181818,646144.2272727273
75,99527.59090909091,118735.90909090909,164322.13636363635,212073.27272727274
76,210241.5,236311.0909090909,305211.13636363635,391719.6818181818
77,167874.95454545456,206616.13636363635,294653.86363636365,402624.4090909091
78,163640.5909090909,199641.27272727274,283296.6818181818,386957.45454545453
79,25901.495454545468,32685.831818181825,47402.05909090911,65250.627272727295
80,28698.122727272726,36971.64545454544,53787.490909090935,70658.0318181818
81,45549.47727272727,59345.61818181819,86932.45909090912,114612.27272727272
82,22502.263636363627,28960.813636363648,42099.75,55285.36363636364
83,15100.05,18969.58636363637,27148.895454545458,35361.13636363636
84,22083.409090909092,27843.42272727273,39944.099999999984,52085.63181818183
85,38586068.18181818,37850209.09090909,39106295.45454545,44933222.72727273
86,12392.863636363636,15238.268181818183,21500.18181818182,27782.522727272728
87,2004812.7272727273,2411620.909090909,3109231.3636363638,4264384.090909091
88,25784.468181818178,32019.463636363627,45479.318181818184,58983.36818181819
89,2886870.0,2779359.5454545454,3300140.4545454546,4280315.454545454
90,49085.20909090908,62750.67272727275,90818.89090909094,119008.90909090909
91,132779181.81818181,126180409.0909091,129626318.18181819,146560909.0909091
92,15452.181818181818,19640.82272727272,28320.79090909092,37040.65909090909
93,315738.8181818182,450276.2727272727,612965.1818181818,799451.8636363636
94,670025.0454545454,1014853.6363636364,1470133.6363636365,2092067.7272727273
95,30085363.636363637,20919627.272727273,23154409.09090909,27711981.818181816
96,30316.26818181819,64365.19090909089,101082.54545454546,160744.5
97,24742.009090909098,44522.577272727256,67776.44999999998,102023.72727272728
98,38534.809090909104,46175.56363636365,56760.0409090909,61780.472727272725
99,409939.0909090909,722934.5454545454,1069835.4545454546,1599121.3636363635
100,725419.2272727273,778136.8636363636,804232.2272727273,811497.2727272727
101,5876620.909090909,14721000.0,16662068.181818182,18844636.363636363
102,203773.5,331778.04545454547,560142.5454545454,879089.5909090909
103,1576947.2727272727,2999821.3636363638,5505073.636363637,9307562.727272727
104,1071630.0,2006378.1818181819,3768440.4545454546,6480542.7272727275
105,323706.4090909091,427581.0,596080.2272727273,810484.5
106,10323218.181818182,11948522.727272727,14117536.363636363,16452163.636363637
107,16154.822727272724,18201.940909090914,24085.66363636363,30003.654545454556
108,608789.0454545454,663419.5909090909,748454.3181818182,873101.7272727273
109,2213123.1818181816,2872246.3636363638,3903747.272727273,5101434.545454546
110,3179848.6363636362,4060073.1818181816,5260165.909090909,6643894.090909091
111,58779.66818181816,91979.80909090913,131448.54545454544,203851.77272727274
112,1190241.8181818181,1898848.6363636365,3184249.090909091,4898545.909090909
113,52118.08636363637,78044.01818181816,110564.04545454546,161370.68181818182
114,974027.7272727273,1043547.2727272727,1084440.0,1106394.5454545454
115,6560705.454545454,9419798.181818182,14107036.363636363,20229777.272727273
116,22253.127272727263,27250.649999999998,34270.568181818184,38777.26363636365
117,220264.22727272726,327914.04545454547,482334.6818181818,719194.6363636364
118,111731.45454545454,222706.9090909091,409768.2272727273,700689.8181818182
119,315329318.1818182,349300636.3636364,371242772.72727275,385852090.90909094
120,509072.45454545453,919739.8636363636,1461246.8181818181,2362318.6363636362
121,612020.1818181818,928013.8636363636,1456999.0909090908,2288035.909090909
122,3724216.3636363638,4763134.090909091,6199419.545454546,7959162.2727272725
123,3850770.0,6166650.0,6587719.090909091,7024557.2727272725
124,10606909.090909092,11272513.636363637,12026222.727272727,12557904.545454545
125,47435945.45454545,48174000.0,49715877.27272727,50962704.54545455
126,98668.5,146096.04545454544,198179.86363636365,273277.7727272727
127,15749522.727272727,16497122.727272727,17780318.181818184,19410586.363636363
128,3831240.0,4245980.454545454,4729648.636363637,5150192.7272727275
129,4013749.090909091,5022484.090909091,6221374.090909091,7728830.454545454
130,994617.2727272727,1175618.1818181819,1434490.9090909092,1707882.2727272727
131,54566781.81818182,57865500.0,62999140.90909091,68000481.81818181
132,630243.4090909091,1114193.1818181819,1969380.0,3238495.909090909
133,10222704.545454545,18950781.818181816,31299640.90909091,46835631.81818182
134,586952.8636363636,1140987.2727272727,2216521.3636363638,3844851.8181818184
135,826397.7272727273,1621572.2727272727,3157054.090909091,5473315.909090909
136,932790.4090909091,1521115.9090909092,2646763.6363636362,4342131.818181818
137,618915.8181818182,843195.8181818182,1053216.8181818181,1472500.9090909092
138,18248045.454545453,19369350.0,22715604.545454547,25981772.727272727
139,212191636.36363637,216378272.72727272,227114045.45454547,236725363.63636363
140,54925118.18181818,55298059.09090909,55764736.36363637,55956695.45454545
141,139725409.0909091,140767772.72727272,142047818.1818182,142600500.0
142,74197295.45454545,84734522.72727273,117506454.54545455,150375272.72727272
143,10751.904545454541,21398.236363636373,35317.704545454544,49474.75909090908
144,9468327.272727273,11045809.090909092,13101518.181818182,15068740.909090908
145,1213236.8181818181,1745500.9090909092,2453544.5454545454,3113345.4545454546
146,51878.40000000002,79225.74545454542,127872.81818181818,198364.0909090909
147,9991.704545454546,14443.418181818188,21634.10454545454,31213.636363636364
148,54941.25,81424.15909090909,119683.77272727272,165588.81818181818
149,4697.9959090909115,7153.468636363634,10911.122727272732,15731.577272727278
150,15417.722727272729,23645.33181818181,38384.46818181819,60023.72727272727
151,746649.2727272727,1279224.5454545454,2268744.5454545454,3786204.5454545454
152,61583.16818181816,106027.09090909091,188693.5909090909,315645.2727272727
153,271206.4090909091,461015.86363636365,812872.7727272727,1351159.0909090908
154,41036.67272727274,59386.759090909065,91028.98636363633,135547.36363636365
155,23368.6090909091,27400.513636363634,32223.06818181818,35077.92272727274
156,17089.609090909096,20221.281818181826,23791.663636363628,25856.440909090914
157,1111.6159090909086,1422.778636363636,1696.3704545454552,1821.3395454545455
158,1244.307272727273,1620.6654545454542,1940.7531818181808,2077.3486363636357
159,7892.334545454548,10419.245454545451,12471.613636363636,13344.259090909096
160,51137.00454545454,67735.40454545453,82489.05000000003,90335.79545454546
161,395370.8181818182,709540.3636363636,1213150.9090909092,1894801.3636363635
162,830424.9545454546,1111787.7272727273,1590186.8181818181,2035071.8181818181
163,1003523.1818181818,1339275.0,1887499.0909090908,2581835.4545454546
164,3366796.3636363638,4571404.090909091,6561421.363636363,8807180.454545455
165,1870794.5454545454,2499486.8181818184,3578762.727272727,4311586.363636363
166,764449.6363636364,1048730.4545454546,1500583.6363636365,1987210.9090909092
167,208605.4090909091,252708.27272727274,333375.0,425235.6818181818
168,1783673.1818181819,1922845.9090909092,2322714.5454545454,2900529.5454545454
169,1110985.9090909092,1193859.5454545454,1437831.8181818181,1793266.3636363635
170,4043187.272727273,4744864.090909091,6965680.909090909,9614659.090909092
171,12090081.818181818,12578713.636363637,15215263.636363637,19014927.272727273
172,74823.85909090907,89421.53181818179,116456.45454545454,144104.86363636365
173,35313.02727272726,47996.35909090911,69301.24090909094,93001.36363636363
174,5541.709090909093,6611.324999999997,8628.699545454543,10667.140909090913
175,78311.38636363637,109918.77272727272,165675.68181818182,236285.31818181818
176,283445.5909090909,364723.2272727273,476061.4090909091,606481.9090909091
177,793153.7727272727,895330.2272727273,1082492.7272727273,1288273.6363636365
178,4680527.7272727275,4421998.636363637,4584424.090909091,4977000.0
179,144115.36363636365,177765.0,247646.31818181818,340709.7272727273
180,27294.75,33493.75909090909,47158.93636363635,63835.22727272727
181,1450.5654545454543,1787.8350000000005,2541.0095454545467,3390.8604545454555
182,45608.754545454525,54337.5,75467.1272727273,99771.0
183,33538.52727272726,41034.66818181817,58173.627272727295,78450.27272727272
184,45458.318181818184,56779.32272727273,81794.71363636361,112285.09090909091
185,312.11918181818186,390.06450000000007,562.1175000000002,771.7891363636361
186,92284.78636363639,116519.45454545454,168604.22727272726,229138.63636363635
187,30373.35,35242.10454545455,47739.87272727271,60561.51818181818
188,1724.1381818181821,2053.2559090909085,2833.167272727274,3616.056818181818
189,206.31354545454542,247.81431818181807,343.98190909090914,440.52940909090887
190,42659.30454545453,51802.51363636366,72466.13181818179,93204.30000000003
191,23534.8909090909,28728.859090909104,40323.24545454547,51966.59999999998
192,7447.955454545453,8635.18090909091,11681.53636363636,14742.954545454546
193,28214.836363636376,33511.704545454544,46143.58636363638,58832.931818181816
194,11797.704545454546,14366.386363636364,20132.795454545456,25924.595454545444
195,13318.772727272728,16531.963636363642,23476.186363636356,30447.23181818181
196,1832.8513636363639,2350.1099999999988,3408.9300000000007,4471.253181818181
197,3977.3140909090926,5173.2354545454555,7571.817272727275,9978.149999999996
198,197.91259090909097,253.66568181818175,367.82263636363626,482.3995909090908
199,11375.60454545454,14397.027272727271,20706.095454545448,27039.98181818181
200,1619.5009090909086,2003.944090909091,2839.276363636365,3678.2263636363637
201,204.41972727272733,251.8988181818183,355.91659090909076,460.3400454545457
202,13274.386363636364,16346.59090909091,23086.92272727272,29852.454545454544
203,664.8924545454546,783.0527727272729,1071.7827272727272,1361.6972727272732
204,2382.4309090909087,2809.5136363636375,3849.137727272726,4893.028636363636
205,14883.559090909084,18246.518181818188,25691.87727272727,33167.49545454547
206,6386.27181818182,8148.505909090909,11778.80454545455,15425.26363636363
207,68764.1181818182,77005.56818181818,101396.59090909091,125943.68181818182
