CT_GLDAS,RCP45_SSP2,RCP85_SSP2,RCP85_SSP3,GLOWASIS,Hoekstra,,,
3176525312,1536732273,1541046818,1541065909,3062117188,1119372909,,,
3219607552,2024762727,2023035000,2023054091,3030280518,1636822710,,,
49321764,46439686,46358740.91,46360363.64,0,41929657.95,,,
24544110,42840286,42994159.09,42993681.82,45078720.09,7900046.736,,,
85119144,55990964,55864486.36,55868400,126810646.1,44732207.29,,,
106001.1484,165268,165268.0909,165221.3182,9129.945189,72975.89948,,,
285228256,232859455,230344227.3,230281227.3,175628112.8,215364400.4,,,
108718.1484,817940,817939.5,817933.7727,438106.06,76648.00762,,,
212913184,113057318,112767136.4,112769045.5,49327198.03,145741688.9,,,
175457408,92185132,91913945.45,91918527.27,67664749.15,25221658.18,,,
77816776,59529273,59004845.45,58994059.09,0,39655592.38,,,
328518944,420788455,417120136.4,417029454.5,304236328.1,201658125.1,,,
272036960,80449950,80264481.82,80321659.09,278071624.8,214466865.4,,,
199236448,86459386,85446327.27,85428668.18,195800064.1,124055444.5,,,
458370.3438,1095398,1095398.182,1082244.545,1691111.803,174152.98,,,
252540384,181902000,181529727.3,181464818.2,154787979.1,26426048.65,,,
371899968,24070964,24074113.64,24075736.36,480743866,65400425.36,,,
106394248,7879582,7867468.636,7868566.364,46094760.89,9904228.346,,,
233304704,51063409,51072477.27,51076581.82,140727996.8,25460322.04,,,
980333.75,1040827,1040359.091,1042926.818,1785477.042,446280.0129,,,
122893.5781,52624,52623.80455,52565.76818,0,96705.53158,,,
929984128,463481455,461853000,461980909.1,780780456.5,804268979,,,
570366976,428718818,425320636.4,425208954.5,331738525.4,326902920,,,
110477440,19698764,19384145.45,19382618.18,173877380.4,28662363.71,,,
1611073664,963193636,953245363.6,953094545.5,1797399170,1369363968,,,
562038144,554764636,549360954.5,549318954.5,331443603.5,274780354.2,,,
391342464,443872227,441488727.3,441631909.1,363097717.3,542902839.1,,,
195581712,126782727,126515454.5,126516409.1,246829940.8,97906327.77,,,
101669104,62896432,61794886.36,61784768.18,76079299.93,50406528.08,,,
129025624,43609745,42914168.18,42910254.55,0,43034862.01,,,
726145472,596001955,592167545.5,592142727.3,1111334473,594868411.2,,,
2121531904,1012400455,1011264545,1011264545,1104627319,1193327088,,,
149243232,93681286,93111804.55,93102163.64,45107963.56,126299039.9,,,
70457320,8699002,8615555.455,8615775,82051742.55,25985118.82,,,
103261288,71165468,70175509.09,70167204.55,104593498.2,37479597.38,,,
1098152.625,431825,431456.4545,431514.6818,373771.6675,907979.1937,,,
3460990.5,4025566,4016001.818,4016106.818,51063297.27,2460168.726,,,
6484434,2406466,2401731.818,2401779.545,17586387.63,130077.5637,,,
135849408,53445095,52825786.36,52821872.73,194553131.1,64147172.64,,,
218642688,159350864,157317681.8,157314818.2,214478607.2,112240259.9,,,
80725144,46693595,46143013.64,46145781.82,76984375,62687623.17,,,
79758872,4370596,4341330,4346723.182,39173973.08,18859902.54,,,
1990829.125,15914373,15864545.45,15864831.82,55006446.84,2068632.891,,,
391219904,244674818,242613000,242659772.7,304139038.1,159900599.4,,,
25944498,9581250,9529943.182,9541731.818,0,3933831.161,,,
144778192,154692682,154407272.7,154407272.7,0,44889497.02,,,
42346704,36311768,36096613.64,36093845.45,74425880.43,42880758.61,,,
499622944,288486545,287076681.8,287076681.8,235759429.9,418382876.3,,,
223198.6875,35733982,35588700,35588604.55,2234990.835,1343482.568,,,
287960320,103679864,102754909.1,102783545.5,137303924.6,129923188.1,,,
786135680,589521545,585297681.8,585464727.3,742951049.8,404649484.3,,,
19085128,4877021,4832434.091,4836968.182,163782226.6,3188997.803,,,
26615574,30270068,30128604.55,30322090.91,79370063.78,19627793.44,,,
81729208,11325014,11248936.36,11252563.64,0,8800263.806,,,
37225600,96428182,95261345.45,95267836.36,31165531.16,40166093.76,,,
95762056,24716045,24428059.09,24429872.73,0,63790760.86,,,
94136296,62821691,62639563.64,63079895.45,0,58447425.05,,,
202047168,58260491,57895281.82,57895186.36,119466484.1,192328323.2,,,
334991168,102309136,101696318.2,101696318.2,229698822,366902543.5,,,
35149868,400035,400034.7273,406087.5,122917991.6,6271611.569,,,
2063673.75,3579622,3577731.818,3611083.636,2348578.691,1389946.183,,,
169923920,77085845,76734190.91,76734763.64,101887603.8,80307648.12,,,
2885079.5,21122755,21051068.18,21153872.73,15460188.87,1890620.134,,,
552444672,429048136,429573136.4,429574090.9,424271637,815606608.3,,,
941661.9375,57335155,57036859.09,57036954.55,757605.0758,1795878.184,,,
25070756,47266323,47306795.45,47313286.36,65579360.96,67291190.31,,,
3059327744,969207273,967088181.8,967088181.8,2068725098,2689584672,,,
718723520,632296636,631231363.6,631232318.2,1090679321,785668173.9,,,
8932415,5303617,5283514.091,5283523.636,67057495.12,1369990.665,,,
24719316,102473318,101857636.4,101857636.4,0,27341339.15,,,
784522816,237178773,235994181.8,235988454.5,258465972.9,10077734.74,,,
144656816,54523064,54371195.45,54371290.91,32653396.61,7262797.55,,,
250818384,183863591,182752500,182752500,89874763.49,107394237.3,,,
477864864,653588727,652207500,652207500,507367248.5,527869402.8,,,
218801072,196593409,196745181.8,196745181.8,243732879.6,47614590.01,,,
50364480,10475468,10448072.73,10448072.73,135749710.1,3063020.656,,,
541309.6875,339513,339512.7273,339401.0455,1030365.705,367563.6305,,,
15642059,6833285,6817344.545,6817344.545,1123451.591,938454.8798,,,
466966.5313,345019,345018.5455,344944.0909,329128.2952,407088.5872,,,
101568344,746929,744856.6364,744829.9091,0,1262859.83,,,
244621680,221084182,221072727.3,221050772.7,355007446.3,306012614.4,,,
1214487.75,2251792,2251791.818,2269365,1216155.052,887701.1908,,,
901915,4633020,4613451.818,4613490,4271141.052,3732113.32,,,
75429080,37809736,37699295.45,37699295.45,0,1331563.528,,,
5985319.5,7531917,7531917.273,7572160.909,4543165.207,3885532.282,,,
3911556.25,7345962,7345962.273,7402490.455,1293506.742,2807153.919,,,
136123344,224196000,223989818.2,223793181.8,61232486.72,61876822.78,,,
1634350.5,555524,555524.4545,555626.5909,3302738.19,860548.6028,,,
8407186,1753576,1748784.545,1748775,0,409604.1515,,,
631033856,717846818,714636681.8,714637636.4,668037902.8,737733932.1,,,
1299558.5,527497,527497.0909,527382.5455,2004088.402,775429.5338,,,
73731928,49767995,49478863.64,49478863.64,0,133052384.1,,,
405953600,699012682,696904090.9,696904090.9,759872802.7,696487702.7,,,
11072108,72967364,72433963.64,72434250,52635620.12,5416170.145,,,
13190853,7439183,7434200.455,7403340,1683410.764,1282188.781,,,
3318245.25,1484862,1484862.273,1468549.091,6685431.48,2352336.271,,,
1077297,5554338,5554337.727,5558442.273,0,1124865.661,,,
22686274,10025495,10020913.64,10010604.55,436524.4508,3284798.803,,,
461044.125,5448335,5406373.636,5406421.364,3824385.643,611716.159,,,
47539760,18426927,18419577.27,18451554.55,1132087.35,9159907.096,,,
29732274,15307950,15196459.09,15196459.09,0,10781265.49,,,
238918.3125,346775,346774.9091,350345.8636,0,258405.9114,,,
736961.5,580180,580180.3636,580839,31872.64875,719801.5402,,,
1561059.25,1922798,1909587.273,1909625.455,0,126988.3343,,,
113890464,51255559,51100445.45,51161727.27,0,378774651.2,,,
112493280,90867000,90904036.36,90898404.55,125379997.3,80137227.7,,,
1802196736,1806935455,1805503636,1804243636,1465005371,1451612975,,,
148106816,75806277,75650590.91,75779550,0,89038244.18,,,
41694980,46341655,46303377.27,46314068.18,15416213.04,18468160.37,,,
246495.5781,134947,134946.9545,134136.5455,38316.27592,218165.6097,,,
7351873.5,4071862,4072720.909,4071833.182,6294264.793,1155228.456,,,
116514696,48515536,48427813.64,48487568.18,200584594.7,41509519.69,,,
260947.9688,529075,529074.9545,531219.8182,22670452.12,169519.6387,,,
136433712,162072273,162199227.3,162187772.7,652024353,115495929.6,,,
58875564,17521827,17490231.82,17485268.18,0,62015450.7,,,
78250344,115298591,115362545.5,115388318.2,21542800.9,61101027.55,,,
16886088,9225815,9192358.636,9190583.182,1140425.444,19443733.13,,,
23117224,18969109,18872509.09,18870122.73,4646986.485,9207101.897,,,
16806070,13745264,13619072.73,13617640.91,0,9507888.529,,,
20603134,15395768,15358731.82,15357872.73,22553655.62,3237624.551,,,
24107406,21769173,21654245.45,21652909.09,3606939.554,5054315.809,,,
17804462,12787186,12719700,12718650,0,10341767.02,,,
218371904,107014091,106754454.5,106672363.6,36971591.95,50855409.54,,,
141036160,200640682,200801045.5,200867863.6,170414581.3,103513374.3,,,
2785949,2998456,2998427.727,2997330,1396769.166,467812.1163,,,
37855804,44796150,44866595.45,44502627.27,31922351.84,9495519.517,,,
8988744,6116384,6125986.364,6125470.909,7097259.045,348032.9407,,,
9711831,10735964,10755722.73,10757727.27,3821917.057,7988899.438,,,
22118698,19230559,19263490.91,19263395.45,0,10806128.19,,,
78083184,71158023,71295954.55,71298913.64,62497032.17,81805498.66,,,
76390432,37458559,37369213.64,37357472.73,0,1185147.761,,,
1658222,3134116,3134116.364,2953306.364,7800867.081,370171.7808,,,
602084032,265947818,265285363.6,265252909.1,548028869.6,120656277.1,,,
28040206,4958749,4962290.455,4958758.636,6760048.389,3049715.417,,,
64104572,62259177,61793168.18,61792786.36,6522624.969,33321488.13,,,
167341.9219,46853,46853.1,46378.30909,110.4694384,134124.1094,,,
443391776,187222636,186884727.3,186873272.7,108045822.1,6309436.99,,,
16808044,32028055,32081986.36,32085327.27,5564628.124,10027519.73,,,
113676752,48712173,48708927.27,48705968.18,0,642283.0709,,,
69628496,23128255,23003877.27,23024972.73,0,13914421.15,,,
3190997.5,1314886,1317969.545,1318198.636,9198532.104,223612.3087,,,
2573831.5,2124169,2116494.545,2115673.636,598505.4374,568205.7216,,,
5081939.5,3192439,3194300.455,3192505.909,37799293.52,542645.0066,,,
69208464,43200150,43308490.91,43308586.36,55599315.64,69182499.69,,,
153253056,84672573,84660068.18,84651668.18,45943630.22,141253864.3,,,
98766.57031,65827,65827.17273,65578.51364,0,79088.29098,,,
13607779,6914756,6903435,6908265,0,4213853.297,,,
94222720,47782064,47731090.91,47727368.18,8895755.768,2206105.33,,,
10943712,5633002,5637230.455,5636676.818,21854.18457,686502.1191,,,
18819288,13043291,13037468.18,13037277.27,0,25599919.02,,,
17623568,5356499,5345845.909,5342161.364,0,4236615.777,,,
169398.4219,16403,16403.38636,16435.17273,29378.56503,112101.0016,,,
65648064,34102186,34056940.91,34056272.73,36180294.04,2224409.877,,,
54081920,28974273,29058272.73,29053213.64,18677106.86,13961181.92,,,
42769592,21312805,21284740.91,21283595.45,10034605.03,104066353.5,,,
274751.75,28156,28155.94091,27581.01818,6.67E+01,169058.9422,,,
58956336,32395650,32390972.73,32389636.36,0,2439801.836,,,
23532100,20600905,20714400,20703422.73,7178150.654,782623.7493,,,
5211566.5,2322877,2335734.545,2335362.273,26977899.55,625466.7385,,,
834293632,912025227,918386318.2,918382500,653390380.9,510971620.2,,,
62088192,66029632,65638650,65636740.91,9724707.603,33748290.18,,,
1818532,2330255,2346263.182,2346234.545,4547646.999,89253.34591,,,
2683413.75,1562410,1568003.182,1567611.818,5588.291213,901143.4467,,,
3674341.75,698377,698376.9545,655452.9545,0,470661.6383,,,
911759.5,156587,156249.5455,156033.8182,9.63E+01,321802.9101,,,
515838656,212722364,214348909.1,214348909.1,855757995.6,360184679.5,,,
66033.82813,17702,17701.66364,17888.37273,0,57721.79515,,,
535768.25,53120,53119.5,52716.96818,293773.7107,368285.7707,,,
8061354,4149295,4174275,4174217.727,54322608.95,12801101.84,,,
750131.875,899649,899648.5909,829263.2727,1398001.909,77683.45809,,,
221746.4063,338271,338270.8636,316512,73955.60294,19384.35502,,,
299475584,153343909,154347136.4,154346181.8,355673980.7,164027288.1,,,
412752544,204623045,204480818.2,204479863.6,134545410.2,8630364.028,,,
70811.98438,14818,14817.88636,15112.07727,5282.965023,37185.30097,,,
121414.3281,76259,76101.13636,76632.43636,376925.081,35845.68053,,,
192668.7188,197026,197025.8182,182277.1364,0,18493.81458,,,
170135904,108845864,108686454.5,108684545.5,60782524.11,86001143.44,,,
1303294.375,331574,331573.7727,306758.4545,4708693.981,36159.65561,,,
695880.625,255444,255444,237237.9545,0,38151.80418,,,
391528.375,32844,32844.47727,32977.25455,96857.80108,137582.5845,,,
268733.3125,9458,9457.760455,9277.828636,376.9622999,127177.1134,,,
219507.5,28504,28504.35,28164.53182,170.0632711,155727.803,,,
280386.1563,32731,32730.88636,32320.43182,139.4694991,174544.7031,,,
217156.9375,22319,22318.70455,22134.76364,0,193775.2741,,,
243030.2656,16859,16858.60909,16540.84091,0,192858.912,,,
5925507,4952630,4975768.636,4957708.636,0,237759.7035,,,
144424.8906,171699,171698.8636,160040.0455,1162314.177,32573.53276,,,
2158.798096,9191,9191.299091,9279.594545,0,3948.366057,,,
107709.75,11010,11009.63182,10950.06818,0,62347.2666,,,
4200742.5,324239,324239.0455,320850.4091,254382.6699,3207626.975,,,
1309913.875,76775,76774.56818,75967.59545,9795389.175,667286.4086,,,
211239.4844,6691,6691.010455,6750.507273,23281.67297,2935.225791,,,
453487.6563,27912,27911.95909,27246.64091,176.4088811,328520.4511,,,
2153.095459,6902,6901.745455,7000.168636,37985.37701,1909.876934,,,
729558.9375,44748,44747.94545,43686.96818,485.289318,528343.9216,,,
82920.17188,4293,4292.953636,4115.665909,0,70145.1024,,,
521126.5,52840,52839.81818,52379.25,54596.19313,336739.4566,,,
5479.534668,2568,2567.736818,2621.620909,14230.90138,2846.644629,,,
1081066.125,107566,107863.6364,106353.5455,1984.027447,745911.5118,,,
76421.78906,4467,4467.005455,4492.425,0,962.2053748,,,
106229.7266,10095,10094.98636,10039.62273,0,68082.00557,,,
184217632,74018700,74693754.55,74694422.73,0,6097216.087,,,
267030.9688,16180,16180.30909,15798.96818,211.1562644,190174.782,,,
585539.3125,56536,56535.81818,56076.68182,88023.48375,540433.4816,,,
6715.405273,1466,1465.819091,1472.052273,15679.55874,421.5039527,,,
10191.79199,4614,4613.575909,4695.819545,0,6274.210692,,,
1044429,63523,63522.80455,62004.69545,1629.651757,754051.5784,,,
147212.9688,15690,15689.76818,15598.22727,0,113724.3149,,,
182601.7969,11114,11114.25,10852.32273,0,130697.3742,,,
51930.42188,11914,11914.15909,12091.89545,43440.51331,11678.43629,,,
14273.93262,224,224.0299091,236.3655,0,2461.165324,,,
126337.5313,7700,7699.669091,7504.455,568.1996699,85683.28823,,,
198071.5469,24078,24077.55,23977.70455,0,144408.8814,,,
118080.1719,7192,7191.631364,7022.161364,0,75439.40797,,,
202746.2969,3223,3222.679091,3259.381364,20350.41526,20125.29676,,,
14545.57129,120,119.8975909,122.7812727,0,6169.121823,,,
127272.0547,10520,10519.75909,10423.06364,423.3787768,85557.85983,,,
794274.125,87905,87904.95,87870.20455,41997.84249,544086.0634,,,
9188.609375,64,64.20501818,65.73610909,0,4825.927995,,,
21006.41992,1488,1487.964545,1498.197273,133593.6338,8703.017434,,,
317452.6875,35217,35217.38182,35253.46364,188212.7225,193470.6322,,,
2847818.75,309466,309466.5,309567.6818,282496.5119,1817920.267,,,
985931.125,383068,383067.6818,393374.8636,348432.5409,638995.0344,,,
290007.6563,124466,124466.0455,124236.9545,0,137541.0468,,,
7323695,1197649,1197649.091,1200818.182,2023356.676,4496235.257,,,
176568.0781,10602,10601.94545,10369.8,476.9726365,126745.8946,,,
6413107.5,4478546,4483461.818,4484330.455,3784747.601,721324.6293,,,
192279.4063,21369,21369.02727,21444.43636,0,105239.1505,,,
780289.5625,144184,144184.0909,145414.5,0,1273561.338,,,
1948395.375,1296588,1298229.545,1298706.818,1415523.529,164586.244,,,
211651.9375,44311,44310.95455,44473.41818,11772015.57,112889.4559,,,
1165695.875,123155,123155.4545,124223.5909,109919.1457,711302.4502,,,
90353968,43640100,43681622.73,43783281.82,19275075.91,62476321.53,,,
34343552,10440436,10455995.45,10458477.27,1661695.48,1334787.498,,,
32874754,9058025,9070272.273,9071265,3216550.35,2107141.035,,,
21462406,6443879,6456335.455,6456574.091,16416837.69,541209.3205,,,
22195072,5790550,5801717.727,5804829.545,13824775.7,953216.3609,,,
450651.625,346586,346585.9091,356631.5455,190776.4822,283156.8467,,,
55885436,17297032,17320227.27,17326527.27,479577.0645,2887205.923,,,
41503008,14622395,14606931.82,14608745.45,0,1058243.721,,,
46962300,11281486,11278527.27,11286831.82,21414485.93,13826397.05,,,
58864456,34504527,34476463.64,34482859.09,113406829.8,5195441.87,,,
4732.26416,14770,14769.87273,15153.50455,34903.92491,2005.29006,,,
34709112,18631009,18634827.27,18683890.91,26526454.93,3830061.686,,,
47954992,18907636,18889500,18909163.64,0,109291469.9,,,
5869.232422,36591,36590.78182,37730.60455,56968.76347,3610.047146,,,
96505.02344,314976,314976.1364,323563.2273,131697.9229,40651.31483,,,
2731.60498,16838,16837.51364,17347.62273,0,2302.911712,,,
21454834,11190327,11192331.82,11212759.09,7826874.733,525098.5324,,,
353402.2813,37592,37592.00455,36685.95,23537.36013,210228.7479,,,
35714820,43088659,43109468.18,43091713.64,0,30276054.86,,,
36214240,40931386,40999159.09,40825240.91,0,625342.2932,,,
23015970,31847455,31845354.55,31704940.91,0,1710844.008,,,
100334152,58980505,59304668.18,59365663.64,46135391.24,1873123.085,,,
230763.6563,61518,61518.35455,63025.10455,30604.18554,20806.47691,,,
127310000,59972373,60291954.55,60348368.18,8480428.696,2656030.088,,,
82297424,61401232,61711554.55,61735800,10387247.09,89379448.42,,,
360882.2813,887765,891441.4091,892388.3182,785515.666,18444.7034,,,
72596304,39339109,39554359.09,39557604.55,0,1217651.466,,,
40498644,26592395,26722690.91,26724886.36,0,1495327.204,,,
1233650.875,2684258,2698414.091,2699492.727,0,115617.1606,,,
184117744,107296636,107772954.5,107778681.8,37848148.35,75076713.27,,,
378075136,265025727,266555863.6,266557772.7,0,54256597.32,,,
2609541.5,7565450,7607011.364,7607250,6168539.524,138641.0198,,,
35083.58203,8482,8481.842727,8411.416364,0,22570.62409,,,
39306688,61699050,62458200,62468509.09,51278850.56,6443280.357,,,
439273696,316296273,319065409.1,319070181.8,0,65498038.84,,,
328695680,220020818,221170090.9,221172954.5,207204132.1,28408497.39,,,
34363080,54337023,54830618.18,54828804.55,0,7350008.903,,,
9948771,40632614,40937495.45,40945990.91,948910.1768,6695509.167,,,
997487.6875,1046850,1050639.545,1051489.091,3833847.523,18249.01198,,,
5732615,4302432,4328758.636,4333607.727,914593.637,176961.2234,,,
161818896,244265318,245841272.7,245819318.2,191196136.5,61254607.31,,,
135164912,130607591,131196545.5,131194636.4,128209365.8,77980526.09,,,
351369472,601469591,603566727.3,603547636.4,157579406.7,238384681.9,,,
9815181,9026440,9076782.273,9083779.091,8575578.69,9422666.766,,,
150133168,295879500,296858863.6,296859818.2,190758285.5,122157940.9,,,
133818536,382199045,383196545.5,383190818.2,0,162959718.7,,,
253203952,398499818,400189363.6,400174090.9,106726577.8,157840971.1,,,
24889812,73851750,74441659.09,74448054.55,0,16687403.37,,,
161044032,273166091,275152500,275120045.5,130572021.5,80465407.28,,,
87122688,170612591,171768545.5,171749454.5,0,25238264.86,,,
339211552,550596136,555091090.9,555093000,128760528.6,159120503,,,
18753116,66660109,67092613.64,67088986.36,26454160.69,4695155.794,,,
4401855,9786382,9856350,9853677.273,28063409.81,1263413.883,,,
3347214.5,15174314,15270150,15266331.82,0,2244058.167,,,
225089664,3779255,3768240,3768230.455,158497253.4,3998365.57,,,
3653921.75,36879,36778.25455,36776.72727,0,87508.23941,,,
259861.4063,118951,118950.6818,118905.8182,470535.2783,163477.359,,,
81438.03906,47490,47489.68636,47472.50455,0,50375.93705,,,
11379.87109,9318,9317.766818,9313.862727,0,5090.769359,,,
5430.591309,4948,4948.191818,4946.120455,0,4978.947141,,,
1810585.25,452751,452193.9545,452100.4091,6103591.919,536830.6873,,,
6697112.5,861185,857686.7727,857671.5,38305530.55,168990.843,,,
3499306,525835,523626.4091,523597.7727,0,16894.14983,,,
183077.5,365835,364292.7273,364289.8636,0,30141.08725,,,
22988.17383,2072,2071.869545,2073.874091,0,,,,
243220.875,23210,23209.67727,23225.23636,0,167542.1354,,,
18791156,6563540,6547465.909,6547465.909,85368537.9,723400.0646,,,
134954.7188,9505,9505.058182,9437.905909,0,365768.3622,,,
1614369,539679,536550,535152.5455,3657082.796,607527.4897,,,
237746.875,1615406,1602939.545,1602968.182,0,203305.7882,,,
313882.2188,330016,328416.1364,328459.0909,2077695.37,415939.3389,,,
24333388,11875500,11789400,11789495.45,0,397762.5624,,,
1102425.125,11740,11739.57273,11150.61818,0,0,,,
7981422,6856004,6804133.636,6804143.182,36894943.24,4992179.963,,,
1765692.625,111382,111382.0909,111385.9091,0,1524478.241,,,
260602.9063,416264,412503,412503.9545,0,158023.8972,,,
43679744,57591450,57334486.36,57334486.36,0,39406823.45,,,
218649.6406,0,0,0,0,,,,
33306516,36437768,36320740.91,36320931.82,51560256.96,6875692.537,,,
2150205.75,1580699,1575315,1575353.182,1940799.832,611599.2536,,,
2978520.5,4272507,4271037.273,4271075.455,0,309099.3115,,,
170577.875,447963,447963.4091,403193.3182,0,0,,,
2717655.75,1153797,1152661.364,1114956.818,0,278581.0738,,,
704752.4375,2081463,2081462.727,2077577.727,0,1082223.683,,,
9890041,668422,668422.3636,654226.3636,3756272.554,2252265.658,,,
1002892.375,2213410,2213371.364,2222391.818,0,317674.6173,,,
101703320,16541414,16516690.91,16534350,39470104.22,39937244.04,,,
255841.8281,90406,90406.24091,90523.55455,0,,,,
208698784,46677464,46503831.82,46500204.55,5859828.949,16552958.2,,,
48264.08203,7638,7637.614091,7772.281364,0,14241.68206,,,
4967224.5,3383530,3379873.636,3379615.909,940084.6362,467020.156,,,
31822.70313,661,660.7640455,660.051,0,4793.357914,,,
136693.1875,2042,2041.62,2050.659545,0,9597.429696,,,
10249.39648,189,188.9704091,188.7565909,0,0,,,
7204793.5,8743675,8748790.909,8752055.455,0,11277721.73,,,
35511.96484,32820,32819.56364,33035.19545,0,16236.95648,,,
158156.6719,174189,174189.2727,175300.3636,0,108857.185,,,
320220.7813,35454,35454.20455,35792.11364,299628.1683,156767.522,,,
222218.7031,2119759,2123014.091,2121610.909,0,90486.88064,,,
133685048,39585382,39373663.64,39339968.18,58517742.16,28702118.53,,,
144529616,37556400,37452068.18,37452545.45,0,49768199.6,,,
59987048,16255814,16208181.82,16235386.36,53000038.15,12415234.2,,,
1168370.75,1064022,1064127.273,1055937.273,1675549.269,366337.8765,,,
8190762,3606244,3600526.364,3600268.636,9598525.047,338815.5445,,,
407176768,192060273,192032590.9,192030681.8,110539566,10236931.45,,,
3926.297852,0,0,0,0,,,,
119203.2813,4033,4033.221818,4012.718182,0,0,,,
16729884,9306140,9294561.818,9294342.273,0,469019.6303,,,
41735732,21970295,21941277.27,21940322.73,0,1302610.273,,,
69306.28125,9877,9877.063636,9819.409091,0,48257.31305,,,
39760.20703,2614,2613.994091,2586.474545,0,24112.95196,,,
41985.42578,9385,9385.205455,9271.929545,0,24097.18938,,,
296161.1563,4777,4776.745909,4767.143182,0,72291.55413,,,
1200825.125,343737,343139.0455,343060.7727,0,43969.40336,,,
34889216,16328455,16300200,16294759.09,0,44117703.08,,,
8248654,4148359,4142192.727,4133019.545,45306480.41,7857028.938,,,
185560.2344,19367,19355.79545,19196.67273,0,0,,,
61153084,11698145,11670368.18,11626268.18,0,4904858.06,,,
18754074,14314841,14298995.45,14333645.45,0,1238655.793,,,
15383664,5913934,5894814.545,5899167.273,0,78771.04265,,,
209146960,73829032,73569013.64,73532550,107891746.5,116647392.2,,,
39208844,26249905,26151777.27,26150250,0,64540845.27,,,
181192928,113385682,113005772.7,113000045.5,20743356.7,203083926.1,,,
32029632,22804855,22683913.64,22682386.36,28286170.96,32825432.19,,,
29400026,19305586,19202686.36,19201254.55,0,11369636.48,,,
29237764,11299909,11213618.18,11207890.91,4303332.806,14555728.68,,,
27112028,20159523,20013286.36,20011472.73,6561012.268,14973103.92,,,
56531.60547,20424,20423.93182,20172.79091,0,32707.41739,,,
4033.755859,1319,1319.391818,1307.67,0,4901.376429,,,
128235.6563,41408,41408.27727,41755.35,1313.898247,109862.2643,,,
41458.51953,4034,4033.594091,4126.022727,0,36052.79576,,,
80386.5625,1226,1225.798636,1255.8,0,30908.92554,,,
1186532.125,361081,360032.5909,360132.8182,176551.2377,584686.5875,,,
20031.62109,2390,2390.477727,2434.711364,0,3442.351063,,,
6907.424805,3114,3114.481364,3167.573182,60809.57875,5043.938643,,,
3753.120605,280,280.3490455,285.6945,0,1002.986451,,,
343.6922302,26,26.44892727,26.95321364,0,,,,
8321.025391,56,56.30176364,57.51394091,0,1339.408685,,,
182.7299347,0,0,0,0,,,,
26812300,37363964,37339431.82,37337809.09,7291139.126,24493008.79,,,
250.3947906,43,43.32710455,43.48460455,0,0,,,
2952.308838,9433,9433.171364,9552.518182,0,1889.404751,,,
6399.057129,9589,9588.981818,9834.490909,0,756.7001502,,,
1014.026672,567,567.4963636,581.4327273,622800.9462,104.0928786,,,
22345.17383,2975,2975.337273,3057.055909,0,104.1811834,,,
172819.9844,48311,48311.16818,49428.65455,119641.1625,9542.374406,,,
113757.6563,44246,44245.95,45259.96364,6994206.905,7764.447721,,,
1824614.375,1719108,1726305,1727755.909,233750.7755,52855.78862,,,
2406854.25,5445758,5474795.455,5476809.545,0,85872.70597,,,
1371011.875,4010275,4032028.636,4031923.636,0,33157.31931,,,
5622044,17484600,17613081.82,17613750,5156950.474,4505694.728,,,
907279.8125,3106253,3129000,3129591.818,0,13866.76951,,,
2555520,1754140,1760582.727,1761718.636,946621.0008,76666.40979,,,
94602.63281,16720,16719.81818,16580.55,0,65193.02501,,,
7037997.5,6064523,6100356.818,6102943.636,51781.49417,2872746.012,,,
5307172.5,7075797,7131103.636,7133967.273,0,1349147.504,,,
4935398,20141291,20303945.45,20304040.91,0,,,,
18357398,70304086,70721222.73,70725040.91,0,15543199.54,,,
3483281.5,3565752,3581502.273,3582495,0,1432012.497,,,
964509.1875,6936758,6986308.636,6986652.273,717839.1218,131900.1699,,,
3699469.25,5304027,5332692.273,5328282.273,339111.7454,278693.0724,,,
18941060,25757264,25921445.45,25922781.82,9604986.191,251516.9211,,,
60131852,139305409,140133954.5,140124409.1,55602420.81,42163302.07,,,
3627085.5,6816199,6833715,6833657.727,0,107766.4806,,,
15692520,32697477,32787968.18,32786918.18,0,2354882.619,,,
282585.6563,179809,180581.8636,180576.1364,0,,,,
13383401,21918941,21975259.09,21973159.09,0,13959979.49,,,
245265264,389651182,391317818.2,391315909.1,6900516.033,239248111.3,,,
5740.9375,6043,6043.360909,6038.55,0,0,,,
183528064,289935545,291753954.5,291743454.5,96346107.48,87579501.03,,,
42395.73828,23143,23142.85909,23108.78182,6005.728617,0,,,
9861960,5333905,5352193.636,5353062.273,0,0,,,
2915838.75,913013,916167,916197.5455,0,,,,
901062016,480573545,482236363.6,482239227.3,338420166,30652601.89,,,
644421824,412409455,414561000,414566727.3,299214233.4,73803829.4,,,
647546.8125,15943,15943.00909,16163.41364,0,191804.5894,,,
137026400,59212650,59525263.64,59529368.18,0,1303392.012,,,
51031896,25212314,25334590.91,25335259.09,32884597.78,236219.3979,,,
47872392,26327032,26444250,26459045.45,2294286.251,2624690.529,,,
,0,0,0,0,,,,
120022464,50021141,50252618.18,50257677.27,127203353.9,391304.7598,,,
61921568,16331509,16421618.18,16433740.91,0,263542.1672,,,
13172351,3813419,3807844.091,3805935,0,80659.48432,,,
,0,0,0,0,,,,
74224720,35043177,35095390.91,35008527.27,16916965.48,482769.6971,,,
80205536,24194482,24152481.82,24166895.45,0,291854.9769,,,
38.27642059,5725,5724.857727,5790.597273,0,0,,,
35719200,12412336,12394963.64,12412813.64,0,382580.5348,,,
