BasinID,UtvsBt2024,UtvsBt3024,UtvsBt4024,UtvsBt2028,UtvsBt3028,UtvsBt4028,UtvsBt2038,UtvsBt3038,UtvsBt4038
1,0.5056024374739114,0.5323711340702684,0.8195180512128503,0.569127068258364,0.641449652547482,0.838864857045688,0.591742396193342,0.6792596550454216,0.8553197395114565
2,0.10526973033804783,0.192268902798096,0.35952277854375553,0.1995923875790583,0.09505852780795726,0.13215417261345574,0.17418500951672616,0.05306241085939473,0.26171087444452024
3,0.3453951520457743,0.24365191419432425,0.5445714519257272,0.2616798250163095,0.2644383511777357,0.512755564084742,0.27933185432250424,0.23520527443327285,0.4319396631197169
4,0.9929750636444069,0.9195840249113882,0.948533032196682,0.9582570275749772,0.922310025820825,0.9888377900191144,0.9539285817607264,0.9144821867763384,0.9876278044896188
5,0.9413567325132436,0.955922137835692,0.9651939959061172,0.9589174993878068,0.9156031392512438,0.9741444754409351,0.9579314711538544,0.9142955186347458,0.9736236707660924
6,0.6425794580376007,0.8577245440305097,0.9186403687685164,0.6257381447275749,0.7089015035996468,0.8316658219676545,0.5783674467186845,0.6702885923193018,0.8061738195339505
7,0.4992519607466246,0.7255634241891746,0.815718694665916,0.4800398811171558,0.6060219872227647,0.7792349377900551,0.41939809816028095,0.5524342425177636,0.7408196730293055
8,0.8274182462923474,0.9199336726227038,0.9432487636792856,0.6075213712211376,0.7025440432847031,0.7986227070266099,0.556232584569446,0.6623825247894228,0.7687523573721045
9,0.7912663963858252,0.9036150088712306,0.932328534923648,0.550339349672846,0.6583722112484934,0.7667547370903081,0.4746118556949192,0.5971927037126272,0.7185404435847067
10,,,,,,,,,
11,0.291975819253324,0.3644176012381321,0.8662793610865498,0.2586690432378778,0.19712429448871224,0.2809804835926256,0.1849728831326813,0.14530342962367193,0.2158324828570028
12,0.5765756038988973,0.6454992397252024,0.9520373178294678,0.5270181303875627,0.4302203288651213,0.5363611956737895,0.4415334424151669,0.3570436694767617,0.4601450105990058
13,,,,,,,,,
14,0.9015109780418606,0.905297454821986,0.9660512755993504,0.9366387569366426,0.8669213986364767,0.9440098009875914,0.9302567653822746,0.8542908495536208,0.9381462466784364
15,0.7042109503819015,0.7259259234549116,0.8134142519198708,0.7175726971581113,0.7247604613717614,0.7971408471721032,0.6823556055519729,0.696369406220426,0.7769279735802557
16,,,,,,,,,
17,,,,,,,,,
18,0.7525938600882087,0.7700168852823234,0.8512680255606916,0.7645008973294334,0.7689792463289418,0.8376371062995656,0.7364888596629684,0.7579904659601291,0.8355347608633741
19,0.7476315410064376,0.7694512809465485,0.8521323362139194,0.7668913436535801,0.767487231664517,0.8426123610145515,0.7389841363522393,0.7559133210701209,0.8401661223732801
20,,,,,,,,,
21,,,,,,,,,
22,0.7531877972716547,0.8035334590232758,0.9027154570007248,0.8598787527939387,0.8204025150560049,0.9735846081541556,0.8410394179698112,0.8116352396359992,0.9732380596946386
23,0.7795589892882291,0.7769456577194963,0.9155535946418092,0.9182589505451136,0.8840288541313637,0.9173198984976364,0.9065863032245702,0.8780856729927146,0.9163916148813486
24,0.7987251667987122,0.7753433236902718,0.9184074336392006,0.9305019706371472,0.9048759430466832,0.904403892827808,0.9209891870713196,0.9004652352177626,0.9037449764347476
25,,,,,,,,,
26,0.9847104823121282,0.8548241030560544,0.8458426251505264,0.5580695364291668,0.7666015200520878,0.8249273180158219,0.524292526604343,0.7578729442268208,0.824022248998636
27,0.9945082969156334,0.8509577287763079,0.8429000413420449,0.5580719506426229,0.7646456895722005,0.8220864915910916,0.5242592890820749,0.7558439011349704,0.8211568086123652
28,0.4583592498431949,0.6163066587228613,0.8145225786386895,0.7673446366991235,0.8856042877634714,0.9447952244969444,0.7771915268956512,0.8945664697511865,0.9478695087244294
29,,,,,,,,,
30,,,,,,,,,
31,,,,,,,,,
32,,,,,,,,,
33,0.5746939782847843,0.6496076156897691,0.7673291177550255,0.67998338620811,0.8123771808384863,0.9319868018950952,0.6151958408615065,0.7611637907231494,0.9037566929490792
34,0.5983815388448116,0.6751545220253183,0.7879307211402878,0.7220431916326606,0.8338640396658927,0.9598282661471359,0.6607298793745505,0.7725087416948998,0.9351214611969588
35,0.6035208549807949,0.679478214362497,0.7913232685328924,0.7263238146645394,0.8365865965916802,0.9606083857263434,0.6668625551089508,0.7754683546098481,0.9359855059689622
36,0.6449918681839634,0.6948789336169268,0.9037792411417036,0.7534222095284299,0.9384372508566208,0.9288209271329304,0.7121676099724905,0.9238130343414854,0.9119095576692492
37,0.7842599226244938,0.8403318410934414,0.9750213689296632,0.9165596488697714,0.9717620957060421,0.9494754225923052,0.9029288617464512,0.9672878579534068,0.9417177840446562
38,0.7653606856312263,0.8482253415694224,0.9662589917721032,0.8776214177173284,0.9737606510984741,0.9294247283061062,0.8438114989247313,0.9665222067917468,0.9128702535909626
39,0.8053185486396071,0.8592801964162675,0.9843346707328186,0.9328344938506264,0.9549419162251775,0.9292589967570792,0.9169600047425824,0.9452565561120341,0.9158540183733154
40,0.7411470327336616,0.8466804262057611,0.9628369260192092,0.8330162472415457,0.9728131596266172,0.8951644447069216,0.7788181886021291,0.9632843634229508,0.8655064105639271
41,0.6613333269273618,0.7696740789858257,0.9561243267454416,0.7132584784814732,0.9056541306845408,0.6791958355013108,0.7509047218188843,0.920211770895044,0.7027476957756549
42,0.8162984518020459,0.8975398798711701,0.9788430341713436,0.6828782266936104,0.9940297062394008,0.8295832324531752,0.6041469522708175,0.9912690422277471,0.7656475832332907
43,0.5325979911454553,0.791208737957563,0.7698107308172351,0.9797023786385812,0.9805751358062896,0.9071954177417552,0.9715439877958584,0.9705014311763638,0.8529138875554899
44,0.7163861948047957,0.8296817597783905,0.888090314565571,0.8172390159465371,0.7597433699620704,0.8472153540775248,0.7655345632773494,0.6790035546181618,0.7712708841245295
45,0.7103654616522469,0.8501692146298561,0.9143209079442288,0.6898819888089253,0.9916897749808103,0.9317765422873874,0.6050859230384676,0.9879557216080556,0.903093360880832
46,0.7059767102785697,0.6443133135151409,0.2444050692353901,0.6997156734654486,0.9708126281004856,0.3473301396025589,0.7422380856350475,0.9756883394820908,0.3636295811300306
47,0.5612444890162323,0.8328153838433252,0.935909712979067,0.5443636457829217,0.9789863299154201,0.9274222296889068,0.5811357714964929,0.9816364746070724,0.9322950004915428
48,0.3546523673528584,0.8131582452012052,0.7859638454142596,0.27946004328191065,0.8544362393701107,0.8377177662719241,0.2803781460060666,0.8651743045253609,0.8395921409666329
49,0.3998878891315382,0.5785585993562349,0.6210445344851961,0.5334598209826136,0.4756155171617518,0.4823330249338981,0.5423921276416321,0.5007359107883168,0.4910733568657445
50,0.7424795188083625,0.6445226535257375,0.6630431746254727,0.7780944236288742,0.7710409972745585,0.714138554394194,0.7031099161897048,0.6876833625056236,0.6092913991538619
51,0.6534619456708667,0.6731220717620516,0.7613181021173444,0.6024873500771118,0.6297917022220318,0.667494010280049,0.5206800752979112,0.5404471768130498,0.5695979650232436
52,0.6344021155375773,0.6257448808702377,0.7060226203519221,0.5773710518479624,0.5814763460266085,0.6036989647150675,0.5807815049839726,0.5848804972475439,0.6061095743323758
53,0.6345462730707322,0.6242780952903165,0.6954569432577917,0.5559082712802829,0.5651742878597754,0.5888238233129083,0.5829019234074742,0.5963579664869532,0.6194147645562995
54,0.8186410859792282,0.7971694098163511,0.8076561974375754,0.8198785464736991,0.9072106608175896,0.8207638962833281,0.8016157754854568,0.8887044917071353,0.7745731410624264
55,0.7677701146729987,0.7155718292303083,0.6693789932061297,0.5659929707020216,0.7461396548696816,0.7043581565673557,0.505481580700147,0.6996968162431682,0.6626530763532956
56,0.7686198424482292,0.8188930255587558,0.8370659026681976,0.7855755005476904,0.8369835409174529,0.8834384812497509,0.7705684927147981,0.8222318449603835,0.8685128508578694
57,0.9399957189062216,0.9042801427844428,0.892848243587771,0.9078534321988962,0.9192972270954776,0.9426021143469564,0.8957685280875559,0.908769698046362,0.9352638500964804
58,0.9875083595941913,0.8351523160443481,0.7551168724274775,0.7536529523110149,0.9018313000820978,0.8099658634620169,0.7077289004758759,0.8712559028836446,0.7457177168104837
59,0.5308745485217667,0.9492193382050921,0.8036186332174508,0.6317108704701283,0.8557159179872156,0.8291305230715064,0.604295280852628,0.8372199709631853,0.7965955342355904
60,0.7604405235695542,0.8028834842971591,0.8160879986889866,0.7964848086504597,0.7677111604184382,0.7437298163859289,0.72387203609202,0.6817726319413238,0.6425238320748398
61,0.8498487953427671,0.870842971544718,0.8876982729887988,0.7691737094640779,0.8454723562556115,0.8420442114995185,0.6229325916713832,0.7541104170831152,0.7542165411868462
62,0.6823677591868273,0.6573359569052538,0.6916067319940947,0.5546825671347659,0.5653984366036008,0.58120233600621,0.5686548510976868,0.5820841597918384,0.5996185481308292
63,0.7721613652950777,0.8576676051024118,0.8687156344647522,0.7650960570972763,0.8460386388817548,0.8292250772634872,0.6609008356051751,0.7797105915035528,0.7595810277353524
64,0.6750674298338892,0.6703634047022651,0.7453051651395332,0.6642934437424222,0.6456968655146643,0.6358321865790834,0.6684935299312984,0.6521666208131092,0.6429663951101153
65,0.7240894870462973,0.8351616967480541,0.8445769140701305,0.7422322143044222,0.8256952298902741,0.8082238289414859,0.6221871268815353,0.7468389756695356,0.7269051426959662
66,0.8343969123691455,0.8820776846773067,0.8878977841736729,0.7942514972597262,0.8703929832483094,0.8628862071039887,0.6962775924817849,0.8113515663856945,0.8029128044810889
67,0.4224245103082022,0.5009232945645657,0.6059544168002462,0.42790031868850936,0.4488272797647637,0.4526484906565194,0.3834981830146143,0.4216744107043635,0.4446694607870789
68,0.7533028184235535,0.7855117969515302,0.8325540615573394,0.8514618854005099,0.7736610157707733,0.7495134699604538,0.8092366204562932,0.7243205647312435,0.7017187629968645
69,0.05026567526129857,0.4299872366736425,0.6332807694095529,0.16807989979767265,0.4204967114068491,0.536961328794696,0.058422982305217315,0.3510816394987239,0.4677937083037579
70,0.6588128257062774,0.7404993817886203,0.7753367778806071,0.667591091806737,0.6742182538098597,0.6887241531864916,0.5157616031077861,0.5501513921413287,0.5745091672197724
71,0.5578390632150231,0.7613206934336217,0.7917548716560703,0.6849720138233351,0.7424947185839356,0.7307988788509847,0.5597996714330302,0.6461794010842077,0.6350599415318067
72,0.6988823366892211,0.7843041297315686,0.7901951507241238,0.7071936528088526,0.7143488411612244,0.7051491697675527,0.5856766240597648,0.6130613713762273,0.6052845848238594
73,0.5803586239931127,0.7652945185384491,0.7916061402103265,0.6882706761633511,0.7320474170485486,0.7198615012147114,0.5638847163923421,0.6339497920752818,0.622423850249957
74,0.6449769976640191,0.7300062054744199,0.7672790719112099,0.6539242450148401,0.6622673131795138,0.6788467395859445,0.4832931414022304,0.5243571115513103,0.5533227900479868
75,0.6925513213020039,0.8228392289599638,0.8384452520340686,0.7721566821750991,0.8282635455908378,0.8119626370448888,0.6700964444379391,0.7567308807649921,0.7377283732529087
76,0.5687422647875926,0.6936705639723071,0.7113699996870516,0.5864900590984576,0.6280214759067607,0.6552238623625427,0.4398258807210236,0.5069075643904514,0.5420235604631618
77,0.6169543430086019,0.7080559426808015,0.739195456154937,0.6204436735378827,0.6416263533785166,0.6684830416639973,0.4519631347648813,0.5060921469318891,0.5503723037674298
78,0.6298232630492019,0.7187395555872521,0.7404819324415859,0.6290285716231291,0.6567834424449402,0.6869265774261536,0.4928260652514074,0.5463938512149485,0.5898390293169905
79,0.5703951597379951,0.6719366703344798,0.7046818483033994,0.5724458839194686,0.6094585703496933,0.64559883054472,0.4300846290928428,0.4928240352186293,0.5422390570860016
80,0.6113207509006777,0.7115564626487177,0.7329442973096199,0.6084729309111955,0.6428745164305364,0.6751000082307798,0.4795997780968922,0.5372436112396656,0.5809723582046182
81,0.8788747280482216,0.8790861089801989,0.8978388324889556,0.8034626860491676,0.8666030335918573,0.8713225643925956,0.7174946313112625,0.8114964149403116,0.8187577137924835
