OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
39,1508,1320,0.12799321379485198,74.08101649050947,1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,290455,251011,4.1451333705172,1750.2873617384594,250989,91709088902.52173,91977438486.95966,92399342328.65536,93131846056.97462,93991730759.2202,94310349374.4071,94065978269.11089,94066857173.16606,94222923606.14668,94291357409.16733,94250625884.55153,94149314080.38751,94423399911.93567,94126257103.40393,93632452451.3592,93516108061.5771,93635962022.54483,93976072586.68501,94134058657.291,93706337199.43222,92905019730.414,92336677155.17154,92631646112.53088,92675120092.13878,92235762880.20306,91486946796.12344,90931367146.30865,92404875028.67693,92262567658.01923,91945149677.10402,92196277963.15416,92125455907.15794,91995010894.88463,92072792185.008,92337456824.39099,92048993695.87386,91921503360.1323,92007976585.33357,92418632778.23154,92794880392.07443,92965378948.04628,93371363472.98283,93784060718.65292,93571638124.94551,92814187480.67155,92809777057.02985,93078099074.37332,92639037608.45277,91263317279.5281,91514116027.03741,91684073083.78654,90776533192.50273,90987033190.82257,91033175588.07317,90541457910.62997,90109027991.39087,90490014399.98969,90915801160.54263,90806042766.59183,90099494862.44452,89738172172.4111,89813387512.11127,89907086002.43768,89829614600.79309,90056151824.30653,90582632160.39906,90779801381.84953,90924027591.71301,91040269513.1288,90937697563.0653,90969508660.13406,91473667469.25647,91807647223.90541,91458543437.42517,90837368614.54077,91166751480.80571,91825719920.29892,91728667294.44673,91588125991.88232,91649959265.20981,91434316788.62825,91052836615.20908,90659029733.27164,90137980042.93661,90093355343.45486,89239403227.1931,88666410810.37961,88768667072.75626,88021397420.24619,87658427052.11752,148691203183.5749
42,500085,432343,9.354867028030755,3717.2080177134644,432305,19164980424.98647,19227933681.17348,19195569413.221294,19182211965.5819,19102127697.772766,19154550308.348396,19025646019.364864,18975885974.72383,19037366637.53265,19143177033.984383,18895542801.714096,18926191113.571697,18637661224.493664,18105199820.23539,18038006034.431877,17690143522.81166,17663606664.673653,18086895553.80845,18239737245.531586,18216133084.912865,18282009408.35494,18089248062.00878,18054985092.658367,17978311023.86904,18038674114.098557,17852267965.11435,17729852899.60107,17878202494.290775,17783578438.43637,17714890065.68508,17945306426.384666,17946770705.99273,17741820246.82042,17882882938.61701,17692220358.742733,17556299226.585846,17728054739.12205,17780320295.368786,17301509647.95728,17434495103.842617,17701617923.76685,17615878320.596905,17590985265.289516,17483109657.965996,17388080088.563057,17429724171.75888,17551816495.25691,17356923764.080345,17011484481.841436,17061657764.047232,17003950202.931635,16541380698.36353,16597938578.52962,16796453720.075901,16868759224.922382,16747781303.793306,16586424234.709654,16440624404.02722,16450197061.295008,16427438835.166576,16213355107.79175,16195007620.390759,16219478297.640005,16223527574.723576,16216928213.891901,16193438385.16044,16018622733.402487,16171786890.160906,16551906802.10188,16642063422.578175,16471198465.695948,16566966792.526608,16529415824.773981,16553691184.883162,16673766875.455286,16765995011.84636,16996599039.41174,17398411898.288357,17528340377.587063,17517612105.647655,17518298092.598972,17650021901.657967,17386900300.97501,17033219076.779316,17022031813.568214,16823849821.892807,16695747445.903837,16601757687.358332,16160526065.430464,15775932222.620998,15836870811.463238
43,19562,16691,0.87434408686498,192.87213325592893,16689,973793614.8444815,952538421.2924688,936573244.3100612,919635778.2957569,921917289.8877177,918032576.5509958,918666220.0723954,932693415.1764051,946358759.895366,939037442.1711602,948269764.117367,950470625.4207132,944382970.1207997,940738760.1553156,932303076.8158549,935454506.7973776,917819072.8951383,933384940.3822289,941262994.7420532,949898166.6148237,951599024.7076194,956480062.8167288,959169943.8164413,953465944.8630006,952496016.4978251,947892112.7293909,950787750.1364236,944962762.0490588,916481948.7899032,894899652.0982705,893121980.3341513,882590813.327632,872132394.877085,863362821.8810269,852294984.145153,854556887.6795403,852385322.7943194,847493402.7960613,839891748.0477271,824026544.5819712,805048470.657841,793944760.4462839,788873447.9095231,781131430.9605086,780285068.6668141,770614887.2710721,750601850.2418368,734365688.2074738,726844059.6917646,732619903.6427505,735746275.9322802,728808263.6559582,714372158.6150453,718201515.0700686,722599791.0804743,712970776.7111897,717287749.2297146,710464197.0746715,713067221.8072238,694606285.1769173,689019904.2818847,688514084.0906749,676141869.8976905,656254393.6392294,646042945.6425129,639484208.7793896,635776833.3464735,633315314.3802557,630559162.1473916,612567038.3091507,593567094.9690676,579391876.0048323,569572188.9582583,566222198.8898633,544330691.0048442,538096246.5717754,538198732.5737219,515869614.55929816,504726424.73062253,495673052.36879206,494473266.0380649,492662480.7941824,493513295.5494421,490059860.7195569,488309533.6304393,481171791.2135924,473597095.93454254,464435229.1350437,470457069.8735496,462392895.3715991,477492399.8162142
44,159369,134838,9.822665871251232,531.5910763802549,134823,14137004793.017748,14085093790.939915,14046976052.76611,14014599671.336496,13934867212.115871,13959761220.805862,13926085362.512259,13806772297.663992,13862181593.84312,13972881605.26874,13849765224.768711,13939593521.89733,14010304570.72185,14127726087.879507,14021203708.973963,14015731116.472013,14024907502.14968,13905762695.72163,14044624278.886066,13859621394.103502,13935713739.489527,13825011733.818758,13827781164.57344,13776841464.336058,13701765555.697165,13611461138.102661,13642024720.644152,13706080999.672506,13672801385.671354,13712481899.181553,13699881953.042627,13753979069.048018,13709504731.663534,13574634593.854929,13494566523.147285,13637431405.924942,13719621406.764751,13524031155.20386,13404335650.671045,13231377431.168503,13171632712.78321,13148681493.803482,13115546809.617128,13027544163.337204,13154677983.830315,13217735700.259119,13368251146.908438,13408440162.441315,13463937293.480888,13530215210.751024,13644126477.921368,13626110982.627647,13596832732.492548,13417326457.364399,13379171833.357191,13235642058.05255,13159109093.719439,13111812647.886208,13344822821.239239,13426430986.08023,13390120810.098333,13497448982.867903,13477279695.572245,13560362754.072523,13600499555.033024,13210320836.574083,13100050139.754477,12762327652.785707,12718994470.578455,12666683641.570944,12483340519.926315,12285803046.692146,12025535022.573957,11847576428.053667,11920823975.306595,12091181496.330671,12287654824.448631,12279713648.429686,12443188331.686737,12478534913.805422,12393744664.04858,12512424241.601248,12462137654.551321,12558171451.82563,12476594589.477459,12381301904.146252,12571605198.497856,12573429717.661283,12704484257.409044,12732132443.009413,76933202845.92705
45,432318,367268,45.820370044305726,3312.854234945865,367222,96694045770.34988,96546251569.35713,97667683632.78754,98766678594.03903,98996171162.98883,99408052260.11093,99185498295.15546,98644421709.71277,98725341719.97592,98423483947.80959,98117355039.76357,97888912377.0177,98781415888.34956,99494047393.38466,100611425824.33081,100212123446.30667,100085274561.8779,99484912273.2906,99670322505.62044,99307342111.16772,100169085980.43141,99687024843.94867,100460466774.28915,100113307916.20602,99005273676.24413,99295267453.25266,99368027509.03992,100128298425.13242,100319279484.05194,100595093023.80502,101036569842.7135,100914172365.15717,100886603868.51295,99985570901.10922,99411280482.16547,98895726788.5445,99859549614.96503,99059584948.35812,98720641469.30835,98754648720.80289,98653146307.73355,98336946659.76631,98272583379.8085,97432971015.82806,97810840181.49428,98505021712.54242,98667312552.97743,99139447556.68388,99147655428.05003,99371853186.87213,99713206217.01535,98819912930.27054,98429788714.85152,97849414985.02008,97697243504.12572,97325152452.65259,97121334755.97476,96776398839.41867,97424615347.41873,97114690762.5002,97083625963.35779,97179307484.93764,97598345975.65598,97485428874.04347,96971035517.32756,95565899189.54805,95126576399.04346,93658624503.52,94028727192.97012,94084647762.25638,93456319738.83362,92580398141.01399,91988946536.2236,91245861776.55571,91935524551.094,92679181090.03867,93723431792.05835,93685880740.15324,94372581945.64368,94907090027.77095,94888490939.8745,95184680935.93027,95303959206.56479,95272298491.314,95649949640.33333,95438858607.4073,96370212621.56064,96919464769.41087,97475741454.1261,96625539979.97581,166263414596.07794
46,3509,2984,1.789626506065545,699.6514564053862,2971,1187306901.566293,1174450790.9089036,1160065964.7818866,1125679066.5866501,1069525765.3165196,1065658027.7658408,1042799559.2472023,1033901434.2980419,999408391.3131258,1022442287.7841904,1070061726.1859709,1073118116.7273905,1039036326.465449,1059250040.1617578,1056616944.5246465,1111417491.2923539,1117871528.082515,1092828176.0896032,1100297232.607574,1057970112.2926927,1141635582.0875466,1159095554.6973975,1183160229.2439418,1226400499.986244,1250672089.9497194,1260116601.0290682,1265416792.2832851,1293026732.821327,1282842906.108637,1285534912.9994636,1277372105.3574276,1226061919.4140582,1362797458.558237,1353243850.313768,1365798907.8114777,1357412844.745445,1356659982.2628732,1363620012.50893,1456628265.550849,1462910638.2813196,1485080190.5021918,1427188877.4419804,1505579574.8564117,1535965275.913557,1518895730.010298,1540004056.9485354,1545525557.5382886,1602837241.853731,1610472369.01795,1634904397.9475348,1678666545.4107,1738450276.6847045,1786028488.17913,1670404799.8565266,1704449118.6902893,1773721537.1535678,1814638353.3955112,1776319568.2227366,1833560590.1804721,1799665770.4574852,1848567910.6519446,1857228420.501041,1888166541.4032896,1878155733.490841,1879757118.517162,1891837542.8389347,1879254921.1809015,1887428920.8446374,1862097810.7564237,1854278426.4387078,1853167439.0883632,1841844798.8796437,1807683462.5187097,1825270575.7980263,1873664724.2840548,1895966570.7089193,1838470822.2339149,1842306682.0191274,1850244680.0778894,1799176930.998942,1806995240.8733795,1822490667.5862336,1842725164.0348923,1849006931.8787847,1865305848.431996,1908327400.8910508,1961335874.568923,2058483496.2241895,2068826522.2601807,2101728686.8136587,27264806081.743095
47,13395,11584,0.05913772202437099,4.507269144261984,11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,154080,131074,5.966674134707983,1512.1516719099568,131056,12243249397.194399,12366215420.02596,12519349182.626797,12631671636.319925,12646079472.57773,12637908394.068924,12607744582.484663,12662500701.179628,12739314858.480114,12742618433.922735,12678910522.103193,12613076851.021383,12781518339.041391,12886870396.104279,13109634881.90213,12949981967.254072,12959341156.620808,12982975532.506021,12966888754.687918,12968613469.383457,13096252762.824436,13062183488.975525,13007129284.743584,13021478335.104439,12953842714.377586,13089873593.64061,13129732290.977026,13169705936.097301,13171153549.013956,13117113227.95548,13158558378.947056,13119411895.86377,13203852592.040087,13193816578.235538,13084282757.987839,13038328497.778227,13114534936.271238,13093211779.584303,13081223822.610922,13109906642.130537,13197845211.141655,13134030485.723833,13156186942.308826,13153231546.638447,13070647081.83231,13141249720.938892,13167947892.582582,13244457227.544153,13286514994.639189,13300204718.308372,13304678801.707132,13270126247.404085,13293249646.949066,13256484343.81919,13246254053.214579,13315782777.17166,13200951243.906168,13238815593.715645,13101565009.586634,13136097519.050066,13154871034.487514,13159841942.642721,13180799326.993387,13266231278.351053,13264568622.216616,13350988789.965364,13322849640.547733,13246635607.691917,13390333621.462646,13409065959.482155,13495402271.515516,13513140742.51142,13492200174.787012,13449017616.773535,13535452992.241165,13501116573.227142,13538437873.135921,13641579153.776247,13704208805.675798,13894866240.694702,13825377293.111916,13735662935.10279,13735130550.782566,13719340272.711838,13714360509.684721,13766521272.05683,13821170445.122421,13912549867.357336,13922622791.452995,13801090743.684578,16391790277.195116
49,223802,193496,4.113073463974586,1350.1919302493254,193479,10885091504.879173,10634929640.785925,10460324402.60643,10311455145.44349,10283293797.486572,10310838293.551136,10273242345.839659,10176746700.283743,10175544720.643011,10178678035.325884,10168591368.161165,10215370868.387413,10033878022.442406,9785232735.926357,9609112216.075975,9706208108.1462,9715956369.102697,9577068947.86666,9592848960.457195,9568628649.063053,9468411872.946896,9260682086.859102,9371316533.485706,9336505497.099085,9426026868.858297,9316007053.159084,9264290262.663832,9584131490.049356,9621726671.061827,9610264745.002674,9720359585.039555,9722860853.032946,9588083302.838211,9556081587.380558,9474643075.100212,9361654292.049168,9096844977.546516,8971928829.06646,9090202898.494503,9034539162.548801,9011285044.063513,9023788800.598518,9184029877.11612,9063110821.065271,8880207482.79999,8739778409.320026,8696161086.384104,8545902136.015154,8139367312.767219,8075660453.687356,8064075167.679663,7768415114.9094515,7739309873.3980465,7751369121.773085,7707126878.745431,7674053900.677394,7648554775.628442,7737564687.757398,7991591046.7641,7910342800.015645,7972526426.669722,7815954123.273797,7787076418.669326,7677327255.114913,7766350532.860404,7903289473.519217,7968269223.645647,8046266282.533469,8232029211.413644,8454012949.465074,8507309314.523713,8470676644.737493,8485430247.20753,8508933065.494377,8467779952.846087,8762610119.428675,8766013493.758303,8876435419.635141,8830219913.01793,8616309254.532658,8534132373.1543665,8500978193.572318,8637149290.070797,8608410936.645964,8844830637.525507,8619154245.27313,8394925119.4858,8452293879.741628,8354762224.470727,8231924242.375788,11990973978.826218
50,243663,198354,212.63267310876546,11894.77647794147,198204,32044573260.842525,31439652440.394375,31083852026.141685,31041960245.22043,30734138120.694817,30607955256.631847,30677932628.32952,30689672516.595573,30482399985.553276,31020025852.796814,31151561710.75268,30926429673.30433,30842503253.861477,30699750866.508244,30500438595.765594,30314320096.82465,30282613111.987404,30172692217.73427,29949036540.863613,30084233986.33444,30313529102.91335,30441366719.46061,30661875771.84821,30715535406.699726,30714261629.736008,31285348151.657455,31422295373.18367,31505083764.549847,31495068343.943157,31873960237.1322,31456495962.05211,31321065504.295673,31385128419.380383,31300133189.301018,31385101661.025047,31103663752.03617,30784900814.71965,30741341422.04298,30594863151.576546,30976352663.926357,31063424766.175797,30636366949.864063,30165280048.870014,29988356378.71735,29952131825.111988,29841379546.53961,29244384849.48396,28766714861.073555,28218675306.01899,27791991322.610004,27369779993.65441,27180158914.675396,27061306126.94762,26737990248.51707,26508843032.150055,26430944442.346706,26685613882.512413,27080917634.931156,26856029031.924526,26745849761.973938,26687849247.786907,26660487324.734215,26626103772.0796,26696746582.249596,26555787950.069347,26403088520.66876,26172097591.99342,26086436240.176804,25921901170.691036,25887894063.401386,25593595438.220177,25544745011.222897,25237802940.55714,25043025024.190845,24945303271.325855,24756036844.581894,24348216890.17294,23840308579.412613,23374198069.420696,23113821936.954712,23025241301.973766,22813336839.680595,22442583778.00517,22787909306.50586,22820141857.383472,22856035009.497616,22975490909.42042,22824955821.603542,22716778163.573395,22693524672.819458,32470283440.507984
51,579881,507224,19.99971625755628,2673.443631470751,507188,306968268281.4227,304829346778.02325,305791950603.7356,310966914806.04877,312506349086.73206,309820797277.3852,305563266557.25397,307809579878.91943,308576431783.1173,307423028657.26697,303003600899.77856,301629190702.3819,304487952293.0651,306594533386.0557,304221091929.06146,303005430500.04663,304533071132.76324,307322609102.9805,309691741841.5991,305818027695.55396,302987303353.5745,304336959488.45264,305813638884.84265,304393736334.93915,302127948160.99225,302097099794.4381,304224827964.81665,309423810523.1512,309060746063.3795,309449695087.681,309460072219.29224,311667712705.3762,313678354510.9984,314324051332.40924,316880943397.7884,320092718798.46356,321164213074.3939,323184410395.10223,327503046359.5243,330612628236.23126,332357222177.6926,333744526263.3018,333538134334.16974,337605422983.125,340087626648.74634,339245425255.6074,341136860067.4349,342382324840.73474,343481012903.28955,344508810348.84406,342115310648.7127,343577070692.5814,347760499457.7053,348132469680.60913,347105201640.47754,351565429646.0951,357977109500.67316,362093881775.6746,364206076648.0317,362254666051.0396,362249781554.16205,364702046573.7058,366479933255.9703,371119347981.24036,372110174240.76337,376207671636.3076,380107745226.6247,384451107746.1437,389681023711.42957,389178139040.7054,389220342151.9745,395879123057.3878,400050914813.1652,401096656842.80505,405955380345.07214,408065992336.2282,407231634638.512,403850071540.46356,406615725422.41547,408046266341.6586,411524885527.36383,411564656661.3216,416493854761.46826,420207244023.12537,421525285914.497,421441463973.42755,423917197790.58203,427229398848.3174,430354871859.7355,433950552806.1124,823931112408.3357
52,324676,274741,90.59028350973374,11810.493799635426,274608,1477476349.7166774,1483481840.6595633,1493148816.3443415,1493141707.7488668,1500435011.0433044,1482922170.145772,1468857098.123736,1468083598.5903072,1475735286.4014113,1465795520.9291482,1459320681.7897322,1466978903.697057,1474612699.3866124,1452644866.4940732,1435481884.6460612,1429699506.796814,1439624331.095921,1451628032.6719487,1473693794.8926244,1488120823.3727713,1503845839.8906267,1508001305.9537013,1498491414.8749733,1491068938.716976,1482187339.8112965,1461545708.900639,1465493884.4165394,1457894715.839286,1445435781.5413346,1427828550.6831717,1431458349.6096094,1437554307.9454515,1426598147.6936164,1400018115.863164,1387849567.1487844,1374563721.4093618,1374382730.9443974,1341689093.4408596,1325213471.6887171,1302933333.1341257,1296797683.494269,1310919119.9778974,1297554173.6084719,1309400897.436504,1307813882.6436918,1326264056.4905517,1335306012.7928097,1332502422.6523843,1340048774.209142,1357315597.4211366,1371569782.5986307,1377860405.1148467,1367636018.0229878,1358939892.5011926,1377093194.9469986,1395128174.6901135,1412078156.3777986,1417714011.637862,1421645633.338445,1420140257.5919893,1414841145.0388026,1418487182.0622988,1396410998.4710116,1413251910.7462292,1408621615.1694245,1395674158.634716,1380973854.3849752,1375524006.083199,1371733796.421107,1369839823.937459,1351427991.1099446,1334444592.7186062,1328865738.9191914,1343599481.7104309,1335580325.3567939,1312879963.2246795,1297445556.5635152,1288898608.1619096,1277400171.957855,1281477301.372588,1282350932.8877692,1276034255.8434744,1249406868.0651963,1237653793.0625308,1218111996.6656888,1205728601.2819436,1206172294.5094798,1194046873.5968962,1194509237.7359564,1202099648.3022394,3302416840.682396
53,13155,11233,10.235973416767663,2039.941205946414,11204,5103123118.453592,5048038501.033236,4990420603.945466,4940401263.422059,4798484922.273671,4784876527.152722,4826868297.077465,4899158548.6961975,4914916519.621807,4890419071.551671,4848441935.89481,4832041094.69406,4878663960.554353,4832235557.472916,4861782891.354766,4753732236.359008,4711405134.602155,4608419519.398426,4603661198.076778,4421058776.088164,4451233096.549317,4425508181.779519,4522853445.961106,4501828020.567183,4576282164.344124,4706541957.102493,4786822730.0773945,4915662886.635844,4950983978.625784,5001602217.037089,5020347495.050149,4948954177.05397,5297226733.558325,5215881389.890408,5284377780.2995615,5233189583.856285,5343030802.488615,5352129593.653987,5900602376.082613,6206387851.068589,6477714044.858393,6552305379.879322,6812221614.888492,7133872838.82184,7462814063.195326,7667693131.9882555,7691734931.688955,7782298857.1505,7695892443.355232,7774525573.967194,7823824817.176475,8103619686.995399,8413740976.175213,8200075301.365088,8501625368.096397,8718112046.993904,8925016758.927763,9137150826.041328,9316294510.262691,8936091338.15977,8716472435.368412,8560503191.291784,8556606124.187984,8484389888.778074,8232851106.872637,7979928511.1503935,7787771647.883738,7724105602.567863,7661026342.936321,7643972929.747286,7556658020.35712,7555109975.618883,7361523756.835094,7214001774.791849,7165917638.817513,7021031813.184656,6829239724.095149,6787053008.137759,6486350362.816551,6353023376.277045,6565850677.020393,6650734929.603489,6632033228.781499,6647179791.606308,6610507363.649415,6744199583.92894,6805860928.6432905,7020455011.340782,7233755687.922309,7265197715.736709,36014369592.53383
54,625274,532236,53.44053061141522,6456.667647973201,532161,79542748433.17029,78891032521.81296,79075580468.45084,78540413888.31265,78776628228.41096,78328296834.74739,78799642270.52429,78349811050.93997,77730254500.50555,77283988834.26276,76319062245.31088,76443501900.73753,76432293271.89201,75386918970.9411,75328605098.71568,75597131975.31229,75752306972.25696,75918022449.87566,75915061147.84111,75357257370.39642,75679494806.75475,76045521580.0549,75746085619.48026,75456833579.94319,75801412987.57884,74630693546.40256,75016637837.81557,74103412568.48141,73278610020.18936,72607592408.7234,71675661037.43948,71730544090.56343,70984693936.40157,69931709858.64319,70871701764.1111,70673491357.00269,69942708812.42575,69362826651.27913,68088797629.80801,67529365360.20991,67356754440.29505,67466782671.73574,66183300853.69015,65710236485.59952,65324876303.155655,64596359101.12077,64647049101.27489,63605793018.62239,62881932715.87225,63299333433.91533,63434581184.048485,64195048359.89697,63825400818.64301,63669321261.652435,63138491385.37338,61796271821.58003,61055731729.98061,60940886453.92915,60960236913.59841,61311840375.637726,61140458520.18368,61048298373.59842,60378303126.97717,60432181133.1015,60935285138.384766,59904607486.8122,59401651498.71614,58816793652.30446,58895326416.43057,58845637400.29419,57693920615.90241,56613580750.913284,55470956955.81985,54905678296.639854,54820909272.58273,55459762342.78633,54806582111.47734,54540147362.61836,54392863350.15964,53455897776.62899,52634808877.34004,52422781388.48685,51347009109.25045,51274866185.94776,51575038745.049065,50316762276.673965,50425807291.050156,50253481731.18223,49808569451.8603,49501418529.609344,67419842077.80355
55,102839,87560,6.9457023682300925,777.7290245368166,87548,9892785473.747663,9772666775.266779,9800207362.94482,9857262360.315094,9974382921.85247,10021397798.400892,9931679714.861622,9957907155.265888,9997818133.649906,9881729886.42306,9873425715.46875,9795210487.259275,9841234397.16822,9828021238.430515,9845991785.129847,9769499114.115387,9736623282.033,9647420722.501663,9599742693.427555,9535831442.876736,9509364319.62545,9542168508.49966,9622581025.89777,9628712146.627245,9539554451.251348,9490778094.371906,9515930794.821127,9607253626.846842,9541640550.392752,9538419296.395193,9628901691.20641,9605829684.696714,9573413287.568127,9542236613.549131,9491784473.210484,9506183715.478388,9557014337.03347,9611095731.756178,9682820190.57176,9737166056.088411,9887186479.888964,9899742023.544079,9888900911.456152,9930856032.896149,9920321520.141678,10019152896.609964,10020771721.0582,10046568317.026937,10125586990.748167,10169953109.207556,10107509767.664762,10023912586.87439,9981492338.866726,9995954333.258163,10016511303.751865,10033317218.351467,10117462780.976543,10146282696.017548,10036114371.536465,10049413721.472229,10038039939.691492,9963299978.04696,10079572473.027756,10182549522.380903,10101362564.917294,10138520219.06728,10203696415.154749,10229901022.942608,10321289598.630749,10264397139.797565,10351257702.793142,10508201630.977518,10617312818.693686,10666111476.689875,10822890899.63961,10938447688.778046,11033010436.634348,11075365677.116253,11078160966.103329,11152941860.364298,11141808923.511393,11156519016.262894,11139871697.940887,11118698509.2553,11089585560.89651,11134575803.947107,11226268382.179703,11223837679.634293,11351756583.170284,11260687090.433504,44323619814.400604
56,113699,92040,92.54953765496224,5264.808700719114,91964,242312049550.81104,241934445298.28137,242898070108.92526,243524766264.03506,240950919933.49396,239539480057.58575,240898926734.92685,243049504877.41177,244460180093.9095,243484263818.3912,243964311267.699,243297618212.82498,244770667953.83417,246492216867.3654,249144446772.6263,252356012843.28766,254091101906.23495,250921956159.61295,250485508130.09274,246658009149.3441,247405122135.0429,246925664287.258,248867383456.0808,249228957481.78308,250626706810.72025,253508333472.57837,255188119262.12946,256202990977.7049,253524309033.698,253376797828.29947,253189604860.42163,251511480702.4737,255787359838.33026,254799715470.08252,256051148513.92096,253293222657.86124,252599942324.375,251695927649.9459,257998668820.58966,262381628508.19705,265717729377.53458,267024181887.81027,270118823032.2542,271491218813.28937,274403107610.68607,277227941846.78253,278581917041.20667,281063038369.53986,280918574115.94775,282627732100.8191,282420288633.2089,285972754911.79193,289176551046.14294,287329701412.4436,290194741805.6898,294355548245.5745,298130310360.87164,301938290815.4815,305312692353.599,302106696001.40356,302591857588.31104,303785915939.37976,304245591482.70605,303791168118.5869,304916277742.00696,304053140972.6554,302031700182.82446,302233507021.07135,302583071540.9105,303548879602.4045,305352855745.3991,308233511926.3447,306620213816.334,308048171325.54395,308117732703.46234,309101171685.21356,308538851296.23456,308226929209.1836,305037414757.8971,304436026123.8642,305643622163.7685,304673634509.5917,303666735619.95746,306427280565.3038,308012812218.7601,311105012925.56274,313171084315.17365,316092671459.04266,319749142683.38055,320424156736.52936,424768622956.3063
57,611895,520854,61.950862696694635,5999.5843686168055,520781,68278413797.24286,67865623898.57592,68022215323.28322,68064496215.12721,68266662575.516754,67991073537.963,67712427584.13115,67601958171.03311,67413490312.15303,67252261240.7721,67509949822.96896,67071977532.46971,66827217547.49081,66651746137.847916,67000872735.34406,67252904731.81498,66954032885.751175,67707564719.8362,67746132658.20912,67903660648.679054,67674274667.02647,68304735584.290985,68982978804.17632,68804204625.25378,68900976600.0533,68568972655.92759,68923372585.08391,69390123087.3526,69932498282.06097,70019227890.89392,70485254585.15225,70399091791.1904,70979471449.88354,72019018286.36386,72303757228.8089,72143152917.38283,72565828944.44746,73868468767.49258,73180910651.09087,73764488637.95804,73965396624.42415,74566999735.98601,74256358107.88145,74090920680.41667,74239922422.01958,74453899297.3613,75124587653.02962,75195374230.69366,75372820984.67378,75579924584.99194,75731517979.87279,75664798059.60194,75553510400.12997,75820988296.64726,75460610291.2767,75890344161.00781,75994180890.80302,76127650854.20622,75249582816.46332,75975057453.7695,76219072167.76993,76364560997.9215,76557587987.03163,77143254791.99911,77252644841.37456,78254966691.49901,78909184073.59692,79090446855.51224,79395322096.46101,79404049391.9838,79398070398.82785,79640685572.70302,80296417299.15265,80900717192.22697,81228980563.52048,81410504193.73122,81853569116.55106,82520986024.5795,82303090990.81795,82653585078.71115,82951662290.30742,82996143416.08397,82874389579.54445,82521101422.86713,82388906637.9418,82691346027.6055,82478881435.60971,82532761402.90591,82395547613.16577,82149886215.01854,144457280821.53067
