OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080
160,2014,1687,0.07694099517660001,43.39051493168263,1685,911195159.3290899,911850834.4498801,908258406.0674031,903889237.6209983,903835163.6809212,898611521.590412,901593604.993336,907339690.3067133,908533857.5654773,907905466.1485505,907101621.9987695,910558888.6504599,911841995.3676796,912590593.727432,911952302.4079484,912394742.9173512,912489661.4339857,910825983.2173061,911344716.771164,914051994.3195157,920624629.2039101,927856213.9684888,927323442.3870332,931945671.0712061,937176956.1388404,943705760.5400888,957176423.161894,958416348.1446704,954139440.4552929,956880590.2574147,957257397.7156434,957628751.7131395,955901246.8471005,959457403.7742804,960919429.8077077,965785619.4025927,962603411.8374964,962693392.4658569,966430480.2796118,970359906.6716224,970441249.7206907,973119727.4490154,974271690.049496,975872568.2388778,974323866.3596585,976352403.9059185,974776918.0970359,969107746.6702783,977774463.4236047,982051993.3667563,981385826.2135168,976876744.6798584,974177970.7367406,975432328.6065111,969689391.4670663,969147533.6880977,969234818.3279194,982002733.0679367,982229408.4867382,977392692.8265715,978043300.5289536,975678567.395162,968201948.6617291,965343403.6654485,964727522.0224999,965125435.0962287,962952324.657594,963879805.5538559,962210406.6988034,953649835.200717,950664337.539439,946576281.5830599,951631993.5840657,957336134.615328,955522703.2066472,961045446.8248198,968871481.4042175,967403522.5600119,954906144.2057699,954803668.6986617,956883799.2052386,956763842.7972038,959208612.472678,965100730.2689717,965444501.9433124,962754907.098182,962540543.8134968,960263914.9170862,959736680.8811721,962896690.9749287,3843328127.366279
161,238719,209224,11.794164279228786,996.7364044386226,209209,134395775389.63777,134430237013.66887,133618194024.15088,133648170533.69463,135208086204.61009,134011223657.13284,133534237430.90172,133022480908.48442,133999985650.54596,135285012272.74951,136112397762.43832,137308020426.74104,136501891065.63953,135079620404.38994,133244620729.39384,132488592869.73134,132555318239.5427,134018311190.78096,133965248487.02023,134620168960.14943,133521637076.09969,130993596945.77946,130729789485.17572,130338832550.34009,129128896378.7945,127356587956.80988,127158388034.01324,127219964309.97876,127726550924.11412,127772526960.48024,126638052083.29036,126304820143.1634,124935690690.00534,126152474612.84561,125588045262.71545,124529411224.20175,124714109822.914,124612678980.88196,124157400911.11761,124761897153.4403,125256111378.08101,126347950711.20326,128660376919.29457,129523999816.69717,128752668114.73676,129535387059.81393,130077466614.8716,130866653910.55884,130626265758.65619,131094001402.02664,130732838466.25375,131234970001.6226,130677130875.58882,131018451203.07367,131361552411.074,132030085981.9918,131827020900.00789,131941615382.37689,130881415016.35204,131776324127.5421,132045763925.61346,131870217699.82114,131958853528.8627,131818521623.63322,131509133345.91197,132311729083.1706,131659409166.7697,130436448800.18971,128669705993.16568,127868950491.9722,126670405028.45575,126491322996.4853,126250887628.01933,126146511082.23463,126139963231.94725,124463601939.21658,123621276667.99345,124460517360.10199,124140922952.30983,125426306963.4989,124113067369.45804,123826273398.70761,122754663549.77281,122080347800.57422,121984661152.42023,121019443735.98132,120302610804.98839,120179423894.6961,120980461440.41884,120006098588.37675,277829138032.0635
162,107277,90558,5.9205168997526725,229.1746911117814,90548,9369762157.976591,9337054133.881805,9339165814.270597,9364308442.247065,9346975311.964214,9403122939.809404,9416558209.973862,9367422179.635326,9447687542.070324,9532163994.367668,9451822909.628021,9436806329.665644,9376282908.88863,9308572105.173624,9172894706.595274,9188057382.313812,9232258099.239914,9105759275.404203,9134143800.448391,8967838017.580713,8965155299.090221,8983287907.985703,8964240396.609896,8858267357.964489,8795499354.367527,8716617965.426414,8718864574.239138,8766597500.789347,8840311955.46409,8915415727.818962,8845605343.130268,8894383098.719313,9003007980.635115,8991370894.508204,8995108086.830029,9016497360.16344,9022857129.457695,8886175386.093138,8803600088.970903,8709968898.17725,8699760749.017874,8694335036.314514,8699720389.18592,8686353719.056427,8779516743.835817,8769517070.356651,8858117734.761814,8843651348.338737,8781490978.312532,8720063754.698206,8651320979.978653,8670681742.09576,8750429813.458336,8591927529.750618,8608250854.28169,8506680108.93551,8483037484.097854,8401287815.986309,8474153395.846683,8523889980.122339,8511595571.995935,8566017357.715858,8628447043.325048,8703617213.267126,8689901681.694172,8462802354.977909,8422329827.447227,8188205152.920729,8185303149.964009,8195389348.901903,8085635669.306812,8118800377.871224,8006006589.037153,7869646466.965785,7974360178.385804,8055758627.886127,8102625887.0260725,8203823826.380505,8400801533.809476,8431318041.577046,8365800054.516749,8410696937.539361,8408551353.184559,8392489278.063612,8241180246.542138,8205900544.974077,8340884298.801897,8310777703.326206,8401092426.502564,8463968569.549226,49783140804.43388
163,66618,56535,2.364355753243399,135.40899857354773,56528,11273012268.680603,11268460397.231983,11284553602.533428,11248369641.346106,11272597518.77738,11245000378.14558,11279221660.824461,11260923201.320042,11291657515.581606,11314612643.375458,11287557286.143513,11298410886.599115,11239171632.474447,11200233656.205591,11143988837.437317,11156746248.715727,11113200496.168268,11106611397.258081,11185598540.820755,11069372655.736443,11090958177.661882,11096465842.177517,11079811221.66157,11034344971.846653,11037652605.93064,10961219273.009638,10947863804.559786,10874944930.015965,10851395057.14182,10859583261.885567,10802641789.333246,10839360297.172274,10885069964.481123,10883688072.981863,10856543758.986076,10860394142.404692,10835746918.014643,10827730548.98757,10722429691.948318,10598484650.39551,10578169498.175503,10560536843.784836,10518474026.118542,10515451409.860971,10565228893.519777,10519814870.933687,10513606346.122566,10509581259.72173,10527022105.56367,10563091387.9622,10575457159.57352,10617717897.826885,10628418592.362162,10558327615.469652,10545157995.650667,10528611632.722515,10465867099.715553,10444653916.241102,10473205805.546026,10542266637.844038,10547118765.46938,10581773708.097282,10588310908.659595,10638945678.199432,10619345050.173943,10496175046.214682,10444873773.655512,10354863284.630404,10312380849.421576,10269267456.173498,10164262060.53184,10132478177.541231,10063865790.61296,9980424111.26277,10015090328.444466,10042854493.508698,10004499825.02696,10076961180.717176,10108177421.771889,10053375650.941347,9984888996.828045,10001065396.7882,9940135330.422733,9919465025.262205,9784549919.808954,9672164739.531437,9710552782.233307,9704130879.806797,9697413983.72605,9780256340.005297,68974185249.37495
164,949023,807490,78.17318238089128,9333.69698726342,807377,136891331942.48698,136786144995.12755,137650894516.6172,138096991570.31097,138814488573.89636,139039814432.34158,138411760006.71375,138575140184.4418,139092299545.42123,138711046298.14285,138276210084.76376,137583178787.07996,137145839153.15634,137723223294.61475,138788810197.11526,139152492064.90845,139930394012.88284,141262174528.01175,140769125971.44687,140864134607.73795,140988353866.74054,142195270886.44135,142502037658.51407,142237289106.10016,142233585793.53946,141909930164.71774,141887911919.75693,142762066559.7511,143281936002.34677,143319361049.5166,143756584180.39743,143672149645.6593,144317100784.28958,145414591805.21802,146036762695.32227,145629808078.6104,145744101611.29486,146774866656.7372,146099887798.06082,147128337555.16748,147718289638.507,148817022123.1779,148409867485.0814,149136770695.64224,149556431894.85056,150214863012.2506,151838789757.06693,152965303435.10037,152970385687.09018,153463795169.24835,153887462411.46024,154065678024.8739,154688519321.5545,155300446706.41852,155071651306.17285,155145812319.46606,154973253209.1642,155610167025.68625,154774748083.54993,155706312654.69937,156851270266.90878,156989888783.8984,156518557562.2842,157686794116.85745,157907576693.05026,158495644914.1014,159191513914.70105,158842625173.4724,159575936486.96597,159883615063.3238,160199416970.9659,160217532659.188,160472453636.7817,160717019445.40164,160689482931.6837,160771117770.3224,161319832623.06818,161768038517.57428,162470498992.45212,163091070615.4495,163421821798.31458,162581568206.69998,162381583764.17014,162151322710.5183,161613620828.8109,161936067936.44333,162621948585.48773,163239666141.03647,163364998241.21164,163156007310.469,247764233964.89813
165,4837,4141,1.550109233295287,112.48034934083199,4137,2496468479.3023767,2526982413.0872936,2608056561.9572434,2605783773.0824223,2609753001.564703,2623700507.59712,2617383287.158263,2541986030.6316977,2574711317.447983,2579429234.5727577,2616182175.638295,2633904248.470822,2657030799.365429,2615608302.9622173,2633828992.4052677,2639806683.0332327,2587322936.4776044,2615166335.9264936,2673117507.392908,2714004799.6259623,2751276503.838046,2729382961.242258,2749683803.2899218,2704388261.112034,2658835949.216401,2649510806.9952927,2634818728.2578034,2629455695.1991763,2730524643.3638716,2693944107.8464265,2717455573.104452,2699800911.8724074,2683784765.179052,2685739744.495186,2729797219.7968683,2712064901.340806,2670210104.8049607,2677452389.7551117,2710853943.643717,2676635444.355347,2604992872.9362955,2640235627.308371,2626030823.8128166,2571984694.2360954,2570916490.8883266,2571535457.3523245,2631581234.697358,2621294197.307705,2629554956.66957,2594448724.652873,2593893153.3538294,2600851536.7434645,2606292077.0891333,2584767702.035991,2533679992.3333035,2485293999.270555,2522399975.998443,2538661157.2856636,2484062808.15963,2425205451.809077,2456701129.2588625,2484793178.3796062,2427608088.420202,2431934193.9489326,2450059596.350517,2425581575.3881426,2440779337.1813498,2401229906.059642,2416565534.7346044,2395142947.5422645,2339639241.962934,2381440448.1959214,2370865200.247666,2362239466.055493,2441398448.5871778,2556422374.831042,2572128043.7598934,2573833114.7400517,2573952653.9443316,2597232415.8981886,2593665313.044091,2534879665.8356285,2476806175.096356,2505845189.85855,2469081700.6961594,2482006854.913204,2565354340.597583,2601940141.336785,2620086726.193922,2616346197.4121675,11215604538.288527
166,1510,1320,0.007197857268180001,4.166037926315496,1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,229279,195090,18.351071779916293,1503.1716971079902,195067,17068054915.727156,16997900447.93652,17003162940.443148,16833728040.26408,16471555050.93678,16098810254.459896,16114628410.71355,16204297124.92735,16411896179.401941,16263872069.473656,16266743229.979391,16261969562.292656,16140868989.804007,16034245973.162788,15826652403.938068,15930991938.014168,15739365232.42463,15645654592.54094,15851941555.058887,15954030083.680683,15945524355.535694,16004894249.97374,16113092924.65165,15996891657.819386,16002115926.395351,16185231631.579166,16319057210.677744,16470862975.860886,16046178234.837608,15713208578.447771,15575857708.542742,15367856669.81626,15214495386.007547,15067630743.130527,14951215156.541626,14856411851.13945,14803689741.803658,14737688911.970795,14857402061.045795,14714992833.81885,14616031018.638268,14586428370.742153,14669369693.992416,14337884544.603405,14437440370.273207,14301626544.891918,14011171801.324932,13813720613.087671,13596106683.182384,13810669810.214975,13868810569.014791,14056046144.807356,13948821214.380003,13855502495.44948,13952287308.564995,13909535134.335663,14170467080.249378,14144630678.013897,14208043036.929008,14053148826.3424,13839315755.483011,13688665648.190271,13425744333.900774,13203542274.476656,13272870450.152016,13113995864.980186,13019524059.625364,13023459318.55401,12932880649.562159,12672631206.213808,12306085434.415224,12028383835.991304,11705885191.0993,11728859075.862617,11675178120.6912,11643912776.282078,11512634021.808222,11145435444.249628,10920485699.469189,10613211554.755054,10437894280.908554,10400406040.360785,10487155803.373505,10397458075.907917,10318578760.061466,10241778459.510845,10117430941.722424,10002088349.640114,9937850075.88353,9854398451.956013,26421529135.82403
168,176119,143387,106.31495728094939,7456.061700036045,143288,136458824597.42456,136135702035.93628,136151518395.36105,138056360567.08023,138472237456.04037,138647486933.2737,138629298374.1773,138996234966.73526,139934818854.70294,140449610007.87244,141694449550.14865,141804326974.43823,142202894130.86,143076872756.397,144404363565.9408,143990646631.74036,144474782746.12476,144017642679.52753,143576459626.2521,142712737168.40524,143087189857.95212,142290728230.21286,143493831267.7968,143913645511.3292,145558576101.07297,147969220091.57007,147962221048.00186,149482417819.39825,150026177069.42203,148911162113.69885,149170838035.53763,147835820241.40497,148035425697.633,146902268532.80386,147174069345.52576,146662188871.16772,146901068559.88065,146710278160.28723,149140746738.82806,151252276309.6375,151825839340.4293,152484134443.88852,153209675843.87576,154096241235.24286,155048462643.26007,156163251142.11276,155982699125.9752,157967351385.51065,157005049341.32822,157724189820.21725,158415878069.39426,160168473846.9073,162474203971.1901,162531414379.38004,163755626027.25934,163997868071.29443,165642538261.06317,167117770812.52887,169396263334.29306,169281109502.5931,168541726319.75955,168945447429.5323,168821059365.35562,169772046574.09824,170799003917.25378,170374218401.1651,168284901803.4672,168202577225.30984,168193278108.46957,168631471846.07993,168873522609.1589,168858992211.8859,167767244574.51935,166523428912.41043,166660675188.67444,167416648559.1628,168428256772.16287,167846244200.6616,168028688233.99216,166278277961.3504,166166282183.7276,166848465813.2394,166270628245.60977,167128448164.6465,167454775437.86786,167936471096.48224,168573955938.84528,169192906306.5334,169678489155.67975,168935545908.96503,325913128488.1808
169,11405,9538,4.668375103336283,449.8183715071686,9527,23933110217.629063,23916682938.294598,23876310297.081715,24111295760.45554,24144934247.32914,24464451803.179955,24573584128.495594,24548564861.125034,24474453419.65987,24443944453.48327,24246418618.617165,24151071765.494095,24316687284.47446,24524733434.000355,24651262484.495174,24477206455.61002,24829739871.045433,24879105513.325214,24946732895.46861,24971886907.764935,24941035225.21631,24898449091.159416,25030717889.396248,25051766053.75835,25044520709.723557,25116623872.133423,24841848824.797623,24655277052.32881,24748171241.158226,24735216762.128605,24694045302.250343,24770880756.20911,24782702976.800774,24835535447.993935,24778785893.397602,24829377776.90287,24738835514.60784,24487000933.559673,24682751077.524826,24820792247.223072,24692922792.298862,24829874729.4288,25083068736.21567,25077624477.206154,25206704616.37108,25472043554.310795,25454114364.488754,25668021649.979984,25757668215.40067,25729637769.108135,25581333124.30203,25489137353.535637,25517546802.06746,25517090906.38556,25442666020.06423,25285565190.266964,25336475621.77522,25564296477.04706,25508724949.14936,25412805566.718323,25408894622.53389,25485856828.46269,25296778483.8257,25061259741.513817,24950048838.662518,24841207728.261555,24525165355.526295,24515700683.917404,24556987977.556805,24522960499.301632,24407418381.69135,24512231068.223095,24624120924.092052,24657020390.737705,24699788417.631317,24899944003.45955,25212922255.538834,25142198405.952953,24973846316.66787,25039936943.982544,25042278660.12484,24978965167.57197,24897692836.163185,25055761164.06229,25250957177.607655,25155278621.242218,25235502923.348644,25270931922.91991,25366635655.305187,25157121716.1505,103909864605.73573
170,530866,448132,43.193282406184444,7220.3725359271775,448036,363033994707.62585,362265026847.2665,360743092502.548,361627284634.68176,365114944636.8557,366792054892.37897,366704332943.1486,366376167785.5407,369581895138.3175,368390434315.08746,367353804668.5482,365720191184.4778,367749447568.67535,367332878947.4374,368354475626.46704,369391683202.4501,372244847602.64996,373973072947.8025,373404096456.2551,375416318313.84094,373709015896.57874,370832505792.4065,370208153423.19965,371519180285.18945,372807264634.4396,371972296509.6202,372068717680.63617,373694991676.65894,374097471356.15173,374784386332.0981,376846639823.53625,378942878373.2193,379857476972.8571,379162376184.6701,381890200362.5909,382504984817.9217,383676213488.96356,384010893721.5544,382542526988.951,383306449712.89886,383348064937.93085,385954106287.4623,390023441645.6002,390812002588.6408,391171768644.2676,390484603988.3207,393083808956.52765,395112123122.6539,396235156312.6476,396747896005.8037,396980181453.53613,397184057033.6905,398734212405.774,399321766368.3303,402338661294.42456,403731064470.12646,406139784780.4531,406888684159.9225,407322879143.1234,409369485825.4315,411355875808.9905,412433184486.75006,411887254841.0093,411124087123.99097,412782714579.41895,414565805405.6942,417115494607.7488,415284285265.8872,415152895176.87134,414926282953.4289,415605366972.239,417751588102.23267,418927913786.1534,418369439095.59,421160213730.5487,419600265399.07874,419669512202.2773,418914175241.5094,417186605915.2493,419514346252.8234,419959130940.4062,420588509065.18054,421899377340.78455,424586854609.04474,426672804296.9294,427751641234.6426,429305097964.6003,430482298261.0992,431941726605.302,433452357907.6704,812482983114.3835
171,172595,147635,14.65441352249635,1249.2682760128387,147611,28327349942.747917,28325513955.699802,28743881576.445885,28549851361.644085,28013730574.40311,27995801143.64626,28199507864.97558,28357515379.44518,27951866288.18624,27965022505.726772,28464274374.35407,28483692576.332237,28222571111.04258,28354680423.957645,28547676562.846252,28464065601.01994,28710839930.28238,28262799140.14132,28260563427.797176,28837387039.524704,29044603742.68035,29458658473.016106,29693400978.9354,29195783617.79215,29139539016.721386,29322826234.86356,29153476327.565815,28935130225.67996,28743171590.17084,29314517874.930584,29059523851.181465,28781096513.920326,28681571580.4719,28535529999.910828,28444923004.909763,28295389394.528,28498514549.810287,28597297770.75348,28918570630.849094,29605203917.79677,29020806426.02961,28950319411.286304,29062020201.200092,28972575907.177105,29665551284.75297,30175420637.51599,29801446783.180157,29674352897.81199,29899913701.227955,30050234002.071503,29744210903.219845,30051353128.194836,30339931178.53212,30689053040.23647,30799390807.112118,30737210440.144787,31455825581.51173,31405388047.980904,31229377477.730747,31071988039.970146,30490667086.525265,30778309351.35315,30489259750.996456,30213870709.039692,30298976564.947063,29751887147.889732,29186282963.716408,29497216058.988968,29218127661.162384,28969916783.605076,28982185780.387573,28755286486.72174,28932787614.21156,28756719374.454372,28692262532.03349,28840982265.185528,28783053024.395626,28080551419.863018,28104121410.16072,27621194375.156258,27445482100.340733,27454010287.79409,27509116481.48778,27786560126.73742,27640750062.548992,27320311112.20804,27402621781.552406,27822779329.74728,27622313649.21842,28285955366.071873,62817196724.51454
172,744914,635140,48.8620786473454,5783.486217260321,635059,14730505609.067041,14644953779.532064,14677548981.873016,14528975558.521723,14342054417.328053,14200149887.68072,14166763457.814575,14276649664.509798,14222486915.090199,14163933470.882702,14205573817.869768,14175345318.456274,14077275725.178198,13823772017.92751,13778143989.077427,13793243288.518047,13885744421.259401,13765309681.318,13681909899.80894,13600246148.605627,13497122844.147808,13573842856.739132,13530064036.340805,13419608808.751339,13407893551.772734,13490478592.50849,13728493024.979828,13666834919.603573,13615388531.181894,13548238596.261782,13329755385.000717,13234557842.002508,13272514774.40084,13080485130.819862,13128895708.54883,12970381998.987314,12911118888.236782,12832260175.582767,12679563193.266142,12810113515.948471,12611318455.216818,12567408381.377596,12489295635.463345,12494257481.127491,12545622634.9366,12601228435.601894,12398575858.21186,12180181298.723804,12110093684.266888,11990932360.702116,11957770404.55868,11983057180.840807,11942078082.850903,11778430459.710995,11888637623.301678,12016219788.470324,12266709273.495905,12269632566.340343,12139213319.707659,12184761849.219036,12093570680.934137,12081933406.112932,11935205040.376097,11957353018.30342,11910382079.991356,11966433181.183321,11787201269.020609,11720967237.742676,11609437428.002916,11624532517.075048,11639308916.012426,11533051861.169664,11588548412.967392,11592082585.266003,11609266043.935453,11549266277.226343,11298033217.144602,11091085393.883265,11164721621.471115,11091192542.070164,10979699604.300833,10950799673.327164,10981051235.403902,11018960318.663256,11002534324.520458,10987157533.999063,10870945152.372618,10915938475.699339,10950250843.417234,10943889557.386694,20305074122.17457
173,45096,37868,1.206700665224019,491.6822958779894,37859,1665187849.5182953,1654554746.6751785,1609070986.1674016,1598314272.9940677,1632108688.0733275,1625884001.453858,1592783609.5447588,1613880104.2467597,1643829785.9754646,1693193705.572957,1671490844.025168,1679761868.1079376,1704981778.5289109,1711019425.6069567,1691421589.697672,1654017397.9911425,1657471590.6902516,1663386743.0748696,1663847853.823366,1687917531.0546489,1681412771.269916,1668368473.4207995,1668228809.2683582,1681071459.7326183,1676468730.8158882,1634568650.34656,1621609907.2346137,1628123301.0610745,1648638387.023538,1618153396.3820987,1608739519.3846447,1602136035.1010816,1587580349.6486301,1577449757.545549,1593784163.5000145,1609337461.4175541,1624893593.1504674,1619964090.4037383,1617604527.235873,1615210304.7222645,1600819766.3745785,1590487401.3745933,1585965745.921373,1567128333.4914129,1576188321.8669863,1553486572.6754525,1559497108.8991332,1582699208.8472123,1592500377.4671571,1554527183.8542478,1540865660.5407405,1513280992.655495,1520981418.1322432,1535950265.0733736,1524269072.4891057,1530325475.4969997,1546188379.908833,1534819381.202537,1512944001.3579988,1527502993.6979566,1570510370.311219,1575846085.137386,1586215339.0029848,1599902131.0966585,1643841276.3617935,1654580863.0503573,1676559472.6474652,1680209751.963644,1687243186.464223,1690785534.49438,1696874415.1966455,1742276207.3655632,1777367673.6011605,1778528982.0302222,1795472267.276932,1828197945.1499577,1812592119.8538868,1836473852.1557484,1848447619.55356,1871387362.910433,1851662612.1127174,1794589554.4064674,1789687267.1795514,1792491217.9037561,1828641050.8573802,1806693964.6137638,1784831915.090104,1780728026.56725,1769788856.1318798,1761577409.106038,3780868244.8856444
175,31115,27265,0.40773745454337296,178.36156007527214,27263,1262885926.2421403,1260086384.2556372,1254642572.689655,1254642664.0600924,1247512816.2916174,1220321659.866469,1220665649.9534266,1206901716.291627,1203245417.0691023,1199730872.7391777,1221124617.167024,1230783871.1573696,1206853784.0285003,1186236686.77309,1164737793.5176673,1155637939.726984,1147351084.1233187,1143744746.9171696,1150957045.5910602,1153137177.8602247,1140286898.5271418,1132136603.0747945,1129497361.49266,1123656459.8030019,1113227577.2415311,1115509446.3114893,1138250210.1580644,1140424063.0289145,1150035528.1456168,1146296478.1628554,1150789674.9228725,1136260097.4687452,1110942251.1448364,1114624302.6059442,1108923502.9788287,1096940123.1581562,1095251553.6037776,1090800017.4315042,1104583594.4279733,1095835059.9023645,1089078489.3949401,1077269241.0530725,1094965052.2750463,1105084346.3886857,1104219179.0707543,1096621822.328892,1080802617.237565,1062214815.5285372,1032614669.3246425,1021790314.9397942,997024338.185766,969556969.4657866,953746487.3425903,949716353.4501208,949949881.5897741,955922600.0140433,952121506.184429,954446337.9179611,953630276.9273452,934118474.4711506,921216346.8516132,927326729.4211669,928186176.7871099,917243518.2427713,898130218.2958947,888840068.3193681,886801360.83791,893749165.1581424,886930819.4196115,892722001.3239734,878084948.7515925,882819806.5373245,891477516.4484938,885882492.2183354,878046613.9453142,876946932.5886865,865540861.1261973,882913721.578288,868672008.863126,875488709.5582336,867246106.2665985,880426476.134457,872215097.2004578,863282385.2784622,860888684.6944661,864762321.0917096,862760174.3531494,861825403.9533937,841674982.2135772,823357431.43798,815817657.9565735
176,22499,19122,15.264343097799193,1891.911814537813,19096,7386513460.327024,7304158401.133692,7265711463.0232315,7214854154.171714,7121073726.003649,7101411291.564982,7181666020.825607,7197278734.676084,7161067988.944798,7226982438.632553,7272583475.008581,7197222222.267871,7164507409.934669,7047186420.89043,6937146768.433015,6840956212.084629,6800573420.036209,6795996474.960022,6793633508.158735,6815142938.027841,6826595720.070741,6778944401.167574,6754204671.485321,6741979738.045814,6724263541.114818,6775385575.47509,6858443464.214983,6813334455.806136,6838236349.013355,6925853316.631742,6925549392.478998,6881509631.942448,6982957178.868498,6986227707.195883,7015730282.378351,7012808287.894162,6983818804.796214,6943419931.361805,6857485534.294341,6833905939.51817,6859836822.71047,6769140231.950943,6750312501.651389,6741387775.84807,6688155249.8635645,6616312099.142189,6484796112.298222,6316061546.265065,6226949368.923631,6161423964.891844,6057130832.466307,5998168108.491167,5943575829.045829,5802541322.465947,5707515564.477749,5639544730.113126,5629989630.65875,5613458958.793011,5560176432.759064,5584613806.139325,5593936909.222194,5535444446.968557,5513683740.687278,5431900476.889767,5359704606.188553,5336931861.111576,5347485892.285853,5402472674.926222,5454651151.394226,5471547691.363341,5433725363.062461,5372816341.414857,5295612234.599095,5247757235.240453,5246121211.603042,5277222105.290728,5221733446.952781,5198421766.245288,5160118351.231403,5084451558.617547,5025030373.19799,4969782671.210801,4965457600.31981,5081685764.658226,5055290940.320233,5016168388.852168,4978069520.215276,4918935235.390552,4844643608.509752,4799371074.174614,6713378604.630742
177,1252631,1067634,80.47118405310064,11392.605926545642,1067507,104884015732.93217,104661239529.62122,104827343455.02629,104015376557.36494,102417268653.23022,101470153555.97603,100705295098.84137,101273088976.00629,101559914713.09064,101014489086.1768,102185082460.57399,102704661742.70207,102572501573.76208,102689068052.96756,101507850899.3989,101946611818.61823,100674003616.8473,100307772281.71878,100707273741.21085,100900786154.52155,100643043926.54521,100414066456.88835,100665604479.65265,99905395986.50735,99217137849.17804,99853071913.15514,99596984979.66855,100855278248.80109,98669109117.8339,97082815425.41774,95862143323.21121,94163848409.65163,92788416361.51605,92258898758.97629,90705165635.49318,90328713561.02681,89831405521.6512,89657480789.05066,88881436305.77065,88457758340.73499,87245349741.28076,86442215155.81789,87154856577.59085,85877412936.92276,85779920914.09341,85342443530.0978,83476316612.48074,82423144098.4394,81009524066.37666,81558559994.61195,81929098979.68164,82318973478.39975,81677893357.79655,82023285739.12721,81500008805.63396,81070680817.72641,81627607758.17946,80981331700.2869,81942301421.56276,81480400950.39946,80133151300.68959,79911575602.12569,78615632227.56425,77175731905.13585,77257586327.20041,76416487416.40633,75448232100.86964,75141848545.8232,74840907318.34427,74010373379.97252,72527802174.35548,71032798079.27486,69857184605.07854,69621232248.23376,68464831635.23505,68350052786.59796,67882556708.96406,66641698696.43177,65563844373.58305,63359031694.912445,62699642434.54687,62890087974.62673,63136794339.71667,63642553697.8584,63154491912.67384,62555947368.0445,62354540166.44208,62077636556.40926,61929372220.96277,61610614321.92729,81763555410.42412
179,122217,99620,76.65702764516313,8702.766027200249,99516,279953869068.47656,280527572137.7419,281938895687.64154,281539199872.0411,281294552556.13403,279307359253.47705,277643006330.6212,279168317410.0984,281319545654.2528,283105392097.60895,283861474601.8294,283162638300.5138,285124279046.5368,287027544315.1655,286800672155.77655,285474922813.3777,288455012359.27905,285992742239.77277,285689791005.0871,287532072764.37585,289308466649.541,289118297077.92725,289952170323.795,288834199346.33594,290763194885.3712,292820955132.21106,292396344824.34485,291806670561.7216,291518110595.30524,288172384846.36816,285981559111.34595,282245932557.6831,282884520626.58966,281953271986.42053,282543207270.934,283188102165.77106,282971313791.5766,281759101255.5988,285642064211.33136,287110050767.3085,286060007201.4883,287803664321.89825,290994543667.33844,290795710576.0052,291838799385.3143,290871496903.83276,290954179967.2382,292681297867.9237,295189371887.4084,295769720211.4889,295039667528.0494,295454862334.5116,298811491676.7208,298525022241.0102,300088700989.106,299679558215.5115,300466715900.1756,302985656200.13745,303197099081.46106,300976087225.80945,301270608811.4214,304760670630.51196,304674328567.2979,302288270165.73846,304248632247.6377,306303702659.175,305485604145.7036,306067529000.06366,307615604100.8579,306515510355.9415,306349131950.3175,309933073644.9278,311346525454.26764,313053521730.4227,314070075394.7385,314949314891.4919,319006109981.6008,320059155547.82336,319596869336.6827,320388336028.2765,323523432372.73755,325176189211.90564,324156913535.3025,324209066357.60815,328470486165.2961,329471916945.17773,327874478260.9712,330016836450.54736,330788983511.8661,332143077796.7056,530911957335.2137
