,1980
0,0.6220036704098911
1,0.6537969230659783
2,0.6312834963126258
3,0.5527052676854698
4,0.6794226472639953
5,0.7319440712900599
6,0.7829962726098794
7,1.3222365707496537
8,1.3222365707485442
9,
10,1.346930484019168
11,1.3469304840186582
12,
13,0.5083513848573398
14,1.0926357049500603
15,
16,
17,1.092635704951393
18,1.1143649952182486
19,
20,
21,1.6596965822475558
22,1.7152806274820753
23,1.7900026895205714
24,
25,1.5302135922790965
26,1.4283645575964619
27,0.7622595911888875
28,
29,
30,
31,
32,1.4123133410456954
33,1.2155845710442832
34,1.2155845710423472
35,1.4279632690479078
36,0.7514864710353631
37,0.638268943976349
38,0.6827952593288321
39,0.5891156131786541
40,0.9363593085222598
41,0.9845756819631698
42,1.0722222033504414
43,0.7817829936985549
44,1.292027544553001
45,1.285539096834395
46,1.2319835075055416
47,1.3989332827446397
48,1.93744221902629
49,1.7170637013324856
50,1.6117460326454787
51,1.6136411253037801
52,1.4986761995218276
53,0.7299698858353751
54,0.929080902011226
55,0.673396472297098
56,0.6512948329347704
57,1.0467918398564833
58,0.6202032452802274
59,1.7970490135607606
60,0.6140995325644226
61,1.4018431257383706
62,0.9784612208189667
63,1.2996866087453256
64,1.0500934995322102
65,0.7079189643721582
66,0.8727649077176645
67,0.9319796186324512
68,0.690395359343168
69,1.0304959284159416
70,1.2686626074383587
71,1.2541577857806476
72,1.3008613649710419
73,1.030495928416085
74,0.9813588903968332
75,1.2497782890732285
76,0.8632516413294773
77,0.9803270976740678
78,1.2081666688816117
79,1.1438597283923304
80,0.5019236945921026
81,0.5447881874603314
82,0.6911181373024184
83,0.7735284948101159
84,0.5189397896001406
85,0.45707965083296803
86,0.5063164488642021
87,0.6135487304364573
88,0.5047417308185764
89,0.6140991226950732
90,0.6765127512842216
91,0.547689900090895
92,0.6793484366800323
93,0.546228615215825
94,0.8066911467299522
95,0.5718062061446565
96,0.714700773411213
97,0.7350703023554935
98,0.8308275598297854
99,0.7536592822803454
100,1.0185882587345805
101,0.6619476247430125
102,0.8619197263463234
103,0.6099474377905727
104,0.7219184361006868
105,0.8795868241593257
106,0.6369922057966135
107,0.6228974383382972
108,1.4916484746993235
109,0.7580435216862015
110,0.7855177370996856
111,1.354512875500671
112,0.4616452234087471
113,0.9669314856045703
114,0.9469365926399844
115,0.8834761327155207
116,0.6419575747126824
117,1.0402514992125949
118,1.1852374399821375
119,0.9025021912707873
120,1.1103737464673211
121,0.9897300473347546
122,0.943458703153905
123,0.9088331150788771
124,1.0421240828053377
125,0.917667395478125
126,0.871455482133563
127,0.970571566512618
128,1.0793341104364076
129,0.8148192354408074
130,0.6935661951218665
131,0.6911971524707906
132,0.6885905779215001
133,0.46105494920109164
134,0.40382033747646645
135,0.43002777866961706
136,0.4404768968807262
137,0.31228427781546403
138,0.5500399818072566
139,0.5728059303802627
140,0.6312834963122524
141,0.5663542979101972
142,0.6753287959241425
143,0.7056650825220574
144,
145,
146,1.0926357049511068
147,1.1571725800509713
148,1.681156111919638
149,2.1641885871311346
150,
151,1.517284796355887
152,1.3858385293636335
153,1.385838529363974
154,
155,
156,1.0485293005238454
157,
158,1.2155845710421491
159,1.2162042554597585
160,1.2602751191824353
161,1.179445931407866
162,0.5740658155829368
163,0.6142580753227223
164,0.8663326786971988
165,0.8847563742212805
166,0.9521606383493345
167,1.020087329720692
168,1.429511419741447
169,1.6201346775201062
170,1.5377050888127288
171,1.5564076489155438
172,1.8023154652400972
173,1.7531578382118846
174,1.6136411253053693
175,1.464623022967336
176,1.3891795840869605
177,1.086447674374074
178,1.0013495836297313
179,0.9407552197262408
180,0.941781041117208
181,1.030495928416501
182,1.0289058432573241
183,1.02133888806397
184,1.2133220166762564
185,1.2396932622771595
186,1.1465085090471232
187,1.7786764579441203
