OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
44,159369,134838,9.822665871251232,531.5910763802549,134823,80254678127.43655,80605120481.20314,80334709554.05856,80144429204.05887,79918997997.39102,80019705194.79427,80130064334.68584,80401724564.32278,80860520351.06401,81500371532.56198,80566638281.90813,80516480631.44241,80407634287.50395,80707943384.55228,81180017181.50502,81360016977.38272,81984707219.78027,82337995621.79282,82456446727.43149,81632267587.14723,81504671092.24843,13946568223.363276,13904974961.250057,13793834633.89958,13856500033.294325,13928672009.8452,13905321961.701094,13882618428.760891,13944981862.198719,13945447164.74704,13973030134.118477,14068870968.388575,14048228018.976055,14128645678.715607,14163862833.116934,14121064861.984648,14256105232.301754,14160056933.809044,14180428815.637218,14086001980.08643,14111604354.52225,14038200445.268902,13981860201.20163,13831640350.91153,13697252080.135355,13537864981.67088,13527426415.226503,13598185536.474081,13571665716.19926,13526377424.031277,13479309368.039095,13365280080.36471,13232829401.998232,13152695208.565228,13060321574.499887,13041205420.602285,13094702780.442497,13084285953.74689,13166110914.382162,13134935743.445414,13065500674.165518,12810389332.714476,12799635698.79748,12765017231.848934,12738700062.692911,12860213490.502768,12782271967.032845,13051821635.74134,13037098865.781717,12887061904.58778,12863093500.401888,12862202298.23477,12907266007.589455,13011974463.654158,13151215663.366812,13229245509.843689,13335583176.491436,13292395084.745415,13356216170.333729,13334519458.705198,13287722326.563692,13201716069.441332,13307439260.776403,13500655815.50321,13566959451.086624,13722496448.591413,13618737905.345394,13582173451.299185,13563564626.802265,13666769279.045116,13603419622.460817,13765614157.22302,13788885980.892954,13815219932.259329,13747592469.080385,13611271964.880312,13622662330.566525,13304253257.31502,13250021012.561388,13307880189.278353,13436925273.003712,81198077051.5296
45,432318,367268,45.820370044305726,3312.854234945865,367222,168479830798.91852,169306679980.20636,169069238577.4224,168879487548.73108,168019025573.53244,168086082664.8293,168911019594.5246,170099434028.4636,170795992464.03607,171988675295.03302,170843908664.7277,171221627607.39957,170897041254.32556,171731557433.10278,172702841325.50107,173085547429.04105,173998565201.3121,174403006794.84906,173799067086.22083,172648616522.04803,172501101315.41205,98675269194.13583,99563493297.85066,99614367546.58456,99936186369.14787,100304832854.52481,100628031647.37961,100759031985.57628,100951126958.6621,100441663741.76155,100232379048.85982,100450544541.53572,100528801202.54865,100759985819.4124,101284988180.66559,101060478255.49983,101040838690.59337,100527670915.34209,100712702204.81284,100575753180.36203,100973824178.15558,100787931705.6008,100665315668.13802,99984945281.16376,99232035704.91788,98996576492.68695,99052785398.68375,99270306933.80869,99380275814.3035,98954988694.36513,99097100358.83813,98462410604.99193,97674376059.64673,97412813868.01285,97139491988.81581,97308384815.29277,97576174165.52159,97392089218.84474,97701079369.95929,97701108711.48795,97293251653.26265,96435242917.9375,96564662138.40366,96753059168.3039,96826068828.9119,97056520632.95644,96698304577.88486,97163796517.6001,97634038112.07596,97022292411.18324,97014849314.12558,96570135406.10056,96504948046.4795,96351441567.74857,96972959202.84021,97028119803.63416,97681389600.9377,97363220711.20451,97361322773.65186,97696616360.86194,97342343742.58698,96866011639.22955,97442037834.07928,98181173572.35269,98921511704.45502,99438433263.97021,98763352950.82106,98294106497.4509,98103387521.59596,98402929207.3449,98383669510.08469,99261356872.94946,99239825673.83795,99316786437.27283,98911265259.96544,98784517945.41974,98863261152.43243,98014006395.34146,97035902771.85446,97529228413.94824,98030934636.08656,172172879764.51773
46,3509,2984,1.789626506065545,699.6514564053862,2971,17712995371.847733,17704926145.966248,17881018050.553967,17378603947.08014,17354548706.756264,17408426032.8451,17466397694.107296,17561459024.712868,17517568507.74335,17773148438.019913,17588221310.039726,17686299750.17191,17543975489.674294,17264530227.977245,17342793025.719006,17314542971.087597,17261147306.16238,17301737152.922062,17036597931.931728,17023431410.73108,17031263648.32574,1104558535.836669,1130958544.3282714,1146707817.538714,1094976601.7957172,1086620622.26574,1077196108.5254803,1079826245.1419804,1051653747.9215084,1065691804.4316303,1061927804.1023259,1077345470.607646,1027124700.5030382,1044362160.0364918,1051077883.4488488,1051721369.8868254,1098067217.9743226,1097180522.8701253,1142196263.271002,1092303310.9266567,1115682978.4080632,1129152190.0640402,1143341752.8354592,1148869064.1681712,1171726226.965371,1164057472.9409075,1215081086.691654,1220960909.3383906,1287858610.8356402,1303123169.741335,1306412604.8033674,1305891664.8739161,1294275945.214091,1318798141.1939993,1325630217.626175,1329126298.0301926,1332007467.6459942,1348401331.866778,1378055125.7357125,1378898867.0013006,1378522287.2403586,1361378337.8320677,1356253637.796798,1348145686.629092,1339821013.7671068,1331214163.592853,1287590977.726841,1316000510.3276863,1283967291.998488,1287895138.4856246,1279740392.6656675,1270959002.3593898,1269916445.992914,1275756458.291151,1271294995.6008778,1278884228.071793,1268370253.1769443,1258725921.7589798,1195762399.19861,1214485342.6182992,1215034912.0311053,1203180273.2908654,1199008427.1637552,1160494384.499679,1191123670.1961284,1264003571.518937,1308850752.5992315,1349297390.6523404,1340589154.8000484,1356847829.5376542,1387603602.388138,1407462746.4141135,1471118443.1742146,1475990314.2440352,1516278682.2024312,1522289426.7182686,1545626363.4062219,1518576126.5209084,1521775117.0862832,1516328443.9638438,1563729362.4666305,21904175841.224785
47,13395,11584,0.05913772202437099,4.507269144261984,11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,154080,131074,5.966674134707983,1512.1516719099568,131056,14246289137.092247,14371868121.337658,14328599663.046091,14316500216.845427,14240930669.672985,14357010119.089212,14428562332.303501,14531786715.275356,14627260499.307068,14687124607.742167,14645169074.444756,14679213825.597076,14730554056.908632,14750387951.496782,14784324400.287731,14825113933.592228,14773806693.709099,14839884362.803495,14852440591.38241,14928418456.638426,14970587472.441267,12545343647.648643,12703908651.865707,12706720085.564215,12770472275.739904,12822167950.34087,12806508410.479097,12803514693.576689,12848207218.576033,12867882328.122343,12813556314.71106,12780693457.24539,12813470641.079952,12829305314.184053,12960063427.697628,12887375228.912445,12843898944.221632,12832912006.365736,12782997400.692072,12774414515.320984,12855828771.870884,12887911776.171827,12869524080.14343,12807791123.658878,12783703708.034243,12803142958.285843,12876234054.654785,12923102224.773361,13011491877.959566,12957916603.990313,12997032505.647982,13013595704.055126,12926895405.581696,12962379451.490883,12908411374.05703,12863525876.948597,12866996709.289717,12930720109.256939,12892469304.074577,12819559040.992311,12803343002.016262,12750781564.14578,12810400592.84448,12777610675.384563,12740456665.38474,12796164760.714998,12790920931.323917,12790386606.51755,12915031701.462395,12924353869.17706,12878107369.982414,12865185108.867548,12842655164.376295,12836728253.692564,12864236262.739101,12898867577.636938,12881064334.590773,12806275418.23647,12736461745.256231,12800320795.602474,12786919721.776617,12700160494.339476,12733519709.819475,12767486127.512701,12864926326.18475,12970847179.10899,12983453016.060347,12971054352.171951,13017457784.905502,13072277747.88394,13091385053.359892,13174729678.444023,13196246164.168726,13237174406.874743,13175354480.849392,13144498261.501421,13112794933.989813,13055549891.897549,12908460979.21294,12960595992.802319,12985365514.281033,15619129639.251081
49,223802,193496,4.113073463974586,1350.1919302493254,193479,16592222351.308435,16690006994.15488,16723943236.652363,16940882166.380539,16920481760.77533,16628706507.010681,16286419222.637623,16093518499.573917,16195373146.146967,15991757933.229063,15787057949.511337,16104995291.745811,16105183069.309095,16193447806.671406,16156763171.24945,16141028863.262653,16150027102.713043,15955982339.229136,15513635634.182737,15422613979.010456,15191492377.44988,10330621354.139624,10147899857.18107,10084366509.143198,10024686000.027317,10180132461.345888,10324270374.539618,10301793533.159163,10239081713.471416,10145662503.90944,10165997886.178846,10062604798.650005,9941791283.870253,9722243403.968025,9613635589.725965,9537260757.035,9418017462.830355,9308517027.905365,9290854333.496544,9311229643.69992,9211230778.273642,8891631008.520752,8807757844.199774,8564832640.12738,8588142918.843454,8560039510.465548,8572653331.688112,8465658021.200986,8598303489.43883,8623251176.369473,8683761170.47923,8479005787.974934,8540674445.209628,8513163651.916019,8611196861.852945,8394610844.272215,8144800061.853857,8040889987.973891,8143330979.273161,8159141023.83848,8045565218.399343,8038472781.624671,8116975476.440972,8194576840.949014,8211945090.313858,8278865079.690798,8304118407.149744,8282432009.01811,8250117661.509083,8329945234.425496,8323699008.662318,8346386798.6082325,8393817264.4448595,8402834244.490178,8350676434.475681,8340151268.138831,8258573819.05308,8255272048.915029,8191327181.413561,8044521925.64547,7915738065.11226,7985884074.2253475,7892357829.276421,7879124624.028819,7981820583.100139,7963109382.287234,7989818187.235076,8038083827.606224,8029090016.886213,8212839302.901213,8236461611.250869,8213782346.807306,8099297823.423832,8136522843.2107725,8201234074.600286,8066045443.318891,8109085173.132053,8164945560.20911,8109826269.589973,7889849314.155097,7954847151.126334,11846626457.479795
50,243663,198354,212.63267310876546,11894.77647794147,198204,48301520439.16955,48494792191.40508,48520799824.77748,48309963760.29287,48123824596.78981,48046853759.41677,47926481907.43502,48065245451.58668,47698517190.339355,46962669546.15215,46772320029.25897,46419444676.21415,45994371456.34241,45768742201.70518,45575641024.36923,45665975851.851,45689894192.596756,45452793123.0954,45678436400.66911,45436333192.546036,45113698544.21497,31460844759.945827,31530271803.187103,31359799779.910236,31103102801.690273,31022640801.001884,31019236093.956894,30964654067.37204,30991697639.03056,31083496768.468857,31327449938.315662,31075552322.470345,30968598370.903328,30651110932.24673,30834086835.426872,30735452456.7051,30524705131.951153,30694048745.095695,30669916054.007614,30661312716.67238,30507650060.40749,30549186081.503845,30754419938.913612,31141091000.936108,31221180620.219395,30994690933.54127,30700486952.304905,30321640806.71352,29708351376.87143,30029606228.942154,30132648559.895424,29775119594.04532,29685955023.203575,29770710247.22043,29981595833.95782,29885164118.205963,29828085312.586918,29739066658.576805,29733480499.299896,29774837199.242687,29473672505.594833,29473947511.640163,29467592103.540634,29586397964.856762,29076344812.56344,28804896676.50238,28736597619.94323,28370596998.018738,28248737456.378437,28379333425.694435,28301505323.758068,27998589667.345795,27970071066.669052,27703058866.61443,27296360377.077976,27257909341.9996,27182552211.13857,27183294247.95346,27205191546.750774,26800486390.76624,26587351780.824245,26424490356.75825,26093329367.844753,25845166287.027195,25506764230.359676,25151930611.552094,24941505044.326954,24717511332.434547,24398571524.498394,24078156061.496708,23998616251.2187,23925759009.351826,23855884469.4218,23885576162.51465,23813273784.65422,23718485145.113617,23687177900.906677,23727411396.31857,23529873953.958126,23386355378.791138,23387569263.233147,33457699007.773273
51,579881,507224,19.99971625755628,2673.443631470751,507188,619973221249.9274,620279856345.2521,620397112757.5497,617564592904.0325,618292537993.1047,617519029259.0879,617324511136.8799,615137350670.4053,613222640634.3293,616338003135.1113,615610676688.703,618188471650.1968,617098810265.4761,620595725101.069,627105699004.5328,627207208869.7389,620561470707.3596,617680731862.8625,620827782835.0422,625199876726.5082,625817280563.9344,303966082811.8339,305104916286.4663,307452010002.6049,307716420403.31067,307223049142.9372,308299518689.9576,309636259506.5953,309408783775.4803,309034984541.13446,307046929846.5422,306455586335.9479,308579040136.7697,311718217749.20557,311173888778.8421,310415246976.2981,311095202884.5475,314389836809.0856,314292560286.5251,311444525262.9626,310510659998.2347,310448312936.071,314182919476.3038,315086115617.3366,314069183600.1598,316268389670.918,319954720392.20026,322719082513.66547,323347448285.839,323719570629.26154,326549198411.0777,330672191596.9218,330784252548.9321,330751145234.83673,333950019713.49225,335997049290.3144,334598103746.061,334601512591.7748,335060443059.23535,334930172594.9776,336706663793.6371,339193888460.86127,340412700892.0746,340523685051.87195,339638849409.33746,343696897452.6805,346718897897.2197,345496063528.63336,345828434729.00616,349832303375.12213,351093584804.8693,354685860022.7069,352684342964.85565,351698260621.97455,350429076719.23663,351131259206.7063,352772895835.29407,352824080933.62445,354008092156.02905,353755616759.72424,352997494396.10333,350776824699.6334,350144080281.4632,350419155046.37964,349366532743.78345,349985310825.86084,352211300252.7537,351336862155.79456,350642795585.82275,352431506277.3283,351590079308.6787,351871763699.5897,351312960651.9548,350200933411.0258,352552920735.8633,352173322988.5597,348909242622.558,351551668513.12103,352579583138.72253,349604390017.48,350141732069.25934,692473555908.5889
52,324676,274741,90.59028350973374,11810.493799635426,274608,4266965641.007076,4260189179.4170046,4269709035.9439073,4274856014.570162,4295399065.22867,4286058688.514784,4304797546.729633,4275324127.2173543,4235567698.030328,4183276326.5339265,4203835029.706553,4228285360.125387,4237181292.744695,4226945360.8785896,4211009865.798809,4230529131.0387397,4232009797.9958377,4211601876.642238,4193680214.372759,4185288547.122754,4224589205.584691,1474213094.4032786,1479460150.6385043,1475907258.558553,1478249742.8903258,1493142400.1037295,1490469481.715682,1480142960.2560663,1470157621.6482306,1457652466.8953443,1466390579.8336258,1459404640.0869486,1448748399.9948463,1430476072.8575423,1404666153.807699,1395314009.366874,1397150185.6328235,1393603178.862543,1388868098.9536617,1385490961.3489938,1376588497.9586518,1365957347.341942,1359455718.4903815,1348821675.5630136,1344537236.1468823,1338673072.4814758,1342100817.9466631,1336014017.1454065,1341793159.604097,1338827474.611225,1343665192.8309636,1355834192.1914432,1363405005.7324727,1371441525.0021107,1378581148.4101834,1360034433.758138,1351259480.5076942,1351287863.4754052,1344679292.9955382,1344489300.4503272,1334165915.0372922,1329130047.6135626,1323863636.1258705,1334613955.5083683,1348370499.7903345,1351974000.484596,1334621317.3394454,1331649939.9224868,1346219141.434245,1345728984.4341495,1351250464.5143752,1360271923.0008926,1364818140.3505938,1358775212.7127671,1357495663.9717994,1352469137.085595,1367186286.0006797,1376822817.5082207,1374785672.1937432,1364504279.8640537,1359519320.0482442,1343309611.7422812,1339969318.172567,1330942179.804875,1322516355.592564,1318934302.899559,1316831865.4623353,1312013260.4070182,1306599614.3206508,1310568482.6756442,1311005288.3990436,1313457195.296402,1335369168.993616,1327670750.3486624,1320206969.4323213,1320796693.3247328,1326377138.5216105,1340653424.2787192,1336681282.0465512,1340053326.363248,1340238188.735723,3841345574.6269326
53,13155,11233,10.235973416767663,2039.941205946414,11204,27058010907.92742,27030464965.712997,27394916926.26822,26698677996.042816,26514162064.86809,26811921229.961887,26947943374.883102,27175784263.618134,26554310667.045753,26898121245.97081,26556178744.697365,26606515283.95388,26411046942.99798,25585023973.99978,25608617829.81037,25546014414.548412,25444543339.95227,25513442145.306923,24913332621.584457,24739080748.878887,24883568391.208023,5023119245.970607,4995942013.568176,4976361585.118588,4926137051.678825,4897898752.25928,4912536814.450576,4992315369.664072,5042395304.206857,5079283468.163441,5062992881.738559,5183595505.463211,5199398663.447321,5220222485.381857,5196711149.745661,5196185262.999954,5276596429.655187,5207124781.886911,5280524718.970885,5118527833.13726,5238782591.650517,5273716954.407558,5277307482.274473,5314241331.433943,5398824654.039327,5397107726.588003,5473659829.504699,5563377466.281202,5771757068.289216,5801748216.645193,5833697216.373194,5973725748.625098,6163087275.986012,6237721225.177806,6221151747.612857,6346601651.1230345,6381923995.828977,6501492960.205185,6648892429.9746895,6739898410.420708,6715531714.395808,6651919203.785809,6654569996.56616,6627297409.799157,6629730869.949643,6573733776.754502,6427588874.052988,6458724752.06448,6433550516.756924,6447762419.347822,6338719669.833961,6282991305.400007,6284310425.489243,6268854516.286233,6218025865.140918,6264205422.730292,6243798299.457529,6152901731.640862,5891336118.713977,5870398791.429807,5851738841.658931,5684367741.730719,5550310616.706595,5502506435.329543,5515501200.260347,5441777650.9695425,5435109324.389762,5327709217.631661,5179261340.193472,5118887543.460048,5229357899.689706,5257940713.862409,5432679868.159712,5539115345.622919,5632628793.777847,5699198195.191911,5922088629.11401,5944978463.648935,5976559545.236211,6032765627.600673,6125980989.641301,31422326716.949753
54,625274,532236,53.44053061141522,6456.667647973201,532161,115267630677.1393,115024492435.41866,114131352634.32492,115312488221.43016,115036699457.27982,114705563998.06839,114156731750.28693,113811030641.61214,114473882399.85065,114614016057.22691,113302961892.14893,111629110313.57211,110688128375.74692,110093969767.28188,109030693973.55801,108640006134.11685,108245499757.66342,108511195938.13223,107629485567.49034,106121865253.01079,105069097278.46149,76921132098.21347,77038526912.96506,76676057199.74454,76623379829.8476,76396587899.61151,76663979435.02576,76218866464.96251,75136992133.8157,74430928912.78925,74271902457.59744,74025226762.25572,73575024679.2973,72667211682.45645,72305240513.59903,71883542418.88637,71355975660.42494,71423885702.1482,71176377449.9707,70876254863.60786,70951927530.2317,70752852123.26077,71050821964.90762,71282834074.74895,71187797015.7914,71359160116.97269,72047014383.4206,71387370703.75061,71286617515.11296,71709705450.15741,72145341485.26543,71789455725.92911,71304540185.11314,70562008720.97874,69587646195.08994,68755756523.32425,67357628060.26389,66364725716.28467,66648942857.10824,66862707954.78049,66192456225.30181,65690915973.5561,65194407425.14268,65285019855.14171,64802835786.48162,64546549384.26963,65809168136.23992,65340604576.10098,64888617756.55109,64961367766.88646,64604749150.76403,64498743986.52095,63601624268.97854,62330412485.619995,62549470927.53729,61847878743.728935,60988584763.13749,61056965661.76104,60892661983.51518,60870110977.090706,60519303246.91716,60547346008.95652,60013448193.60024,60097174202.80909,59924546267.78386,60318397836.86023,60883821910.17313,61449885205.267746,61449065860.07987,61284989263.04477,61847922910.15218,62198219923.138214,62049847637.42342,61770770049.85807,61712727861.526695,61543211292.66369,60701756722.23032,60513958309.974655,60325567646.51833,60172733366.02353,60557704813.65796,82806070872.27559
55,102839,87560,6.9457023682300925,777.7290245368166,87548,36846149728.72156,36961823801.22094,36744622094.47408,36659542084.73007,36781304062.63927,37127550787.726746,37465075788.22229,37996535740.10454,38230588727.83306,38537742124.263916,38595770439.034225,38487318688.69067,38565938157.73314,38534791767.33647,38681740787.94185,39045103395.75304,39183149649.3261,39288681754.75294,39431049738.33586,39628475652.323975,39987769548.81641,10071449617.790981,10133837342.361197,10113704739.545906,10163560255.57619,10271899812.452847,10239873070.894512,10241297436.13558,10294675309.207975,10291238119.111443,10249414118.33827,10193041507.24024,10168995683.078293,10224487938.1939,10249417503.481659,10219818470.771141,10199829642.340649,10137840551.7642,10117417858.85326,10060622659.721909,10162537275.531843,10160233351.702353,10234551537.0548,10305245598.081009,10224435870.216492,10186739377.523338,10170940463.528599,10209694951.098253,10263694130.007683,10203315551.641792,10185390201.797037,10151657180.128952,10144129228.994062,10199548873.467365,10168328234.70785,10133369757.053337,10185251484.881744,10189415376.141872,10147567955.621025,10120720868.266518,10130316246.648207,10126611620.33065,10275950867.451746,10252919013.758228,10258570854.020922,10256728880.462772,10217891487.206793,10238219577.239397,10260689021.407766,10301218894.113823,10302638496.825256,10282429325.070404,10206632233.960926,10158155127.051605,10222687002.317623,10180560562.447905,10233176715.908533,10253978049.410788,10206690986.557608,10238632190.691349,10217141368.48514,10210124711.403349,10176870326.978447,10193446658.21818,10238310877.177525,10238914853.627626,10221724686.217491,10265339932.89213,10319965665.31081,10339672815.867912,10290505378.474821,10326815703.266272,10302541713.210768,10299512607.24029,10291732048.05721,10301993652.094744,10292470842.573792,10346538237.361845,10341737422.931627,10350013216.377838,10316222097.347742,42081735273.92413
56,113699,92040,92.54953765496224,5264.808700719114,91964,309525542118.34515,311005981707.3625,311227711347.53906,307263130273.1942,307236573766.134,308163796628.21704,308984790088.4123,310544210577.04034,310318826015.06177,313195314564.8939,311734799185.3297,313204077792.1185,313180759808.66077,312705498422.2497,315063904898.9665,314121180534.45734,314276427823.6159,313037039446.29034,311450928067.056,310756344879.6868,311640492824.57855,239194664518.57245,240311379334.5555,240370296606.6707,240031415976.11432,239285066296.73068,240132121861.06937,241581149287.22003,242799363161.81784,242479741408.28183,242221603580.14642,242892533466.54843,244025272816.1169,246407174666.27856,247702853278.54996,249017716238.98636,252006977311.8691,250698496881.07922,252661781635.04703,250319446019.9831,251531184463.46683,250333307686.75775,250674925700.7406,250000381337.6263,251042038974.76468,252429928201.37747,254449944031.37573,256331789317.32855,259388444242.60596,261183479127.124,261973838302.423,264097329434.02103,264745916617.6127,265398326497.1962,265040985367.89737,266536293718.77948,268725012930.72827,269547892419.2719,271205933388.60812,272446780239.91586,273314223806.68616,273675348106.81436,273631145726.55734,273667032752.9418,273356806543.79236,273002509063.5539,270339064860.6088,273210554410.93494,271860833932.83743,272045923060.47205,273029198946.62427,274663791936.038,274769345581.85803,275832206448.831,275671987956.03375,278998811713.19855,278295434301.99286,277896153420.8309,275206502989.03326,274623653833.29288,272550659585.13406,271083362016.86102,272198705321.27603,273008188094.84378,275022938544.3853,274966142985.4892,274259124812.28528,274681184372.6054,274053533257.72726,274967227614.8889,276559538252.57874,277179296875.6127,279807788900.70264,279450294874.1107,279706541919.3961,280222862442.31934,283211464239.9428,281823472432.7617,281798468256.43713,282146005238.83545,282386732253.032,370287463369.97626
57,611895,520854,61.950862696694635,5999.5843686168055,520781,119216817926.83337,119235173116.83119,119243666037.50735,119452600171.92079,120146257881.32515,119948665717.37033,119884530247.62991,120258908817.1854,119936289439.1373,120285419527.81696,121334528939.38185,121284552521.02966,121637506527.89807,121506219135.98477,121552838661.74286,122234996054.45316,121865830061.60074,122111760920.85228,123199733092.29945,123354389586.88678,123669769519.60927,69034252631.2184,69169972193.17558,69265734807.72688,69295918571.922,69477444790.23268,69217152966.43825,69328398310.07149,69282244927.79341,69459696891.91554,69221169253.10706,69199208321.29916,69504808812.35721,69304359197.6411,68993062499.03612,69236125125.90196,69326735617.72049,69674847214.8116,69960221397.15369,69700059505.39273,69430518445.19995,69525031197.82764,69707511762.2546,69990468749.09949,70377306703.87463,70291847796.4725,70656288389.88339,70717753070.3779,71017187138.03294,70979931851.86313,70680602301.41312,70499987828.19408,70880292247.82957,70734237295.82661,70433293448.42282,70394884019.9206,70875032589.36891,70858188939.30481,70604852396.21162,70745629491.10263,70765942694.60973,70697136847.0897,70655332528.27449,71002846926.79991,71117770404.78949,70981467540.13257,71051968597.48634,70824387950.37502,70902187384.07869,71193357607.74878,71715533452.11989,72108234958.75731,72054692029.43855,71819918624.4759,71485492624.33017,71386213592.1708,71220747747.75772,71175642144.51001,70558639025.41934,70926241136.46268,71170742958.65372,71438709907.66339,71112235067.45763,71092600362.27275,71520193362.77432,71642015702.05464,71508102234.22797,71729974836.14041,72017589462.28554,71966316391.45769,72226882728.38052,72379175834.34955,72946016476.65944,73342819252.0969,73942079973.86694,74349356381.06686,73787987204.8217,74101166263.39857,74048385125.89766,74218954037.68886,74079966540.94998,131782742715.51767
59,1221275,1046173,71.11084611504265,10537.906315703116,1046051,506235834949.58655,505660820836.5211,503980078691.42645,506307838593.4633,507078194584.09106,504746049858.27515,503001942488.2482,502448641793.07983,503510683886.2227,503833486636.5403,504049889209.07654,503778434346.60364,504569633352.03784,504942621843.38763,504107059133.44775,504984119406.6577,505749547413.12195,507031544229.4709,506781156981.9552,502208259358.20514,501522538436.98126,268444319241.7685,268876461918.64905,268529431749.563,267508716617.04996,266061853176.3593,264371234199.40747,263547244082.70087,263208301796.58017,261936315914.6582,261062507358.61075,260676164524.35855,260300712737.47598,258968170081.5865,257719834550.8888,257856927036.16754,257140519440.09766,257457371886.83237,255829150011.26752,255744929408.42438,255088039905.37012,254633987606.24265,254750309456.09265,253813007918.82956,252846550162.72775,252915926269.80777,253713202236.18686,252971176318.56396,251868129989.75647,252089144835.539,251752022169.354,250201680262.1122,248557939306.14398,246934262634.01645,246052898088.9262,245421229142.44403,245639014655.35593,244543745364.6522,246030189062.6535,247678839155.57578,247826515244.42532,247182996433.86386,247009989768.6339,248017074870.71942,248666558636.21167,249260134219.25006,248776416113.68103,248030420219.744,248921786423.79715,248271810985.7512,248378955091.09296,247443303744.01767,245842533381.3438,243550962572.88882,244031445744.01343,241966640450.8338,242254059579.63257,242135944738.0735,242764615714.51306,242427245185.10364,242642623212.50107,243158832484.031,244468836526.08524,245370400717.31744,245773330831.96515,247847618593.1816,248031520644.517,248444146353.7326,247209497991.0359,245329656735.3457,245406490840.32825,246959409563.79697,245785338026.01834,244349731125.59616,243737677053.84836,243001708928.71332,244088907150.39944,243679057773.9048,243101688150.16312,244146768987.80432,244674973111.30515,461220911360.42706
61,52905,43947,21.068640909169908,2859.729000042801,43908,462390862211.94794,464774719555.48004,466216295916.3646,464456797762.70245,465991201413.1671,467699873961.63434,466579327019.5138,467011446898.51074,467199228798.3239,466945233035.8435,465928722488.35675,464408811172.7658,463801194577.2694,462977064713.945,459663110545.43176,460524698775.3982,458736805833.0713,456039188778.91986,456679617966.4976,457149105160.0165,458319500602.95874,234262357220.3612,234218985286.2289,234133442781.20776,235646494672.9969,237049884257.87338,238497350598.80457,240006453698.35565,240266305806.41122,239221381012.59177,239508617550.5357,239560102207.82202,239567900701.13446,240424137416.59512,240134793145.54736,240309828757.57715,239275278732.25467,238842768470.79272,240170955145.01566,240340145168.17545,241092643020.47455,242301940006.80325,243151623015.28125,242378874674.4206,242993038261.8406,243558518324.71375,245421611172.28104,245782671906.27484,245059772350.99344,246234206257.9556,245417501672.9884,244767062622.71313,246133414250.49127,246826107460.66956,245211834139.2484,243304628344.6262,242086782151.69458,241389583583.14093,241464568323.79285,241567140761.81857,240088834068.87048,240592351018.7198,241068142759.87717,240526612061.95972,240627496049.95044,240574116177.31036,241005937551.19214,241986762634.68478,240938014545.4206,239540368792.37955,238902522935.18887,239750384168.08392,239056030035.04993,240413776523.05035,241435565634.47403,240640823787.45886,239188510828.30484,239651424702.32562,240671631379.17786,241378678367.93542,241318060786.90955,242218363846.3813,240702145010.20932,240433897226.81018,240581742396.10083,240734321031.73926,241276251859.6628,241672856283.29437,242504877086.84454,243207048272.0147,243791353283.83847,242989946478.07538,242519677168.77905,242139683895.4701,242406083898.0943,242616793327.24777,243234093785.83594,242198752871.2989,241485194249.98297,243374602690.2168,244850149600.53275,469499692415.16736
