OBJECTID_1,OBJECTID,BasinID,AREA,PERCENTAGE,Unnamed: 0,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
173,45096,37868,1.206700665224019,491.6822958779894,37859,3483275711.85491,3504698493.96454,3530058998.2081532,3458282951.0050917,3462210414.8191457,3505411570.117216,3529270890.0179625,3569445931.7257676,3541398563.888672,3543068454.9069943,3583212937.2278323,3644185203.9811816,3675791077.7843304,3637181381.392682,3627311179.6375494,3652500184.852912,3597622425.313101,3551815232.1921797,3533204883.38655,3519282570.433376,3499548079.6047525,1574679524.6404262,1528629723.9633956,1510517133.1651032,1508967203.5584478,1490486147.6515567,1465701719.066337,1464784941.5314996,1444359204.24514,1464463945.3066347,1438263204.6557298,1431745464.0378518,1437692299.164022,1443085416.6476643,1436210849.0744853,1418295951.0831387,1392052804.4485784,1379782160.0255456,1401881859.469185,1402771216.2918274,1380215378.2648942,1371995875.3527417,1375984900.598464,1382231622.0475671,1401179583.459399,1390347991.7647896,1408844532.9984975,1409041394.9447272,1414827828.7822177,1408920384.4892213,1415647042.0865378,1431418829.4842756,1448428661.5994744,1461247644.9926512,1477195130.831674,1486495548.625718,1485514568.4999804,1484287239.199435,1523126566.8989758,1535533174.4043748,1560325869.2284243,1557237173.6604648,1564545633.5032716,1550499458.9223566,1547653463.3988519,1576235321.4987938,1590390579.9231708,1594198999.9712205,1568652187.777376,1591525485.8401558,1601750048.9809077,1602034324.1007667,1608803177.3514478,1605817951.0148194,1558188518.1746774,1537417571.9145277,1544640007.30766,1552305846.0486724,1581215684.7397678,1595156750.7236247,1611520962.6768188,1604036269.366031,1578268915.1691298,1548829021.8009267,1528516860.1025755,1525481002.084606,1526486659.2294564,1540794296.1984954,1512502580.6647124,1510138740.9985402,1508378018.303006,1514967609.0440302,1500487470.8117673,1518412883.3777215,1540673919.4141183,1528575833.7834806,1517468333.9311128,1520091873.8145528,1549341513.2795627,1543108247.511293,1553185187.8933802,3441911724.2405314
175,31115,27265,0.40773745454337296,178.36156007527214,27263,1338569316.9906793,1338569704.754383,1341788521.2051609,1350092450.8215606,1365576641.0616055,1344789855.462371,1336240491.2144036,1319293523.332376,1304563117.3754175,1282910250.8544798,1288239297.3817332,1283243297.2295108,1291140148.4084046,1290028247.283351,1293838651.9765449,1279741361.1626582,1271619546.9653895,1272834827.9039445,1284444212.1616173,1265023657.161596,1252428133.7715359,1225569390.488642,1223792687.9155993,1222350318.4065118,1218055552.9322846,1205879241.3485818,1204096944.223964,1200106139.2367182,1186362234.417676,1180373620.3140159,1181845125.8153756,1171762999.9156854,1163457040.426473,1161076970.4153662,1145155943.333439,1137745138.738999,1128885529.9844646,1128222798.3867261,1128519609.3759928,1126821009.05861,1118230765.1790032,1109836214.3081398,1103397732.7674646,1098452781.6842964,1082325182.980227,1080680878.7445493,1083663713.1233916,1079420969.2097585,1059746636.8087348,1044196093.160536,1037558939.4402614,1039315304.099611,1028501932.9753733,1015518581.837816,1013686342.7710085,1012093034.8766432,996183856.7059338,988802624.9902306,983628929.24835,989865771.4951503,993034487.5875276,999780534.0565773,999547149.6054788,991439216.1226451,984468826.4697894,988365175.824131,983790030.8481758,973372196.3648905,967151305.8380476,975517475.5746135,979117255.0012474,975706665.7955317,975101069.6616642,964412443.6119835,970759947.7250704,967679579.6027637,970428754.8492337,964149184.0403886,967953502.7274241,976161220.8804955,969050343.3072699,966481367.1274576,974534457.1205238,982667746.1115847,986368401.5969586,978691209.0627029,972699554.8396616,975946960.7396201,987746879.3522005,978603023.9316378,976644407.0512917,977291653.7599603,970617149.5006223,956879165.8130383,968264839.0255197,964978799.2921205,961049922.392255,963371955.3888867,968400334.7379901,959916482.0842519,951341479.2733151,981050305.7590168
176,22499,19122,15.264343097799193,1891.911814537813,19096,10025107416.015076,10051531820.29554,10086687874.411163,10090075808.443748,10082965701.521328,10087104205.117125,10095559487.340055,10128963387.904427,10080328615.83433,9914880777.19487,9931168881.092379,9943327168.541704,9937793881.601505,9980300825.315945,9859832984.847956,9917474259.725805,9925083977.299574,9878214430.681858,10039015729.03608,9971003523.336603,9835920482.615105,7274122866.30823,7239168789.129213,7154792627.944233,7089733106.891984,7043261101.326675,7059064030.181394,7064201746.447503,7055939159.867144,7116229681.7719345,7185099765.565418,7144543653.257248,7138718404.905265,7022712002.537963,6980553482.090265,6954591684.390178,6882637407.549368,6888337220.398881,6920545784.2481985,6980650777.604702,6960380162.331271,6902782262.146427,6905058243.023688,6931611519.0693445,6919671084.138017,6840436767.6482,6821638255.060161,6771280816.914173,6570783373.677454,6583402210.026485,6641908441.229308,6546348990.74472,6536884551.514219,6543307298.403734,6541905152.1331835,6507900677.619002,6548420193.678832,6539820995.582984,6536596528.367925,6552586936.283605,6447271302.9939575,6422279997.322759,6348119294.729528,6375703405.970731,6372553387.403955,6306301985.192956,6265833861.086516,6214435827.965359,6157825879.236597,6093791442.152368,6047176453.897957,6010626147.365207,5997722876.220723,5964694117.621348,5915104312.1912775,5914020618.586719,5835887945.387356,5779115211.616779,5794239764.031881,5744143085.44858,5695348700.89109,5704540841.22843,5682062651.645982,5663302767.6592455,5610646715.869212,5626263818.169701,5643792963.0169115,5623956588.396924,5593630866.548147,5508780680.486628,5485163486.022972,5466056062.688581,5454715962.434046,5455040743.59876,5427249961.656168,5396967197.408491,5399566625.133894,5403286280.031895,5354686734.861181,5338270509.644973,5370667171.31128,7273264690.356631
177,1252631,1067634,80.47118405310064,11392.605926545642,1067507,153615990356.13702,154086648777.23767,153084837735.61768,152727251108.20013,152383732532.25836,150881708909.98495,150089047485.30496,148543054746.6775,147807524020.45874,146874151615.77054,146004194330.31622,145640796897.63687,145111044083.42755,144884443318.27826,143789872957.76288,143218956820.5946,142978662694.50568,140712260219.0429,139048092582.7066,138558464087.05212,137432227524.92508,100921182513.4676,100611925975.29657,99363636548.69968,97428095688.65059,96833952043.05513,96640062562.13522,96597062320.67444,96517210661.27942,95365548330.34814,95975579830.71353,95386481586.36798,95214713689.97244,94562832011.2146,93719494433.52406,94751051129.85608,95148998109.2214,94292257708.22234,94322713561.54492,94073209877.74709,93974315569.01233,94117928335.9443,93751864600.42175,93174163540.09073,92607923442.42384,92669387775.1616,92015442479.11197,91676325290.86859,91067890981.80008,91290272856.91615,91293078317.10411,91827025516.62544,92818918570.49861,93329686073.369,94048002686.13666,93908358495.6781,94066550866.95615,93901967680.43831,93615490724.79317,94044722323.26965,93108811460.38222,92856399450.58182,92267355270.85847,92250335471.52496,93119777872.69366,92855927647.7676,91544830951.16925,91921988193.17589,91351841376.49919,91434892039.90372,90723454665.17238,89809276224.04485,90408868010.58508,91290158705.60202,91273016593.2337,90737158754.11168,90541712187.6841,90480060603.44096,90325823092.28986,89194341726.95966,88519086558.04553,87797388225.2488,86389381554.42632,86164788061.9612,86462035411.53061,85835672936.50778,84670906210.7088,83825944770.71678,83104282462.50291,82936303821.71017,83136509252.59534,83471103704.01237,84441381342.66031,84202283489.37349,83030981319.18188,81945524736.94006,82716111191.6533,82751519489.5804,82867544985.03902,81873144804.00603,81794668264.01657,109491857419.51773
179,122217,99620,76.65702764516313,8702.766027200249,99516,438049421334.49316,438926326926.87994,440633622882.94165,438455464086.2944,437860937241.3774,439710975525.78687,440569407475.4589,443671530578.48584,444115221211.8909,442149067888.9908,440279161165.08496,439587245892.6139,439846969692.2937,442581545402.43744,445889456084.7755,446563615959.50494,448072252778.48145,445946883699.88873,447106638257.09863,444584918739.4481,440900774146.36914,275328818701.2648,277483198739.2248,277284076202.811,279112833718.8727,278416204230.84625,279724077801.40845,281914947058.80914,281077727882.8442,279759830556.163,277098150656.768,274606522234.23938,273465733328.03992,273288594023.25256,273201929374.34775,272139036154.8285,272528637011.0149,270381773671.52832,269826393296.98676,270276468588.3931,272667909792.80176,272436405904.36182,271508114430.3437,270771140209.45905,272088723311.80872,273968951259.54907,274837887397.21347,274573063756.33127,275449505860.4858,276216610527.4769,278536179726.7448,282205035629.5288,282994476986.821,283399162510.2055,281439913753.866,280760613969.50916,278515046093.0411,275939238566.3438,276520799531.5447,277435613634.2638,280449494897.0771,283398976982.0629,284050392920.1681,285047058881.3,286671112668.7522,289037507356.66296,290271682924.8921,293778264605.76526,294729709201.8017,294362742499.52405,293290701304.71204,293238656850.01227,294981445881.00134,296611320585.8946,294740700840.7812,295925198357.6647,296561196006.25116,299293377632.27234,299287047751.7364,300660647985.92725,300335376357.30396,298611773503.71924,298037377906.8542,297983390039.36304,298143631457.02844,299587883401.16327,301947777830.7448,303502081941.71,304937893065.1484,306022845569.56494,306753169152.14966,306411425708.4439,308119707126.5304,310409234542.6205,311458140348.95233,310699848310.4292,313298631693.2711,312223847016.0125,312515594893.04,312971970497.9671,313801346334.5941,498906612829.5206
180,35132,27511,19.641989548318804,1059.1975630150102,27492,157501682024.07333,158768151373.13953,158612447092.61426,156766068748.4558,156907102803.40695,157875938417.55432,157359498986.4752,158551559811.15192,158577393294.6259,158607736029.3124,157020365819.87762,156657539660.8598,156869980577.25815,157605459481.2356,158786243318.70105,159057895037.50558,159460246734.98187,157607277698.89984,156639395145.01605,155244561060.69867,155490073804.0207,66699849354.80229,67519337701.36048,67747754546.71686,67891664112.777145,68141658754.05268,69044347646.10114,69854749699.43437,69473278895.92598,69179503883.45053,68991932881.66684,68853530844.03084,69910841151.02654,70685082718.2984,70711190886.02943,70663535907.6949,71595508108.67653,71094601235.40587,71351403343.81969,71515432227.43488,72371064407.17511,72145069391.46335,71726082609.488,71402437863.66565,72022291688.95229,72217234413.63182,72853469000.14172,73500431760.70901,74473559195.68275,74851501613.99104,75030333620.41579,75402237267.08908,75049282976.7951,75052199988.33833,75153746257.63597,75355153346.7263,75212981706.36514,74810308861.8624,75197311376.83699,75492438004.482,76118137948.64256,76510249815.56062,75932264978.0956,76755288469.35542,77026949586.00182,78015234767.17708,77788789569.70372,78536927642.24112,78526630087.52753,77947438414.7926,78018853381.73401,78413454885.10057,78686210406.19557,79001740323.08261,78333206320.52736,79347171054.66179,79318915997.81055,79818462714.8011,79811977248.33875,80165028167.04678,80011941194.73465,79825113700.94539,80312024448.18872,80343067160.50351,80633377405.88469,80465672848.59451,80652316955.70541,81156846253.65306,81726328762.61453,81970763801.83458,81844942659.30426,81969207720.18526,82461699538.21011,81672964461.91963,81860082885.65636,81023713726.34607,81753219186.1359,81150076421.1323,81004302152.87749,81388531904.21257,81786729375.00308,189030263408.58246
181,682985,581021,73.5096349117791,5514.628818142327,580950,107992809490.33641,108111573752.93243,107100153190.73389,107117252374.42897,106849714664.1675,107821358480.6218,108334462889.8966,108700060797.03871,109680087571.02536,109695337041.74782,107953941421.43869,107064317525.56802,107092486766.59102,107794578664.53326,108387350121.43979,108351594338.53778,108893668553.9007,108644711157.78125,108159638498.70273,107383848954.83916,107011936629.0764,51992735496.55505,52249262899.44383,51939713903.03398,51749935472.88184,52267390373.29848,52260369530.69667,52170903246.96854,51948346059.796555,51402195332.57675,51866869970.00059,52004326272.36295,51979601240.6958,52033181262.4604,51939800517.01742,51739773887.332664,51678478956.166664,51068193881.48172,50879866833.152885,50594401271.347786,50551218502.008,50912850249.187584,50688698374.31712,50001151214.214935,49623235758.29865,49202771664.97374,48828219934.07466,48532951437.62743,48348524538.36368,48085177441.38527,48101880806.880775,47325187974.72615,47039929869.69348,47387954840.53148,47242435223.53366,46840669191.57041,46864554522.32617,46875814274.082924,46944152537.395325,46984649807.39724,46353602211.62596,46061731162.176575,45920159909.24446,45683697450.001724,45863172420.85813,45600150976.675735,45359070619.317825,46065238502.05998,45859458143.75686,45644529174.34927,45349550181.09228,44884896128.75383,45331661765.21696,45855953006.4029,46109929154.57936,46570322133.76173,47198081265.307915,46890911409.35444,46953419524.32505,47115424695.351845,46685455674.227844,46412405474.04068,46161691073.40446,45920157843.498726,45983523826.894196,45969640623.78389,45666169734.74239,45494328927.34724,45968666963.20073,46106292104.365555,46170574913.359375,46667436150.95368,46956294843.05305,46948693917.47113,46283365107.30475,45987289188.90153,46123647776.11509,45639109096.15977,45329960626.97183,45816244981.348434,46090412624.05208,99210786764.34598
182,337980,296542,17.05989147974895,1670.5717507303464,296521,112596876905.2215,112286124956.52788,112203225093.87418,113400015782.11401,113682290278.05112,112891747769.18117,112557131095.90076,113140229059.14365,115807300058.4006,117201075989.66315,117411568015.24457,117480440106.47205,118434837924.61314,119199439987.27194,120385964647.92227,121539220777.26808,121787533400.15912,123679825514.39525,124662436313.53871,125200889827.0606,124467264204.26546,69596263195.06544,70686832898.33563,70892207879.87578,71453899889.56892,71250138923.05855,71697647794.87381,71450188889.46538,72024807351.4533,72527074423.16527,72730806072.97037,73071947274.269,74105964042.13264,74156296735.98415,75089188899.3853,75544991778.73051,76790185072.08098,77715324182.60599,77124626418.3919,77406841595.44554,78209448701.2755,78094724085.97644,78813176544.29733,78398303792.50726,78522815093.02997,77594868306.40784,77552487926.1468,77351996397.41914,77514822411.37474,77689007734.64394,78541706863.75319,79322749440.77353,78450426031.93222,78369722475.12631,78270721832.3828,78632239046.42621,77635298962.12234,77257540562.75987,76675358716.50131,76394010152.21764,75780482993.6603,76009904584.91132,75977599981.5368,76067985119.42212,75361624481.49646,75731762705.74869,75318579883.79814,74967550045.10753,74880029765.34811,74038898836.08647,73798957505.62671,74763662362.18558,74441121141.22522,74801368068.55714,74441052574.32393,75392570825.81828,75794471353.23718,76088032934.95355,76427717305.00626,76446112842.15303,76463976826.80309,76087512395.29567,76882707163.22931,77655848280.70233,78094542356.24562,78640993861.88205,79385562907.39468,80269298503.4221,80488814074.86745,81096543761.47728,81462634816.56143,81651660585.23972,81504995787.59645,82010896984.4545,82300126401.37537,82230944684.06631,81541980836.72272,81871911644.66362,81961758575.10048,82891850539.93767,83329940740.79271,146408042827.91934
183,14641777,12578484,1111.0569602319308,108924.73873906754,12577328,2103002672878.0723,2097400893522.4458,2097297744877.133,2097503706936.4514,2092344987643.7744,2087126125993.877,2086925026755.4617,2084900096440.4827,2091866865954.7285,2084628491558.9863,2078729901538.692,2076769534491.8455,2084257014204.1309,2091152649355.0527,2088613500589.76,2082838165544.8967,2086815056281.3132,2085214237109.9565,2088407195174.435,2092802772061.472,2090822726250.1616,1854967940568.8447,1863260827750.727,1862451637864.7942,1865681612396.1384,1858674773544.0835,1862772598638.2708,1865815258326.1113,1867783347957.976,1867094952831.3853,1863704967271.6392,1860107018245.9512,1859195566325.192,1858618272784.7034,1855750694173.8132,1865398557765.7146,1876911148462.881,1877982270528.391,1872637196279.0269,1878221733182.5083,1878479477693.903,1874709356760.8303,1876151682751.835,1877012440593.5173,1876201119144.7412,1871856686071.7266,1868957981065.7397,1869849659613.399,1867911482698.8113,1867581114872.95,1876007410180.3784,1874889570878.1536,1874275632949.5024,1874511874147.0386,1866574546326.7664,1871683915392.6697,1869050703812.9983,1866329769563.3726,1861127942190.794,1855641786865.7559,1860062587331.7058,1865784659252.335,1867061868999.488,1869184643824.4988,1874911188763.514,1874869762254.8843,1869668115946.1511,1872648423462.638,1876403642942.4985,1874505820166.986,1882431679448.1057,1898347868769.7505,1901654491084.7498,1900799830014.988,1908549288450.6292,1919464715662.9805,1924483153226.2952,1920425156883.625,1926589717684.015,1933143554688.5615,1928459314679.401,1930904723141.9634,1926542841350.7122,1925245525848.272,1929885533078.8005,1924816254597.142,1921928473115.856,1919463127776.3994,1921849469404.4636,1926763702102.117,1927177782039.6143,1929371433987.3525,1935815328862.2424,1936899384884.979,1938347633902.479,1939857958388.807,1942320776948.6174,1942044821107.0325,1942273852703.3506,1952249019520.479,1953179185045.6147,2196466149952.9346
184,492383,421305,45.47226290370997,4253.241961148191,421239,44280706718.22477,44287611480.66868,44353253275.13642,44106865976.65496,44037115209.43688,43604157936.99817,43373948450.42829,43280001127.84787,42729711829.01802,42580603657.67758,42546863588.215935,42573302413.67102,42449174403.22442,42442858039.83851,42312845372.205696,42643010332.530556,43149976546.24217,43189668537.597496,42977670556.857605,42610490921.623825,42491913189.788635,15994635188.935144,16101964839.25034,16024667157.601368,15595289218.207724,15533730000.087442,15629355509.450508,15717454608.853312,15884164870.395689,15690279493.164646,15709220290.1456,15582995453.024216,15593167859.60955,15454632359.35546,15449150019.673239,15567366778.894466,15641675153.232222,15688615590.252623,15722198912.730848,15814920326.623358,15767231339.88776,15834150548.217234,16003637457.699713,16000425402.369461,15896772911.248037,15767458666.411983,15661380542.461838,15474474311.798635,15526783961.327272,15399958691.131481,15494370354.005156,15538284933.13048,15669591222.4138,15788635287.971601,15924429696.507317,15896567630.862406,15735169155.03411,15740884638.361172,15639945553.380968,15744143977.841118,15719091840.59603,15966632626.929302,15938181862.017756,16041355503.154133,16075155192.16943,15862005543.329197,15839001321.112247,15721413719.822416,15629745217.36579,15416095530.805515,15419684091.550875,15294263831.6693,15142597411.38,15166542103.364964,15204314583.92815,15195779936.901798,15157920735.09151,15354095458.11305,15278452763.169706,15264548545.649054,15086140778.094467,15265183797.58,15040679226.9164,14839289909.26605,14789569175.881336,14596629984.694702,14608817942.47725,14514067242.277607,14552989427.126364,14471952241.091753,14425168827.29574,14176708463.86954,14122864065.120468,14176030134.132164,14200221414.496416,14251992619.777445,14154303406.941116,14113756511.955008,14147949440.09489,14183308249.870317,14223114163.092388,37525383458.650085
185,13401,11584,0.028472628467832002,2.1700835838115,11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1759212,1540973,74.58953346685688,8770.786397087579,1540863,1393527570767.3777,1396622458357.888,1389551789740.8557,1394482373535.2,1403117783003.4148,1399342462854.4092,1398324985775.9502,1392573475440.4348,1383593427744.7874,1382753987350.7944,1387803799325.8398,1394152325065.207,1397850486131.6719,1403087403298.8955,1409236094356.6128,1407086963738.4268,1407559958380.6875,1402765234126.0718,1402155792975.9946,1392902412994.5366,1390866946040.9846,782440893177.6387,779241230172.3951,782107444576.2511,779948303212.6682,779926467073.265,778107836924.4877,778228677340.7267,779076471306.8772,773885896108.3461,774961375212.1099,772137123454.4078,774443955471.4762,770547234616.1166,765633019858.4235,762940909967.3885,758342867919.9098,756070323751.3547,758783635451.7968,758196064637.4005,756361679634.3031,752086249426.3698,749639681111.3936,747447529837.3052,743584455838.9591,742282232027.3304,742067360563.982,739304443950.3845,739519560344.3987,735919339252.1749,735798624962.0844,734736323486.0226,735634887182.9098,733968553188.5245,737705570249.6733,736929495112.1321,736095316638.813,734966268897.1794,733466349281.7114,736555311427.0709,736755462562.8622,740086635556.3071,738698940403.9038,738366361526.7452,738709098260.1315,740684670173.9385,740328070644.6401,739553777451.8313,739247671144.2997,742089599614.6854,741008229882.314,739762815409.6168,739794237214.1746,735299667545.3885,732245380752.2548,726887220468.9025,727206457884.3202,730090774990.2454,725453107794.6244,725726126676.539,721919976139.1395,725318711275.1771,728074480850.283,726627405250.1075,724141133404.9647,719643362910.0648,715806244880.814,717180346072.7584,716621725051.2855,713834145124.3661,713669911695.3734,709631185664.8496,706767882772.6843,705701907745.1921,708342400674.9756,708191511592.2356,707398936744.62,707484107668.2042,706692662773.654,702573496645.893,699767427396.6838,1257196182984.514
187,356599,299742,27.780435543800568,5311.528246485175,299674,571232161360.7372,571191887340.5939,570021257884.8616,570034401213.7089,569347935030.7416,569290725321.6212,567230017660.3265,565557303206.9939,565236768965.0168,565789335073.9668,568260191680.4945,571194671098.203,571167124519.9115,569115471837.235,568978871627.068,567045510192.231,567144325926.7231,566017134522.3292,564978210386.2008,563776109690.0073,565638463920.0988,270650907065.41376,269734779341.55115,270568922934.4079,271403681883.10056,273606873925.79575,273493172449.3827,273211472638.02502,273145520994.08893,272837977712.30536,273517708345.52316,274029614314.64188,275287156579.0115,276236157704.3035,276680346478.6041,276224888198.8905,276601676035.6627,277102476703.78546,277117398265.1144,278028199364.8976,277681042632.38336,276882352033.8889,276693632002.9587,277238488940.3782,277593344819.42194,277902744306.69965,277376017259.9674,277380437465.7669,277358659942.44434,277201750230.93066,275763034049.8463,275501883321.27405,276013832454.8988,276394808176.21747,276885842246.755,276154847582.1535,277312863062.7536,278010623806.13153,278390513717.4434,278785018040.7561,278747682255.00494,278959432712.043,278364544721.0723,277531286472.43713,277564136307.6978,278141164718.33887,278893848637.06573,279532594104.2751,280341638589.5907,280397627980.50696,280950206901.81104,281685494132.5225,281425973593.7704,283218855518.55206,284539177270.44977,284350798265.2707,284987598605.7962,285668149086.82904,286655540845.3419,287285445590.959,287933643523.6271,288030805017.44824,288294193717.1458,288421783327.48346,287753105057.59827,287650390924.6005,288134608946.8045,288310342040.15594,289198130784.42,289846427435.8619,289932283609.3595,290168720007.7868,291442159256.4977,292428108922.60016,293510420736.51,294376696666.17773,294128293751.78156,294274413234.9347,294241083734.95404,293499544621.5485,291737180277.9424,609575483244.7765
188,15086,13190,0.9524911990223929,95.85985136356814,13189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,830245,706395,38.156302120522604,7220.151624706727,706312,5546746223.748839,5535232503.234159,5656201002.876151,5455683103.010886,5489308052.768177,5556652170.681615,5636390447.083213,5848509769.379936,5757886514.701812,5928775360.234818,6038606052.910546,6133414847.80095,6096119829.264692,6252647676.30012,6280357750.2640705,6272484437.9236765,6251827865.958958,6309705283.24295,6204080114.63665,6262174678.633576,6290002010.752735,4891112605.856675,4940848805.508828,5017645688.050392,5203339617.372074,5175161603.671064,5234868604.641876,5273439199.654801,5235440935.170025,5240926726.659467,5231600522.29464,5303661456.305015,5244745953.942434,5324593427.084787,5456488092.934308,5575219707.502537,5501102968.638109,5391607055.703883,5374588509.480558,5245576814.164995,5216868222.967858,5194227567.725239,5180602418.899839,5081329987.164622,5136433643.193652,5186862534.203726,5237441040.769615,5269501703.136482,5415638998.186228,5403101343.911712,5562678797.737819,5592403501.939606,5704197438.969116,5703247182.599689,5533514701.158864,5519709213.218164,5636364348.122838,5681662627.063763,5852973812.4953985,6085553274.354188,6076300480.169561,6003997568.987872,5996667454.485078,5906996674.907528,5713087241.199005,5525023099.118799,5495804749.151742,5426517230.620657,5423355486.207123,5428813320.97161,5416187470.472139,5367714645.139035,5391315970.434465,5308125212.567538,5314634400.863745,5447137104.854147,5446864592.681464,5364123119.752904,5187430066.898963,5179853558.48192,5017966588.05842,5043401396.508063,4879145532.490576,4845478558.190619,5134760713.136283,5281798485.029972,5368706553.966441,5389090851.397863,5267770329.358787,5046519812.530041,5249115596.741255,5293811170.81201,5475106086.464024,5516885351.441943,5639814792.063988,5665244370.24562,5825705152.898382,5850519037.843504,5877213164.830794,5907451703.044346,5937491118.35677,7410680801.17743
191,213855,177315,112.98873925392992,11037.061639244655,177187,70700250393.49008,70773306008.9583,70860892932.74614,71602340044.26367,71052662102.60379,71163507749.2474,72037189417.10292,73067140864.69904,72535093968.87207,72727311851.07413,73423245569.46092,74140968635.68578,75225135050.62451,75935327443.0689,75961560147.62933,75957016641.23936,75635202079.80353,75006341289.13005,74429364424.37128,75145505778.85156,76187107201.19376,62643578999.50228,62904170544.465164,63613731590.442085,63605182463.97267,63824236326.031395,63575051675.17068,63500891326.86396,63331038013.15725,64237931248.606735,64072229156.851944,64812292098.83566,65363677212.87425,64682821388.4619,64537229471.20416,64001014197.66897,62907739462.692894,61923626828.27871,62478473214.13328,62518021651.81477,62464121045.51173,62186043382.124535,61412750543.81912,60573662343.089294,59811851553.168976,59936703633.365906,60757065500.87347,61332446059.31615,61887042686.546616,61682148381.615456,61020968763.23079,60908854724.07267,60704718728.91361,59862133715.27736,59658440460.49369,59745291975.37112,59821432628.88639,59681517646.278465,59649031927.83935,58840385502.02662,58963058623.88309,58352823466.1817,57872348216.93693,58176998946.24488,58658649769.210655,58409144342.74303,58816568268.5043,59578454110.42828,59207653677.07584,59193345212.13941,58959952200.90726,58596279106.20673,58917554072.34532,59726098152.221176,60199712947.182045,59220487555.64744,58273966238.00443,57604701965.39414,57706733881.85818,57150780948.73627,56883590215.56199,56642779054.162315,57236388587.71946,56966237570.35128,56573413127.07407,55591941083.39371,54800457394.48222,54297328428.805565,53841743126.59788,53441745928.99284,53175724652.44959,53076079711.3233,52401798997.43804,52249055495.584404,51846492348.36958,52260291754.06879,51964004418.47759,51667159951.80103,51286064206.625145,51027851124.21093,50856808695.72652,62152613935.75615
