BasinID,UT,CT,BA,BWS,WSV,SV,RO
81,13434,1917.277466,2530457.781,0.005308921,0.709288837,1.31069238,2495797.236
82,56000,7226.875488,22351662.72,0.002505406,0.554093193,0.405431372,22236608.57
83,22460,2898.875244,9485073.166,0.002367931,0.665904493,0.387345209,9334282.123
84,18183,2392.993896,5831545.724,0.003118041,0.726463007,0.400082528,5750478.143
85,28545,3769.527344,15181241.52,0.001880281,0.521973413,0.283637525,14727511.53
86,191000896,112792760,2250485021,0.084870992,0.423545479,1.078303647,2251088225
87,13100,1726.071533,9307122.375,0.001407524,0.52755885,0.277987764,9001923.365
88,13142572,6069474,376668614,0.034891604,0.581005216,0.978459196,377196688.6
89,28036,3713.867432,19857723.28,0.001411844,0.525568262,0.27590666,19208226.61
90,14521283,7079917,273841340.3,0.053028089,0.581643942,0.977868382,274230524
91,8897,1454.525024,56247933.29,0.000158175,0.631340415,0.298300715,56592140.4
92,622864384,372781600,4070605611,0.153015164,0.544921494,0.627316614,4104313925
93,2755,467.2671204,37305281.83,7.39E-05,0.64723618,0.347507319,36190733.47
94,1092179,142377.4219,904843028.4,0.001207037,0.563743911,0.45033874,919691610.7
95,7444970,952298,2197283306,0.003388261,0.805746918,0.551713072,2233347780
96,77261712,44103540,2436715945,0.031707312,0.573610316,0.519275298,2474594725
97,183725,23307.02148,87614865.84,0.002096961,0.722268931,0.366050321,89472754.95
98,111817,14280.11914,103923598.5,0.001075954,0.740258568,0.44647185,106288930.7
99,523334,66355.52344,58619850.44,0.00892759,0.841751812,0.280795226,59560878.67
100,2749726,352566.75,3617459989,0.000760126,0.755336015,0.633450935,3686657534
101,2123253,1028141.688,245015165.8,0.008665802,0.956506827,0.585083859,249309023.1
102,22916540,8510067,2789320893,0.008215813,0.616485648,0.444116157,2841584474
103,24342,3198.891846,34872260.08,0.000698033,0.956731822,0.658763045,35835674.06
104,8904646,1293243.625,2974107690,0.002994056,0.587833364,0.530184305,2987347055
105,5238733,663282.1875,1064612379,0.004920789,0.686695592,0.532433874,1069970062
106,1710829,501500.5938,132935581.4,0.012869609,0.841105244,0.532059857,135921306.6
107,46045600,19292840,1075081773,0.042829858,0.656928517,0.51183597,1098589334
108,18586444,11817363,55663253248,0.000333909,0.666089662,0.573922971,55397985.85
109,5056483,1224957.25,865447706.7,0.005842621,3.475169406,2.146013715,662086205.4
110,19426936,4111921.5,486483985.3,0.039933352,0.775717579,0.765233214,499680757.5
111,14601644,4713141,470119019.2,0.031059462,0.809287061,0.817200779,483186786.7
112,1489845,443116.5938,528045143.8,0.002821435,3.533042651,2.189643253,402653991.4
113,6998990,886565.5625,948749639.6,0.007377067,0.513884892,0.624870811,968206467.8
114,698217,88527.46094,745076378.5,0.000937108,1.755000164,1.124110784,683568133.3
115,2199751,1284320.875,313793995.9,0.007010176,1.824886256,1.130826282,286306904.9
116,22853986,6293531,1634023475,0.013986327,0.969316966,0.684846141,1676381649
117,393513,49988.83203,242902160,0.001620047,0.726285178,1.22055697,242634961.7
118,947447,298577.75,141685268.9,0.006686983,1.237110473,0.733290844,145308241.4
119,351617,44599.85938,66109907.66,0.005318673,1.260879536,0.921672863,67384019.19
120,1182493184,688505024,10004103743,0.118200812,0.965457859,0.713202116,10135488814
121,3544358,449116.5,334121457.3,0.010607993,1.408096986,0.75236005,341535156
122,1522984,468089.9063,190092580.3,0.008011801,1.136094618,0.959467779,193508227.8
123,22070922,13283640,294103891.6,0.075044645,0.988613667,1.13904338,298658349.5
124,13569024,6040089,724415929.9,0.018730985,0.95734959,0.605514297,739650029
125,21592654,12629804,64550803.74,0.334506354,1.511326032,0.892284022,65901975.9
126,19901568,11521377,466507813.4,0.042660739,0.968633097,1.176483375,473442499.4
127,953975,120821.8438,82019275.78,0.011631107,1.087988633,0.812234814,84208400.71
128,17313688,7909001,731419288.8,0.023671358,1.163517988,0.835956941,750586648.8
129,55141044,34231080,99672607.09,0.553221648,1.296318785,0.883940384,102437267.3
130,16276577,5819344.5,900459842.4,0.01807585,0.906626406,0.611620707,918550392.8
131,4455909,1597981.75,183062019.4,0.02434098,0.81250055,0.679051916,186264192.8
132,177401552,108128576,657618140.5,0.269763775,0.860188194,0.688839634,669293725.7
133,3220790,407720.1875,521735168.2,0.006173228,0.686642543,0.846798011,529580769.9
134,138041168,78769064,5375787797,0.025678314,0.458622335,1.264560067,5439423780
135,3291332,416512.6875,400934459.3,0.008209152,0.422189198,1.302475965,404345850.8
136,1574391,199284.875,690186489.7,0.00228111,0.447762495,1.333927325,696068744.1
137,1706915,471647.6563,852812647.1,0.002001512,0.451413709,1.348505424,860168070.1
138,3289028,609254.4375,9217560623,0.000356822,0.301207527,1.190958392,9312545294
139,41508500,24846130,59146660.22,0.701789414,0.650026755,0.507235224,56792379.23
140,569877952,427262944,76074336.9,7.491066965,0.639788589,0.524572381,73383734.29
141,92129232,69352840,9640564.365,9.556414802,0.632267827,0.497925092,9323034.192
142,300674464,202223744,62103226.3,4.841527275,0.570865747,0.427881336,60377885.76
143,151749280,101976496,21345938.71,7.109046926,0.712864511,0.363188711,21323629.95
144,4349545,1120767.875,440354.7439,9.877366057,0.75389917,0.372711736,442356.6698
145,67223880,18179792,42711.22183,1573.916107,1.776802024,1.342423454,44111.58976
146,12501823,2114061.5,11466.65115,1090.276737,3.871844846,2.647786438,11842.60692
147,7012073,1221155.125,443739.1404,15.80224136,1.214363308,0.908875268,442450.8451
148,10054894,1764622.375,131419.1961,76.51008603,1.149323266,0.893781903,131563.5423
149,19983414,3537401.5,335734.2093,59.52153055,1.295034189,1.014955541,341868.9285
150,5075169,904237.6875,24329.41663,208.6021657,1.538743842,1.056889998,25127.10242
151,3271444,527109.3125,86659.19745,37.75068425,1.961649028,1.199275707,89500.48261
152,121657792,21980916,749681.752,162.2792494,1.541251697,0.901904664,774216.2703
153,3355731,555286.1875,24569.99943,136.5783915,1.499220969,0.828131187,25375.57318
154,15157081,2485948.5,34109.9992,444.3588787,1.499220969,0.828131187,35228.35983
155,13404486,2430846.25,6128.228436,2187.334585,2.78433204,0.921926725,5984.970359
156,2716414,484845.4688,176977.8818,15.34888978,2.752010843,0.921237771,173216.5928
157,1857741,321675.9375,70835.42665,26.22615671,2.892902222,1.754505748,73147.65441
158,11664,1543.920898,6357.942678,1.834555703,2.987220947,1.828451861,6566.399815
159,11479,1540.167603,369613.3022,0.031056783,1.388045523,0.231654804,380541.8591
160,60394,8085.82959,1975047.63,0.030578503,1.375849133,0.225206259,2028144.177
161,6775278,1178650,15321114.67,0.442218347,1.432924077,0.23972773,15305038.1
162,288514,38352.85156,17703359.56,0.016297133,1.339440393,0.181781659,17986551.7
163,17339156,3475822,3334937.88,5.199244071,0.591532481,0.214251075,3387085.289
164,11354324,1708399,6632664.59,1.71187972,0.622457488,0.222369411,6747035.108
165,59554728,43162992,9607403.883,6.198836723,0.848534732,0.181203339,9609334.725
166,8280558,6328474,281760.685,29.38862106,0.875968012,0.183006157,281608.9016
167,4027829,824686.625,72758343.38,0.055358998,0.878217912,0.210921513,73751127.38
168,1545352,195507.125,84623201.86,0.018261564,1.189790882,0.633919191,86232281.18
169,4992367,3047368.25,25953357.42,0.192359197,1.662720178,1.17379318,26596665.73
170,3523778,2222937.5,6402608.039,0.550366035,1.660926864,1.219924296,6560960.64
171,13845102,8482335,41169760.89,0.33629299,1.741317782,1.211819977,42172691.38
172,53867928,31110894,429725312,0.125354329,1.879083545,1.318342768,440284946.2
173,375410,47704.27344,203328817.5,0.00184632,1.920554248,1.160734726,207807162.6
174,475207,59994.96094,73848814.07,0.006434863,1.856019378,1.124568528,75495764.12
175,47230,5997.876953,15931843.11,0.002964503,1.988948399,1.007848626,16277616.85
176,103854,23601.96289,25302372.48,0.004104516,1.77960819,0.935137108,25866100.22
177,269636,113763.25,28306728.51,0.009525509,1.47754024,0.819204903,28966354.76
178,488080,152562.0469,75588193.35,0.006457093,1.08769471,0.590960704,77355293.09
179,17347600,3707142.25,150184187.8,0.115508831,1.060272539,0.579583328,153316297.7
180,35479,4605.515137,49330107.48,0.000719216,1.028591206,0.53093501,50174741.57
181,42847,5530.19043,45584527.39,0.000939946,1.030515909,0.351654589,46499439.35
182,1777,230.0768127,4357579.861,0.000407795,1.059797363,0.331420059,4448528.048
183,31972,4160.499023,81085944.64,0.000394298,1.059134811,0.332099555,82776295.23
184,16955,2250.055908,35867476.42,0.000472712,1.036787789,0.387583863,36553600.65
185,23261,3052.619629,52591880.48,0.000442293,1.078932124,0.461308397,53497219.11
186,8,1.196596146,425298.7885,1.88E-05,1.066372058,0.46243879,432634.1758
187,4733407,2994166.25,74294073.75,0.063711771,1.112404551,0.460804957,75568632.79
188,9831,1426.107666,1762784.205,0.005576973,1.358361436,1.574444239,1802304.684
189,824,144.0613708,251784.9587,0.003272634,1.894744228,0.974856525,256532.3634
190,78,14.05082798,24806.39987,0.00314435,1.894744228,0.974856525,25274.12447
191,44744,6276.425781,48693236.76,0.000918896,1.25752166,0.419528715,49717377.13
192,194750,23720.44141,4567927.685,0.042634213,1.011768043,0.885848444,4665736.829
193,15105,2009.261108,232086.5768,0.065083471,1.280279335,1.638702545,239569.7721
194,27178,3617.559814,889361.9406,0.030558987,0.832641897,1.85267497,908141.6872
195,4765,636.1633911,657377.2617,0.007248501,0.596863049,1.952151591,660805.3117
196,6575,909.1047363,1021245.642,0.006438216,0.673707581,1.778535807,1014413.969
197,718,109.9400253,147684.0645,0.00486173,0.981958144,1.920977743,144805.2629
198,1681,248.8185883,479144.0821,0.003508339,0.654715549,1.267735839,469108.3658
199,106,16.20910645,191548.7985,0.000553384,0.49658357,0.345908866,187119.1696
200,8632,1199.481201,7161285.099,0.00120537,0.505139513,0.348634155,6999437.024
201,2221,295.9189453,757602.0957,0.002931618,0.703473373,0.389510232,745732.4153
202,140,18.36004257,187272.9598,0.000747572,0.536050914,0.262725593,180075.7296
203,13507,1795.855835,10413714.23,0.00129704,0.536050914,0.262725593,10013496.82
204,664,87.02117157,508312.3195,0.001306284,0.536050914,0.262725593,488776.9805
205,2075,273.0588379,1720089.805,0.001206332,0.529847349,0.268771152,1659545.068
206,11022,1480.534424,13666110.97,0.000806521,0.578793421,0.306869798,13600194.24
207,1098,190.6478577,13913953.75,7.89E-05,0.623804937,0.336482069,13582460.29
208,11242,1586.576294,52842416.75,0.000212746,0.61799548,0.43570636,52395204.75
209,100414,13063.94824,80364453.95,0.001249483,0.96110469,0.47629864,82410589.74
210,16688260,8912686,94394789.45,0.176792174,1.641335105,0.857584311,89247606.08
211,226460,34202.08203,47983471.09,0.004719542,2.752724239,1.641813654,39422752.72
212,69870,8536.987305,17266863.9,0.004046479,2.802670036,1.675903034,14146402.05
213,107539,13169.72266,158423500.9,0.000678807,1.783021965,1.137070777,144908485.6
214,293388,36727.48828,253701041.7,0.001156432,1.586271815,1.078392199,235851934.3
215,11542,1485.746948,56567487.58,0.000204039,1.31223567,1.015643684,53691725.72
216,590527,74693.85938,89471992.19,0.006600132,0.749409888,1.202661546,89138808.61
217,940911,118934.3672,351881194.9,0.002673945,0.726285178,1.22055697,351494117
218,1739904,284531.4063,269053431.5,0.00646676,0.724089751,1.178944784,269255005.3
219,35418020,6433482.5,375933100.5,0.094213625,0.898903872,0.818822518,383158985.2
220,13100172,3516406.5,91650077.06,0.142936836,0.796842495,0.691133902,93286963.48
221,1969176,622560.125,76681856.31,0.025679817,0.797715077,0.690268072,78049437.78
222,7795542,973549,187957504.2,0.041475024,0.692466404,0.780301984,190687638
223,14594747,1849327.75,137987921.5,0.105768294,0.687235617,0.902291892,139755169.6
224,450763,57032.90625,82859815.51,0.005440068,0.718556697,0.929459136,83972774.66
225,353095,44650.28516,73549377.78,0.004800788,0.721250657,0.935732075,74535898.47
226,22561692,6262262,390745675.5,0.057740094,0.566036718,1.110769745,394491077.4
227,2745037,1684469.375,42182064.54,0.065075928,0.674325028,1.025169594,42549451.07
228,104696176,14365571,941949066.3,0.111148447,0.463146831,1.22489515,950336204.5
229,683272,84641.92188,246331290.9,0.002773793,0.407213815,1.283903134,248425086.4
230,307909,38886.29297,326168839.1,0.000944017,0.406295714,1.283403745,328942764.4
231,1018526,127703.0625,530363617.9,0.00192043,0.357697263,1.261175313,535038812.6
232,964801,122271.4375,818819615.7,0.001178283,0.343352056,1.259749928,826167233.3
233,97899904,67223624,4261701.097,22.97202497,0.855987588,0.308164693,4236500.611
234,10326988,7874324,29252.57057,353.0283937,1.461948749,1.552386117,28235.80246
235,441229,338872.5938,1170.102823,377.0856641,1.461948749,1.552386117,1129.432099
236,33536352,22228982,8060.708335,4160.472083,1.461948749,1.552386117,7780.532234
237,7210,952.4450073,41050.97126,0.175635308,1.563635516,0.248216861,39291.03719
238,2292642,1200705.625,1014.719976,2259.383923,3.435196246,2.409606737,846.7199762
239,7105942,3859225.5,9691.611198,733.2054345,3.435196246,2.409606737,8087.039772
240,1293,209.761795,0,inf,,,0
241,3765,610.7913208,22719.49636,0.165716702,6.572038641,3.297371007,4258.953308
242,509092,317368.5938,121.7828554,4180.3257,4.175066159,1.902253129,125.7757359
243,18077296,12194591,6028.25134,2998.762822,4.175066159,1.902253129,6225.898925
244,239358,31330.62695,14925760.75,0.01603657,1.095101924,0.204757463,14466668.29
245,50215,6592.352051,6156285.375,0.008156704,1.212405558,0.317738856,6194928.422
246,16804,2128.081055,687943.9557,0.024426408,1.964117683,1.13903704,701849.014
247,246615,31207.02539,5371254.731,0.045913853,1.964117683,1.13903704,5479821.148
248,610292,193453.8594,123503708.1,0.004941487,0.951752857,0.748078773,125399578.9
249,16,2.502459526,1947682.282,8.21E-06,0.949255011,0.799457782,1972342.028
250,6733749,2866611.5,375526499.4,0.017931488,0.563767757,0.937881251,376885613.3
251,1989705,251869.8281,158564898.4,0.012548206,0.581643942,0.977868382,158790251
252,237021,29989.73633,27742878.14,0.00854349,0.581643942,0.977868382,27782306.36
253,74385248,43002084,325729575.7,0.228365041,0.625044065,0.739620903,327924027
254,37437660,22914536,243079242.8,0.15401422,0.57949072,0.555619034,246741549.6
255,16835,2171.561279,20363349.95,0.00082673,0.86508592,0.591175631,20834997.97
256,51450,6559.363281,32013302.55,0.001607144,0.743756471,0.429669599,32744868.16
257,5961,758.6622925,1806747.437,0.003299299,0.743872972,0.428418811,1848028.589
258,235883,30101.99219,105560082.8,0.002234585,0.738729387,0.432735178,107957626.8
259,299675,38332.51953,209574421.4,0.001429922,0.720557767,0.455328682,213779486.1
260,129145,80556.14063,1026750.442,0.125780321,0.753179516,0.413073527,1046547.616
261,9047,1147.978638,1594807.407,0.005672785,0.800515357,0.507778034,1627716.371
262,313485,53945.20313,23177385.8,0.013525468,0.739858134,0.333385898,23589941.91
263,677072,85866.39844,111371583.4,0.006079396,0.817816037,0.315378741,113402406.7
264,4092,537.3380127,1299455.993,0.00314901,0.882983004,0.369305908,1325098.945
265,494664,62662.48438,180546342.2,0.002739817,0.565829535,0.503311247,181308941.4
266,638809,80854.91406,110749597,0.005768048,0.486582205,0.486885967,111086061.9
267,3589620,1736459.25,95385910.04,0.037632602,0.595548038,0.51073811,96948035.3
268,146791,78775.09375,6730915.512,0.021808475,0.841105244,0.532059857,6882091.475
269,548198,69385.73438,213547496,0.002567101,0.404094289,0.777371135,217193031.1
270,13448896,6109934.5,194166022.5,0.06926493,0.809287061,0.817200779,199563201.4
271,130338,16539.50977,38376860.53,0.003396265,1.260879536,0.921672863,39116483.41
272,313675,39788.76563,56802772.95,0.005522178,1.304655336,0.78932771,57967673.27
273,58715,7449.922852,11697243.3,0.005019559,1.36244704,0.744443269,11944626.22
274,218182,121776.3672,8271707.251,0.026376901,1.353986079,0.749015997,8445977.332
275,2119815,1223502.75,122461311.8,0.017310079,0.967886078,1.178172931,124279292.4
276,32386896,19512278,76071362.94,0.425743601,1.46736244,0.884390044,77725824.33
277,1339811,530670.0625,75763951.86,0.017684017,0.99107457,1.134008842,76928857.81
278,5487451,2755282,62853173.57,0.08730587,1.258710313,0.869371201,64417804.73
279,1336581,415690,88867230.9,0.015040201,1.365659363,0.850141121,90869821.75
280,814900,103123.7266,21169687.22,0.038493719,1.511326032,0.892284022,21612809.39
281,190,25.03708076,5147347.895,3.69E-05,1.105412425,0.811081326,5282765.832
282,51040,6481.306641,16012762.12,0.003187458,0.975411647,0.754831419,16312658.48
283,4537,574.307373,200777.9671,0.022597101,1.215286249,0.775331263,205011.0545
284,109628256,70586856,213502440.6,0.513475423,0.580190482,0.7516537,214742361
285,133572760,57060032,312555168.7,0.427357386,0.536990264,0.810630103,314890431.3
286,132148184,65212616,518305788.6,0.254961814,0.584115388,0.863229268,523759440.2
287,25848636,10312318,93777366,0.275638324,0.525276927,0.721939235,94193793.42
288,1012667520,673232576,2510266244,0.403410404,0.54874036,0.727491444,2518600254
289,51046168,17847920,172378897.3,0.296127709,0.594254654,0.774681072,174227299.2
290,234415680,88586256,126436074.1,1.854025298,0.56827603,0.879242972,127664810.9
291,431012256,169789856,1266984061,0.340187591,0.502650672,0.676017339,1268970716
292,353696128,234878576,281816865.1,1.255056641,0.533826193,0.941313545,283730167.4
293,46305804,20470054,101868349.6,0.454565173,0.535832791,0.733477995,102278364.1
294,207690256,94863872,526117455.5,0.394760246,0.606682608,0.766621946,532201107.6
295,306545152,132713448,1105678068,0.277246299,0.504422158,0.75392804,1112216928
296,83408872,46014344,275993128.3,0.302213582,0.639211898,0.82768434,278733453.3
297,174268880,102150784,209777806,0.830730778,0.567200818,0.702430421,210654156.3
298,80434256,41714316,171007813.5,0.470354274,0.890565987,0.970476212,173178434
299,1180058496,675212416,4856967661,0.242961983,0.401214946,0.78617431,4844048432
300,101728224,30642904,168492101.5,0.603756633,0.613937794,0.633283548,162782279.2
301,35756704,11605959,148321159.2,0.241076217,0.473546113,0.647289003,148655396.9
302,227226768,148270752,505994558.9,0.449069588,0.897074275,0.964928885,512671158.6
303,83123904,46726864,402741469.3,0.206395195,0.606985997,0.79819622,402297586.7
304,979765888,684483328,2100261129,0.466497177,0.472847201,0.581338414,2077757983
305,299900992,166418928,566142890.7,0.529726677,0.641223245,0.583071925,554520842.5
306,450779136,330934176,157609379.1,2.860103495,0.851025536,0.996471917,160190218.1
307,997578432,672142656,5364259562,0.185967592,0.587592454,0.689086328,5279049808
308,31259552,12169009,238065951.4,0.13130627,0.467163189,0.56435651,237706961.2
309,281236928,140157440,2374397078,0.118445617,0.439083556,0.729081601,2386318983
310,122525280,62277872,581802417.1,0.210596031,0.447151032,0.606441512,580267801.3
311,8740437,2613672.75,209169098.5,0.041786464,0.424108854,0.697226355,210435635.8
312,9981551,3400196.25,91504829,0.109082232,0.44375614,0.568924728,92013392.47
313,26631750,9147117,145320207.7,0.183262537,0.539559547,0.505529118,144643540.4
314,144646752,42269548,1123575834,0.128737863,0.744656577,0.948676924,1141593095
315,66703356,24928042,196556964.7,0.339358903,0.816527068,0.922479215,199613979.1
316,98080576,34665792,82716412.39,1.185745043,0.874287787,0.905666412,83964731.43
317,47980372,15284210,121197759.5,0.395884975,0.8575242,0.896018509,122925281.7
318,120682376,74231024,344494393.3,0.350317388,0.547510919,0.48320863,336514677.2
319,541699712,389162400,281285807.8,1.925798234,0.752187926,0.786249463,284622362.7
320,2705185,962896.375,341339744,0.007925198,0.547916555,0.387731448,334599678.9
321,3231069,975835.0625,475418470.1,0.006796263,0.544191491,0.396491803,465360265.6
322,5989066,1082139.5,80730138.84,0.074186247,0.637526338,0.421505586,78296936.23
323,422585504,310757632,133601643.5,3.16302624,0.768841798,0.779712043,135357279.9
324,26280772,14467334,69154281.48,0.380031018,0.766769286,0.753049738,69941037.62
325,27150434,16912004,130615423.6,0.207865452,0.817160567,0.260729951,128954613.9
326,1126199808,749328384,1032505783,1.090744311,0.697607903,0.642854316,1023656101
327,153513312,71407128,415353627.5,0.369596657,0.643449726,0.226604911,414013629.9
328,6800822,2046602.875,42331643.59,0.160655751,0.870921427,0.673638605,42821436.06
329,527309600,347994336,60414003.84,8.728267727,0.496924462,0.441663611,60329760.83
330,9041132,1798140.75,75293770.85,0.120078087,0.870921427,0.673638605,76164947.09
331,519299968,371241952,55815409.05,9.303881792,0.503724813,0.433491157,55714374.95
332,116906240,76589848,23817037.26,4.908513126,0.676376444,0.394575284,23717526.99
333,304722784,206552208,48209805.02,6.320763668,0.66550206,0.395924952,48013287.38
334,86351536,46371540,118448297.5,0.729023024,0.44027689,0.408883967,118295823.2
335,11319418,5577949,264500517,0.042795448,0.444723383,0.856043029,256275611.1
336,106911992,59380704,70961752.39,1.506614315,0.450075061,0.400557692,70684329.44
337,24808592,16870050,268189234.1,0.092504056,0.444915838,0.844951971,259757215.9
338,16011271,2771908,47554429.95,0.336693574,0.886208108,0.622656229,48148984.31
339,44067192,29073174,86788756.69,0.507752314,0.407392321,0.747741706,85274175.12
340,6342086,2912796.75,88903259.52,0.071336934,0.500293894,0.564085404,85368387.69
341,1151641856,814216000,432175670.5,2.664754022,0.77284118,0.432844654,426577800.2
342,104775112,68657592,74425061.82,1.407793416,0.453038981,0.6146897,74169203.03
343,108013088,69766248,129370289.4,0.834914172,0.815755894,0.358683525,130412400.2
