,1980
0,0.6324345537416781
1,0.6484670743765174
2,0.6356026670363751
3,0.5452913202826426
4,0.7976683433807152
5,0.731882632546996
6,0.7637057062265888
7,1.2242931148422544
8,1.2242931148422953
9,
10,1.1874515566651405
11,1.1874515566652017
12,
13,0.5497421054946279
14,1.1301599712158623
15,
16,
17,1.1301599712164863
18,1.1302329389780452
19,
20,
21,1.2984539324712219
22,1.6070263917104919
23,1.679308880844804
24,
25,1.3862758515770504
26,1.354729011340855
27,0.7808418519001937
28,
29,
30,
31,
32,1.2156756337645616
33,1.1296385318637039
34,1.129638531863397
35,1.2927658385567051
36,0.6626835554871104
37,0.6122740661350503
38,0.6421499386721705
39,0.6021627629705681
40,0.8437802197379392
41,1.0878690726591378
42,0.953056097489494
43,0.637726079268496
44,1.4728770978291674
45,1.4792073186237595
46,1.4733345499566324
47,1.5763231101575559
48,1.4969637262973652
49,1.595654215153873
50,1.6786370974876388
51,1.6889283985102315
52,1.4949653757160806
53,0.6984489040421422
54,0.8654716821397546
55,0.7050071580532467
56,0.6214397167206117
57,1.0196657907318771
58,0.5626479206079065
59,1.539614820020584
60,0.5678477773930383
61,1.2683593500414188
62,0.822104719835826
63,1.0238391511065252
64,0.8708277591573652
65,0.6293271664722171
66,0.9127787177839533
67,0.9357841611062172
68,0.7119277776261097
69,1.0273641183353066
70,1.0285338558434418
71,0.8962141336450509
72,1.0084846585588179
73,1.0273641183353375
74,0.8094892948835912
75,1.0599682626608147
76,0.8593128989975788
77,0.9110885567735815
78,1.1769754764271048
79,0.9661057665224951
80,0.5335688558174047
81,0.48767266064602643
82,0.6396803649457178
83,0.6856930091648666
84,0.5521023529344432
85,0.42341126631591003
86,0.5712409328307734
87,0.6170930927652248
88,0.5659718271012965
89,0.6178229357188162
90,0.7471080166380645
91,0.5564879390454278
92,0.8180837006238394
93,0.5105745039269074
94,0.8246167075161205
95,0.6033501795289334
96,0.7296452114363967
97,0.7140531647326432
98,0.7488391911861446
99,0.7441420202156768
100,0.8852782536369617
101,0.6625759207502738
102,0.9230635368460093
103,0.6301208981745643
104,0.7037589280146702
105,0.7995838197907059
106,0.6357783621809956
107,0.7740367698707127
108,1.8793740606592733
109,0.790275655262535
110,0.8303180399213538
111,1.8720343553108016
112,0.4873781283935438
113,1.4271661146939396
114,1.485124371132381
115,0.8938171831180569
116,0.7215503627178697
117,1.2079983666933098
118,1.0832585951463634
119,0.9355491931992085
120,1.3218734158836574
121,0.9859019231321897
122,0.9127348562833064
123,1.007902927229114
124,1.1425430047793237
125,0.8962482500813211
126,0.9036959151309955
127,0.968270684530072
128,1.098646396927835
129,0.9530661541558563
130,0.8372475816691834
131,0.8556411993484188
132,0.6562218393428189
133,0.41650934614392726
134,0.3771747810563771
135,0.3911127116811664
136,0.40227800317534634
137,0.2875256548226017
138,0.5937928931388463
139,0.6264863585080302
140,0.6356026670365943
141,0.5922861730276329
142,0.6492539495417129
143,0.8412275257389347
144,
145,
146,1.1301599712170376
147,1.1319011915477744
148,1.1981039617937534
149,1.3304538595216546
150,
151,1.3800920315237704
152,1.3108454691312328
153,1.3108454691319649
154,
155,
156,1.1982077187685738
157,
158,1.1296385318634319
159,1.1274639861536873
160,1.241910878432086
161,0.9331179666882702
162,0.5653164140714017
163,0.5991275584664267
164,0.8376840871581472
165,0.8511884264482407
166,0.8863892950877773
167,1.1837123244948196
168,1.441564401320442
169,1.4186249990127637
170,1.41824538614253
171,1.1450265947489504
172,1.6037630405362715
173,1.5146583949431864
174,1.688928398511027
175,1.4229054236395617
176,1.1441403944411994
177,0.9550678343084519
178,0.9391971442296028
179,0.9662572632834651
180,1.0014921128378753
181,1.0273641183351203
182,1.0269718470888805
183,1.0181768308754635
184,1.0177741564074891
185,1.0519719172091664
186,0.9718246012161267
187,1.308516858439102
188,1.8151691244638333
189,1.8151691244614672
190,0.9446466384389367
191,0.8298826627342523
192,0.822104719836211
193,0.5624339143663322
194,0.4793721133915908
195,0.5209724621332776
196,0.580679024096595
197,0.5187183981535818
198,0.4787490588614545
199,0.4898965454962765
200,0.6720120359697717
201,0.5649245518924253
202,0.5649245518926888
203,0.5649245518927494
204,0.5750778511393672
205,0.7118692589198198
206,0.7914702638598713
207,0.7538913878647657
208,0.9979848926635327
209,1.2179492350588326
210,1.7386550441107882
211,1.7013270402127383
212,1.4257968663178762
213,1.2820859670874456
214,1.0895113107066592
215,0.7366480905085505
216,0.7215503627187808
217,0.7265714150784502
218,0.9710885193033276
219,0.8320120100790112
220,0.8319715683314819
221,0.6760676837115369
222,0.6378507196436317
223,0.6672710622329913
224,0.6705083732300858
225,0.5089372089849612
226,0.6061577894261057
227,0.4125790274433466
228,0.3758783186570919
229,0.375139343837194
230,0.3330520237632548
231,0.31509568878255045
232,0.7308262023680813
233,
234,
235,
236,1.34884570356887
237,
238,
239,
240,
241,
242,
243,1.0001085802205856
244,0.941642537998328
245,1.1178594158728559
246,1.1178594158724244
247,0.9532553076248486
248,0.9941624994433969
249,0.5912802819032699
250,0.6178229357184287
251,0.6178229357188499
252,0.6485214027478134
253,0.5942627160689925
254,0.9045649183009004
255,0.7069918904249214
256,0.7063349826872491
257,0.7045093012987393
258,0.6691188638533244
259,0.6668502172091895
260,0.6918385280145124
261,0.7188164983151162
262,0.7770104990068841
263,0.8217413620646343
264,0.6044696652911741
265,0.5023740057887557
266,0.576669591346842
267,0.7995838197907403
268,0.3786436789921807
269,0.8303180399216671
270,1.0832585951473814
271,1.1994004810589944
272,1.2969981267382986
273,1.2836110175649529
274,0.896024450964752
275,1.1137168002169173
276,0.9033471989944611
277,1.025525907233694
278,1.0612684115807711
279,1.1425430047804137
280,0.9143511338808615
281,0.8609816856927526
282,1.0090241435798675
283,0.5492478061000895
284,0.5289237486543367
285,0.55867151266299
286,0.5050648376327622
287,0.5418958924760281
288,0.5481377624753577
289,0.5518491708322175
290,0.5074851385016829
291,0.5427702822725097
292,0.523095413581309
293,0.5856841761278502
294,0.5087697696745884
295,0.6076200035056184
296,0.591130899623418
297,0.7544114218622626
298,0.46637423135786643
299,0.660117685870303
300,0.4761349278659739
301,0.7560923905804892
302,0.5657732554116573
303,0.4889209711296868
304,0.6910933736919215
305,0.7612193684769407
306,0.5740111502398836
307,0.46229970135320275
308,0.4433464881791309
309,0.4381463738881245
310,0.4218243690109904
311,0.44528456453884807
312,0.5332650341406883
313,0.7464473514964263
314,0.8119292476641135
315,0.8941521294535663
316,0.8788720808556496
317,0.5268904390111079
318,0.7670854642123349
319,0.6002506624545085
320,0.5883829427467977
321,0.5919106735719358
322,0.7949214554009207
323,0.7969921739490226
324,0.6355397981250668
325,0.7382843090671872
326,0.5545531639889071
327,0.8605259829243359
328,0.4449311933385076
329,0.8605259829241692
330,0.45691644631160416
331,0.5696628409439719
332,0.5634505431105062
333,0.421972682654819
334,0.3994672916839731
335,0.3925413397686926
336,0.39652507287525524
337,0.8819556295584475
338,0.36680326825385196
339,0.442596176905537
340,0.8138262485442761
341,0.4388552666208299
342,0.8138871680626903
343,0.44669776428632235
344,0.5965390186250131
345,0.6884830093910084
346,0.6334694370120799
347,0.4920447934144506
348,0.6142284708677537
349,0.6336001130522578
350,0.6662648368278522
351,0.6363317240216321
352,0.47179072791695387
353,0.7515882802110507
354,0.617513994448532
355,0.4531101709755977
356,0.6186355737452878
357,0.6899651607639776
358,0.5508648399806134
359,0.603462028125971
360,0.6010853011553995
361,0.6992589905515275
362,0.5454166145449693
363,1.049465965512228
364,1.5069874767314677
365,1.6391087469664305
366,1.349697049981585
367,1.6319603140122636
368,0.9823641122695923
369,1.7129909430267483
370,1.3354850226734485
371,
372,1.5781590567215882
373,
374,
375,
376,1.4594761805748377
377,1.6468324336924167
378,1.23276531219389
379,
380,
381,0.5397325522321734
382,1.5466004452963287
383,1.5979636974017686
384,1.5153259508503703
385,
386,
387,
388,0.5922157338554852
389,
390,
391,
392,
393,1.5302248602862478
394,1.5574721371546316
395,
396,0.3624041372517722
397,
398,
399,
400,
401,
402,
403,1.2812595241209919
404,0.614190529157017
405,
406,0.8538141007327646
407,
408,0.4985900983656559
409,
410,
411,0.5682107073968912
412,0.6872598032013413
413,
414,
415,0.5628899706879936
416,0.5331236413731018
417,0.5979995708225844
418,0.6380892466670255
419,0.6136971635157734
420,0.6700685451625983
421,0.6636604567026384
422,0.4222594377305742
423,0.5474031551223678
424,0.5910547052735425
425,0.6710626504806321
426,0.5203160948388541
427,0.5792263913755883
428,0.5585279465175366
429,0.5971624424206595
430,0.6104986252349492
431,0.781656718599233
432,0.6676274212821203
433,0.7123659778063336
434,0.6717529835488215
435,0.5339159393885411
436,0.6739279259685282
437,0.6533969458249096
438,0.4180569586365931
439,0.9329178673905869
440,0.3699735717072478
441,0.8821545328318534
442,0.9221847702926586
443,0.3593830764467827
444,0.862474658133219
445,0.3632783871201502
446,0.29095032263016
447,0.8032250203831569
448,0.8120771511765099
449,0.42276934620241335
450,0.8047906512965023
451,0.586744664337892
452,0.2684870376754866
453,0.6108991851798147
454,0.2664693819530346
455,0.4947348271663565
456,0.5656037478493958
457,0.23487637248835538
458,0.23324848214536203
459,0.22596876819222253
460,0.20573109041003715
461,0.18223046341409418
462,0.1876717742317799
463,0.18524241766916838
464,0.16268320617972215
465,0.1783531645907506
466,0.15265561878086734
467,0.1509471090239258
468,0.15047372284128607
469,0.14245575241307493
470,0.16376794502686365
471,0.1545252561180008
472,0.14694206014875147
473,0.16087889587535445
474,0.18469194429436547
475,0.1490838627971014
476,0.16891463592168635
477,0.3312787415895604
478,0.19831480433651905
479,0.21545483439571378
480,0.19434538199969661
481,0.32737170344956895
482,0.3283841229076333
483,0.21963415537682543
484,0.2261986046077604
485,0.2732318005666174
486,0.24039120589649096
487,0.3841603085390004
488,0.33298968504020887
489,0.27764502585936773
490,0.21780989546600918
491,0.2261261205020364
492,0.3888640618483782
493,0.5040383842189764
494,0.3232570560944353
495,0.3652022731038607
496,0.48398014177266113
497,0.3555805550326966
498,0.22805640555043352
499,0.1958598095996869
500,0.24553363753154392
501,0.38758109438365806
502,0.16736366780389714
503,0.4211628359499309
504,0.3733110777342769
505,0.22669511328805414
506,0.31288163715816253
507,0.47704361583045296
508,0.481653987291509
509,0.3641012883002197
510,0.22187344552245672
511,0.5209237383180866
512,0.16736366780415773
513,0.21717150552693026
514,0.29704177769761714
515,0.25618289937951566
516,0.14514164477683605
517,0.14815204975869212
518,0.23559296111931555
519,0.12056091926828016
520,0.14857230449252726
521,0.14857230449279432
522,0.1673522247356289
523,0.16736366780389642
524,0.16736366780390677
525,0.2253056764915767
526,0.22369083309897594
527,0.22369083309924387
528,0.2236908330990057
529,0.30674675067199775
530,0.3565076141888781
531,0.3565076141886962
532,0.3544820148271206
533,0.3188632506214765
534,0.3188632506211837
535,0.33903666514159664
536,0.3878740403212747
537,0.387874040321039
538,0.4108472644170099
539,0.521045429092686
540,0.3568859178172691
541,0.309008782018667
542,0.3089390762224961
543,0.30893907622205014
544,0.3089390762219343
545,0.3103113696616136
546,0.3641374216602105
547,0.48481640791419356
548,0.4848164079140604
549,0.39972377423378863
550,0.27108720931533875
551,0.2693546319519835
552,0.2363257978156128
553,0.235592961119061
554,0.23041445475182495
555,0.21125592786473268
556,0.2112559278644655
557,0.2229359563898209
558,0.22282714762859812
559,0.2228271476287743
560,0.22282714762874956
561,0.2195533312687264
562,0.19783087893586085
563,0.19434538199961363
564,0.1921713728248497
565,0.1514750901831273
566,0.15147509018302124
567,0.1476847959544141
568,0.13364263073788413
569,0.13364263073753052
570,0.13372547362761064
571,0.13465427056499202
572,0.15153300802940892
573,0.16149477976963372
574,0.15542814063433635
575,0.16425115427175058
576,0.1845491962676288
577,0.18767177423169776
578,0.1889107677937279
579,0.2089153303374008
580,0.22323531004885006
581,0.2271260336980294
582,0.25394455406686256
583,0.2889801520561461
584,0.26384926174437484
585,0.2974482674559183
586,0.38709419141215423
587,0.4052189924527113
588,0.4052189924529426
589,0.6755085334045455
590,0.6688576915547402
591,0.6497808668814253
592,0.6881601135053763
593,0.7287099857953545
594,0.7242080015185809
595,0.5583181147299886
596,0.591859991455727
597,0.571517432235691
598,0.5749817520836445
599,0.5703940518271838
600,0.6539010844109829
601,1.4008515515013082
602,1.5238129960913855
603,1.5180039898355
604,1.5198909099384672
605,1.5179253162195134
606,1.3573791414006517
607,1.3740401082840408
608,1.6389529226217423
609,1.6455879335763413
610,1.509514918103911
611,1.50951491810319
612,1.1004447144820666
613,0.5921817110404096
614,0.5680820585412188
615,0.5425417209283521
616,0.5438825968531926
617,0.5913844631492665
618,0.7099498996213717
619,0.7803029166839133
620,0.9544628360889471
621,0.9544628360892331
622,0.8616294441643045
623,0.8605259829240105
624,0.8228469785705611
625,0.7926080195346261
626,0.7786570617652632
627,0.7363806490479899
628,0.736579777012234
629,0.8184443414643625
630,0.8941521294533732
631,0.8941521294540288
632,0.8033000126221052
633,0.7683891432169911
634,0.7683891432166423
635,0.7958799683654073
636,0.7620080496334019
637,0.6620388525865302
638,0.5667653783648458
639,0.581421705739614
640,0.6106963114637162
641,0.6465026693435288
642,0.49574724014828403
643,0.5058879379481009
644,0.5424983514875104
645,0.5601758683692046
646,0.5293187721546414
647,0.50007029282666
648,0.4878512084421377
649,0.5053276049980351
650,0.5053276049982963
651,0.5321067932919302
652,0.538204559957045
653,0.5688987004711534
654,0.5495881939312833
655,0.5449323405887657
656,0.5339062412425354
657,0.5125000658568853
658,0.5287749808530466
659,0.48719640167568373
660,0.5013454318514027
661,0.5595977478289417
662,0.5267121898990668
663,0.5443968371664472
664,0.5696628409437965
665,0.551437511341126
666,0.4309305024366098
667,0.42846919373806497
668,0.4175701695373484
669,0.4481405100258751
670,0.5790586860076101
671,0.5965390186251812
672,0.5965390186251286
673,0.6265507741102739
674,0.6265507741109038
675,0.6253714129110726
676,0.6145220432923608
677,0.7014395021973349
678,0.6175163520506322
679,0.6469573893362436
680,0.4530907972811438
681,0.4530907972807984
682,0.47759643863674456
683,0.49204479341517976
684,0.4918971024865329
685,0.38372749585367677
686,0.3806219212081135
687,0.4036368442459693
688,0.4133338913383071
689,0.48717637142573117
690,0.4287848344056708
691,0.43118071563354204
692,0.43221225484657966
693,0.44742695611959055
694,0.6733247507479936
695,
696,
697,
698,
699,
700,1.4777491604994015
701,
702,
703,
704,
705,
706,
707,
708,
709,
710,
711,
712,
713,0.5397325522322455
714,
715,
716,
717,
718,
719,
720,
721,
722,
723,
724,
725,
726,
727,
728,
729,
730,
731,0.6915438264325918
732,0.6518124801821991
733,0.6241631241748073
734,0.691543826432592
735,0.5902905456626669
736,0.6915438264325763
737,0.6564648867324767
738,0.6709458909413354
739,0.6709458909411603
740,0.6653085461513991
741,0.5474031551214581
742,0.5474031551225805
743,0.5474031551230489
744,0.493781497638891
745,0.4911027310552775
746,0.49110273105536617
747,0.672421928180092
748,0.6253491419345139
749,0.6686687375603145
750,
751,
752,
753,0.496485924037881
754,0.49648592403818415
755,0.6425638546252926
756,0.6768358343846437
757,0.6768358343844006
758,0.8059691324263691
759,0.8633514609628741
760,0.8633167273417336
761,0.9048877512041031
762,0.933689331085281
763,0.9334232045704625
764,0.8654167080130468
765,0.8668329133989959
766,0.8663305554248782
767,0.8663305554250502
768,0.8663305554254818
769,0.8076490739905404
770,0.8047906512967387
771,0.8045929185209119
772,0.8536909644074993
773,0.8633514609634869
774,0.8502660728899843
775,0.1354425065706269
776,0.13731251196118632
777,0.1278747903069638
778,0.11950415407068053
779,0.12257675114668988
780,0.13238927792116575
781,0.12230742855848267
782,0.13753380562558912
783,0.18592432399623432
784,0.15578774222746802
785,0.18171070138690917
786,0.17474559793551342
787,0.1887017284503853
788,0.15799362005949974
789,0.18250613233005955
790,0.18305305464357624
791,0.20158169047286698
792,0.20888264078165958
793,0.2835591471884457
794,0.26144090293863853
795,0.2778487836475987
796,0.28461226276786183
797,0.3189134176160185
798,0.3021285702363797
799,0.3391143945181332
800,0.33625593813708415
801,0.31513485522173673
802,0.3522559355137985
803,0.3582273792871111
804,0.4460140969515924
805,0.5263273270414929
806,0.4023018168763747
807,0.49269623918943184
808,0.8071321941777214
809,0.5392969923055032
810,0.5059429199287584
811,0.7328190253389799
812,0.7089751714234546
813,0.6867642077514043
814,0.44386012821429705
815,0.4547697842985634
816,0.8271455620377105
817,0.8066071065401611
818,0.820810555919977
819,0.8208105559194642
820,0.8208105559196702
821,0.8208105559201938
822,0.7934195917005712
823,0.8071321941773012
824,0.7506089147461265
825,0.6362820019446499
826,0.44729789214364357
827,0.4447152717884448
828,0.4643747368870826
829,0.43432885659128967
830,0.3193794396435221
831,0.31973521497772556
832,0.3197352149780819
833,0.3252325253858611
834,0.3077579439778252
835,0.3012939574533055
836,0.2980375560399738
837,0.2867937735884124
838,0.2668218132115257
839,0.28342971077459295
840,0.2835591471883654
841,0.1925583057219128
842,0.1895082464830862
843,0.1895082464831686
844,0.15634691808291842
845,0.16094771254750537
846,0.15229626936962107
847,0.12398636690995145
848,0.13782320208636953
849,0.12019877285105977
850,0.12033021826073219
851,0.11948764181564586
852,0.12227096210283427
853,0.11969567365982668
854,0.11934702118002784
855,0.11934702117997863
856,0.11934702117983939
857,0.11934702118033753
858,0.1193470211796916
859,0.5037812263691565
860,0.5099510899661295
861,0.40780910541706583
862,0.3831445475508516
863,0.33307465594583385
864,0.30930259852888436
865,0.8271455620383585
866,0.39041616798901135
867,0.43925665615184883
868,0.418463769933762
869,0.4144197143368307
870,0.35033814353439074
871,0.3819292245633845
872,0.5209977828174037
873,0.39875171739274046
874,0.5116019152444198
875,0.37113695184137474
876,0.5096447357919085
877,0.48669654654088185
878,0.3177557668521407
879,0.5241568241093358
880,0.43367761792357834
881,0.39310228604727426
882,0.36842564127191896
883,0.35963792581384263
884,0.5527273078509485
885,0.6171650317797888
886,0.3711245442092194
887,0.36203153770176355
888,0.3568234747490262
889,0.46605961214198516
890,0.3632080078021902
891,0.5958819636223761
892,0.374709209573303
893,0.3622627211686696
894,0.35883722942353713
895,0.6013133004978534
896,0.335977939270562
897,0.34538090892021744
898,0.7293286596299152
899,0.6928509742571527
900,0.36941885080160675
901,0.45115288188763364
902,0.3247107834914453
903,0.3639094995139348
904,0.7389115167720488
905,0.6769564152074333
906,0.3098021878317629
907,0.9037176125549452
908,0.4448538182386388
909,0.4423458856359371
910,0.9843539038356236
911,0.31416607891509074
912,0.456788965830933
913,0.2735361950726129
914,0.2646715233451622
915,0.275544978539948
916,0.49852499306587983
917,0.9034811734747126
918,0.30415309585182293
919,0.2989038090784469
920,0.4644754253469623
921,0.44285640775758667
922,0.2736349382549405
923,0.2751716858883938
924,0.44545930672400397
925,0.272564368993647
926,0.27505947065918945
927,0.27699705317844814
928,0.3829281597642772
929,0.25919197718745485
930,0.7739831462793594
931,0.27514073453492915
932,0.3198950549884476
933,0.4494319850349505
934,0.25259300285360325
935,0.38626478460214664
936,0.27684850660604793
937,0.4013278340898188
938,0.7473404697288776
939,0.3592258751232451
940,0.4144807062464657
941,0.3815134658835595
942,0.2722753064787711
943,0.7006773118294809
944,0.44459418288731506
945,0.4042021010875102
946,0.27057871592128996
947,0.37322875937224875
948,0.4488211678378295
949,0.44882116783722603
950,0.622945711256635
951,0.6264321085382895
952,0.8591187455259996
953,0.6259535552124615
954,0.46442762840241725
955,0.4398752053879843
956,0.4669572766353972
957,0.4666908217176305
958,0.40804977971169365
959,0.44254216408659586
960,0.256352487572529
961,0.8152675871781737
962,0.4818445045220849
963,0.4866270079697672
964,0.21365710417046876
965,0.5249545606639398
966,0.4913055291021539
967,0.213657104170171
968,0.7990377933928038
969,0.7228732479636346
970,0.7902049225955116
971,0.22547402394411592
972,0.6529020576778307
973,0.5564195666540341
