2020,2030,2040
1.2226700211687578,0.9403543000360625,0.7297618891209073
1.2063751333698953,0.8948066747098417,0.6647641270621688
1.223566727195522,0.9419166531262805,0.7317680624241751
1.217929431151607,0.9562901238358248,0.786076290343329
1.5461393709010882,1.4633060526855841,1.0134108340170325
1.6597098093506004,1.8076767278243595,1.1715762141404833
1.197645018047066,1.2920482207103723,0.7105424783961836
1.005730602564136,1.007880514258894,0.9971768923981819
1.0106199041162707,1.014604102252652,0.9947682409125967
1.0,1.0,1.0
2.071795381922918,2.7550843933550913,1.8660331376462578
2.1749239808340946,2.923959346083683,1.9493632075468796
1.0,1.0,1.0
1.3777219795142146,1.3535049058292703,1.0162608254378451
1.1858859061672216,1.6032328616975935,1.0676447793921147
1.0,1.0,1.0
1.0,1.0,1.0
1.2809068739438962,1.9115928202022165,1.10222336867453
1.2958979362010281,1.9103276912647376,1.108785360092448
1.0,1.0,1.0
1.0,1.0,1.0
1.3881364149985005,1.818469322556784,1.3567410721620818
1.165411776104935,1.5049231714811242,1.6379265899449993
1.005250859391134,1.0208674041184762,1.031654799153832
1.0,1.0,1.0
1.072954946946129,0.949559002544868,1.6811130142028647
1.0708650330274658,0.9393788310167901,1.6503400910112238
1.1216880951208545,1.414350726512317,1.8890702033523756
,,
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.3929286985695742,0.6893500815050767,0.7828160327371275
0.041817814316558816,0.5687039588596451,0.6278655701563252
0.037571690874311996,0.5667926978719219,0.6262164800880244
0.4931322381090806,1.1113578634033578,1.0131996615468282
0.7763447810570594,0.9435619500610507,0.9792874613956316
0.8094287437503999,0.9067714611367139,0.9036676630760991
0.7914932876467352,0.9254052964903375,0.9445953611268488
0.8333783291473379,0.8770320855053086,0.8383746220633116
0.812799745461036,0.8401466673818458,0.7521712953085926
0.6659653640488707,0.7084837689099652,0.6769267535857718
1.0590387438245896,0.5707241444011558,0.6857465177689682
0.7746762107648829,0.5371718933926065,0.49059842252119873
0.3570404109706106,0.43930725737328824,0.5393397436959417
0.3574249914479653,0.43836691357929675,0.5404975153243742
